ID,pair_id,cluster,time
20080502080709,1,Cluster 1  |  n = 1649,t1
20080504080660,92,Cluster 2  |  n = 440,t1
20080504080664,93,Cluster 1  |  n = 1649,t1
20080504080674,94,Cluster 4  |  n = 1078,t1
20080504080678,95,Cluster 4  |  n = 1078,t1
20080504080679,96,Cluster 4  |  n = 1078,t1
20080504080687,97,Cluster 1  |  n = 1649,t1
20080504080688,98,Cluster 2  |  n = 440,t1
20080504080698,99,Cluster 2  |  n = 440,t1
20080504080708,100,Cluster 2  |  n = 440,t1
20080504080722,101,Cluster 1  |  n = 1649,t1
20080504080723,102,Cluster 2  |  n = 440,t1
20080504080726,103,Cluster 1  |  n = 1649,t1
20080504080727,104,Cluster 4  |  n = 1078,t1
20080504080728,105,Cluster 3  |  n = 144,t1
20080504080737,106,Cluster 4  |  n = 1078,t1
20080504080753,107,Cluster 2  |  n = 440,t1
20080504080759,108,Cluster 4  |  n = 1078,t1
20080504080767,109,Cluster 4  |  n = 1078,t1
20080504080782,110,Cluster 4  |  n = 1078,t1
20080504080786,111,Cluster 4  |  n = 1078,t1
20080504080790,112,Cluster 1  |  n = 1649,t1
20080504080801,113,Cluster 3  |  n = 144,t1
20080504080807,114,Cluster 1  |  n = 1649,t1
20080504080820,115,Cluster 4  |  n = 1078,t1
20080504080827,116,Cluster 2  |  n = 440,t1
20080504080835,117,Cluster 4  |  n = 1078,t1
20080504080838,118,Cluster 4  |  n = 1078,t1
20080504080839,119,Cluster 1  |  n = 1649,t1
20080504080848,120,Cluster 1  |  n = 1649,t1
20080504080851,121,Cluster 4  |  n = 1078,t1
20080504080855,122,Cluster 1  |  n = 1649,t1
20080504080856,123,Cluster 4  |  n = 1078,t1
20080504080857,124,Cluster 1  |  n = 1649,t1
20080504080858,125,Cluster 4  |  n = 1078,t1
20080504080872,126,Cluster 1  |  n = 1649,t1
20080504080879,127,Cluster 1  |  n = 1649,t1
20080504080880,128,Cluster 3  |  n = 144,t1
20080504080891,129,Cluster 2  |  n = 440,t1
20080504080895,130,Cluster 4  |  n = 1078,t1
20080504080925,132,Cluster 4  |  n = 1078,t1
20080504080929,133,Cluster 4  |  n = 1078,t1
20080504080934,134,Cluster 1  |  n = 1649,t1
20080504080936,135,Cluster 4  |  n = 1078,t1
20080504080943,136,Cluster 4  |  n = 1078,t1
20080504080952,137,Cluster 4  |  n = 1078,t1
20080504080957,138,Cluster 1  |  n = 1649,t1
20080504080969,139,Cluster 2  |  n = 440,t1
20080504080972,140,Cluster 1  |  n = 1649,t1
20080504080976,142,Cluster 4  |  n = 1078,t1
20080504080993,143,Cluster 4  |  n = 1078,t1
20080504080995,144,Cluster 2  |  n = 440,t1
20080504080997,145,Cluster 2  |  n = 440,t1
20080504081001,146,Cluster 1  |  n = 1649,t1
20080504081013,147,Cluster 1  |  n = 1649,t1
20080504081014,148,Cluster 1  |  n = 1649,t1
20080504081025,149,Cluster 1  |  n = 1649,t1
20080504081029,150,Cluster 4  |  n = 1078,t1
20080504081031,151,Cluster 4  |  n = 1078,t1
20080504081032,152,Cluster 3  |  n = 144,t1
20080504081046,153,Cluster 1  |  n = 1649,t1
20080504081047,154,Cluster 4  |  n = 1078,t1
20080504081055,155,Cluster 1  |  n = 1649,t1
20080504081065,156,Cluster 4  |  n = 1078,t1
20080504081073,157,Cluster 4  |  n = 1078,t1
20080504081077,158,Cluster 1  |  n = 1649,t1
20080504081078,159,Cluster 2  |  n = 440,t1
20080504081093,160,Cluster 1  |  n = 1649,t1
20080504081098,161,Cluster 1  |  n = 1649,t1
20080504081102,162,Cluster 1  |  n = 1649,t1
20080504081125,163,Cluster 4  |  n = 1078,t1
20080504081129,164,Cluster 4  |  n = 1078,t1
20080504081133,165,Cluster 4  |  n = 1078,t1
20080504081138,166,Cluster 1  |  n = 1649,t1
20080504081144,167,Cluster 1  |  n = 1649,t1
20080504081156,168,Cluster 1  |  n = 1649,t1
20080504081169,169,Cluster 4  |  n = 1078,t1
20080504081174,170,Cluster 1  |  n = 1649,t1
20080504081185,171,Cluster 4  |  n = 1078,t1
20080504081197,172,Cluster 1  |  n = 1649,t1
20080504081201,173,Cluster 4  |  n = 1078,t1
20080504081204,174,Cluster 4  |  n = 1078,t1
20080504081208,175,Cluster 1  |  n = 1649,t1
20080504081222,176,Cluster 4  |  n = 1078,t1
20080504081229,177,Cluster 4  |  n = 1078,t1
20080504081233,178,Cluster 1  |  n = 1649,t1
20080504081246,179,Cluster 2  |  n = 440,t1
20080504081253,180,Cluster 1  |  n = 1649,t1
20080504081258,181,Cluster 1  |  n = 1649,t1
20080504081275,182,Cluster 4  |  n = 1078,t1
20080504081276,183,Cluster 1  |  n = 1649,t1
20080504081279,184,Cluster 1  |  n = 1649,t1
20080504081294,185,Cluster 1  |  n = 1649,t1
20080504081302,186,Cluster 1  |  n = 1649,t1
20080504081326,187,Cluster 1  |  n = 1649,t1
20080504081332,188,Cluster 1  |  n = 1649,t1
20080504081338,189,Cluster 4  |  n = 1078,t1
20080504081339,190,Cluster 1  |  n = 1649,t1
20080504081358,191,Cluster 1  |  n = 1649,t1
20080504081360,192,Cluster 1  |  n = 1649,t1
20080504081373,193,Cluster 2  |  n = 440,t1
20080504081377,194,Cluster 3  |  n = 144,t1
20080504081390,195,Cluster 2  |  n = 440,t1
20080504081393,196,Cluster 2  |  n = 440,t1
20080504081400,197,Cluster 3  |  n = 144,t1
20080504081409,198,Cluster 2  |  n = 440,t1
20080504081415,199,Cluster 1  |  n = 1649,t1
20080504081420,200,Cluster 1  |  n = 1649,t1
20080504081421,201,Cluster 1  |  n = 1649,t1
20080504081425,202,Cluster 1  |  n = 1649,t1
20080504081426,203,Cluster 4  |  n = 1078,t1
20080504081430,204,Cluster 3  |  n = 144,t1
20080504081432,205,Cluster 1  |  n = 1649,t1
20080504081438,206,Cluster 3  |  n = 144,t1
20080504081446,207,Cluster 4  |  n = 1078,t1
20080504081450,208,Cluster 1  |  n = 1649,t1
20080504081454,209,Cluster 4  |  n = 1078,t1
20080504081455,210,Cluster 1  |  n = 1649,t1
20080504081465,211,Cluster 1  |  n = 1649,t1
20080504081475,212,Cluster 4  |  n = 1078,t1
20080504081490,213,Cluster 1  |  n = 1649,t1
20080504081493,214,Cluster 1  |  n = 1649,t1
20080504081494,215,Cluster 1  |  n = 1649,t1
20080504081508,216,Cluster 4  |  n = 1078,t1
20080504081515,217,Cluster 1  |  n = 1649,t1
20080504081519,218,Cluster 1  |  n = 1649,t1
20080504081532,219,Cluster 4  |  n = 1078,t1
20080504081537,220,Cluster 1  |  n = 1649,t1
20080504081551,221,Cluster 2  |  n = 440,t1
20080504081563,222,Cluster 4  |  n = 1078,t1
20080504081576,223,Cluster 2  |  n = 440,t1
20080504081582,224,Cluster 1  |  n = 1649,t1
20080504081584,225,Cluster 4  |  n = 1078,t1
20080504081593,226,Cluster 1  |  n = 1649,t1
20080504081599,227,Cluster 1  |  n = 1649,t1
20080504081600,228,Cluster 1  |  n = 1649,t1
20080504081602,229,Cluster 2  |  n = 440,t1
20080504081605,230,Cluster 1  |  n = 1649,t1
20080504081617,231,Cluster 4  |  n = 1078,t1
20080504081633,232,Cluster 2  |  n = 440,t1
20080504081642,233,Cluster 4  |  n = 1078,t1
20080504081651,234,Cluster 1  |  n = 1649,t1
20080504081673,235,Cluster 1  |  n = 1649,t1
20080504081675,236,Cluster 4  |  n = 1078,t1
20080504081679,237,Cluster 1  |  n = 1649,t1
20080504081680,238,Cluster 1  |  n = 1649,t1
20080504081684,239,Cluster 4  |  n = 1078,t1
20080504081688,240,Cluster 1  |  n = 1649,t1
20080504081702,241,Cluster 1  |  n = 1649,t1
20080504081703,242,Cluster 4  |  n = 1078,t1
20080504081708,243,Cluster 1  |  n = 1649,t1
20080504081716,245,Cluster 1  |  n = 1649,t1
20080504081720,246,Cluster 2  |  n = 440,t1
20080504081737,247,Cluster 1  |  n = 1649,t1
20080504081740,248,Cluster 4  |  n = 1078,t1
20080504081753,249,Cluster 2  |  n = 440,t1
20080504081759,250,Cluster 1  |  n = 1649,t1
20080504081761,251,Cluster 2  |  n = 440,t1
20080504081767,252,Cluster 1  |  n = 1649,t1
20080504081768,253,Cluster 2  |  n = 440,t1
20080504081773,254,Cluster 1  |  n = 1649,t1
20080504081778,255,Cluster 2  |  n = 440,t1
20080504081782,256,Cluster 1  |  n = 1649,t1
20080504081793,257,Cluster 1  |  n = 1649,t1
20080504081795,258,Cluster 1  |  n = 1649,t1
20080504081802,259,Cluster 1  |  n = 1649,t1
20080504081805,260,Cluster 4  |  n = 1078,t1
20080504081806,261,Cluster 4  |  n = 1078,t1
20080504081817,262,Cluster 1  |  n = 1649,t1
20080504081827,263,Cluster 1  |  n = 1649,t1
20080504081829,264,Cluster 1  |  n = 1649,t1
20080504081833,265,Cluster 1  |  n = 1649,t1
20080504081845,266,Cluster 4  |  n = 1078,t1
20080504081848,267,Cluster 2  |  n = 440,t1
20080504081861,268,Cluster 1  |  n = 1649,t1
20080504081863,269,Cluster 1  |  n = 1649,t1
20080504081865,270,Cluster 1  |  n = 1649,t1
20080504081870,271,Cluster 4  |  n = 1078,t1
20080504081872,272,Cluster 1  |  n = 1649,t1
20080504081886,273,Cluster 2  |  n = 440,t1
20080504081888,274,Cluster 1  |  n = 1649,t1
20080504081902,275,Cluster 1  |  n = 1649,t1
20080504081908,276,Cluster 1  |  n = 1649,t1
20080504081916,277,Cluster 4  |  n = 1078,t1
20080504081926,278,Cluster 1  |  n = 1649,t1
20080504081946,279,Cluster 4  |  n = 1078,t1
20080504081947,280,Cluster 1  |  n = 1649,t1
20080504081950,281,Cluster 4  |  n = 1078,t1
20080504081958,282,Cluster 1  |  n = 1649,t1
20080504081977,283,Cluster 4  |  n = 1078,t1
20080504081990,284,Cluster 2  |  n = 440,t1
20080504082003,285,Cluster 1  |  n = 1649,t1
20080504082006,286,Cluster 4  |  n = 1078,t1
20080504082007,287,Cluster 4  |  n = 1078,t1
20080504082012,288,Cluster 1  |  n = 1649,t1
20080504082016,289,Cluster 2  |  n = 440,t1
20080504082020,290,Cluster 2  |  n = 440,t1
20080504082024,291,Cluster 4  |  n = 1078,t1
20080504082030,292,Cluster 2  |  n = 440,t1
20080504082037,293,Cluster 2  |  n = 440,t1
20080504082043,294,Cluster 2  |  n = 440,t1
20080504082072,295,Cluster 2  |  n = 440,t1
20080504082075,296,Cluster 1  |  n = 1649,t1
20080504082076,297,Cluster 4  |  n = 1078,t1
20080504082077,298,Cluster 4  |  n = 1078,t1
20080504082078,299,Cluster 2  |  n = 440,t1
20080504082095,300,Cluster 1  |  n = 1649,t1
20080504082110,301,Cluster 4  |  n = 1078,t1
20080504082115,302,Cluster 1  |  n = 1649,t1
20080504082117,303,Cluster 1  |  n = 1649,t1
20080504082122,304,Cluster 2  |  n = 440,t1
20080504082123,305,Cluster 4  |  n = 1078,t1
20080504082135,306,Cluster 4  |  n = 1078,t1
20080504082136,307,Cluster 4  |  n = 1078,t1
20080504082140,308,Cluster 2  |  n = 440,t1
20080504082143,309,Cluster 1  |  n = 1649,t1
20080504082153,310,Cluster 2  |  n = 440,t1
20080504082159,311,Cluster 1  |  n = 1649,t1
20080504082165,312,Cluster 1  |  n = 1649,t1
20080504082175,313,Cluster 4  |  n = 1078,t1
20080504082202,314,Cluster 4  |  n = 1078,t1
20080504082224,315,Cluster 4  |  n = 1078,t1
20080504082228,316,Cluster 4  |  n = 1078,t1
20080504082234,317,Cluster 4  |  n = 1078,t1
20080504082238,318,Cluster 3  |  n = 144,t1
20080504082242,319,Cluster 4  |  n = 1078,t1
20080504082246,320,Cluster 1  |  n = 1649,t1
20080504082248,321,Cluster 1  |  n = 1649,t1
20080504082253,322,Cluster 4  |  n = 1078,t1
20080504082256,323,Cluster 4  |  n = 1078,t1
20080504082265,324,Cluster 1  |  n = 1649,t1
20080504082273,325,Cluster 2  |  n = 440,t1
20080504082296,326,Cluster 2  |  n = 440,t1
20080504082298,327,Cluster 1  |  n = 1649,t1
20080504082301,328,Cluster 1  |  n = 1649,t1
20080504082303,329,Cluster 1  |  n = 1649,t1
20080504082304,330,Cluster 2  |  n = 440,t1
20080504082308,331,Cluster 4  |  n = 1078,t1
20080504082309,332,Cluster 1  |  n = 1649,t1
20080504082327,333,Cluster 1  |  n = 1649,t1
20080504082328,334,Cluster 2  |  n = 440,t1
20080504082333,335,Cluster 1  |  n = 1649,t1
20080504082334,336,Cluster 2  |  n = 440,t1
20080504082352,337,Cluster 2  |  n = 440,t1
20080504082365,338,Cluster 1  |  n = 1649,t1
20080504082366,339,Cluster 2  |  n = 440,t1
20080504082367,340,Cluster 4  |  n = 1078,t1
20080504082368,341,Cluster 4  |  n = 1078,t1
20080504082370,342,Cluster 1  |  n = 1649,t1
20080504082376,343,Cluster 1  |  n = 1649,t1
20080504082377,344,Cluster 2  |  n = 440,t1
20080504082379,345,Cluster 1  |  n = 1649,t1
20080504082399,346,Cluster 1  |  n = 1649,t1
20080504082401,347,Cluster 1  |  n = 1649,t1
20080504082413,348,Cluster 1  |  n = 1649,t1
20080504082417,349,Cluster 1  |  n = 1649,t1
20080504082418,350,Cluster 1  |  n = 1649,t1
20080504082420,351,Cluster 2  |  n = 440,t1
20080504082439,352,Cluster 2  |  n = 440,t1
20080504082450,353,Cluster 1  |  n = 1649,t1
20080504082454,354,Cluster 1  |  n = 1649,t1
20080504082457,355,Cluster 4  |  n = 1078,t1
20080504082465,356,Cluster 2  |  n = 440,t1
20080504082472,357,Cluster 4  |  n = 1078,t1
20080504082478,358,Cluster 1  |  n = 1649,t1
20080504082482,359,Cluster 1  |  n = 1649,t1
20080504082488,360,Cluster 2  |  n = 440,t1
20080504082508,361,Cluster 2  |  n = 440,t1
20080505080658,362,Cluster 4  |  n = 1078,t1
20080505080668,363,Cluster 3  |  n = 144,t1
20080505080727,364,Cluster 1  |  n = 1649,t1
20080505080759,365,Cluster 1  |  n = 1649,t1
20080505080799,366,Cluster 1  |  n = 1649,t1
20080505080803,367,Cluster 1  |  n = 1649,t1
20080505080835,368,Cluster 3  |  n = 144,t1
20080505080870,369,Cluster 1  |  n = 1649,t1
20080505080875,370,Cluster 1  |  n = 1649,t1
20080505080991,371,Cluster 1  |  n = 1649,t1
20080505081080,372,Cluster 1  |  n = 1649,t1
20080505081101,373,Cluster 4  |  n = 1078,t1
20080505081130,374,Cluster 1  |  n = 1649,t1
20080505081150,375,Cluster 1  |  n = 1649,t1
20080505081190,376,Cluster 4  |  n = 1078,t1
20080505081217,377,Cluster 1  |  n = 1649,t1
20080505081314,378,Cluster 4  |  n = 1078,t1
20080505081318,379,Cluster 2  |  n = 440,t1
20080505081335,380,Cluster 4  |  n = 1078,t1
20080505081392,381,Cluster 4  |  n = 1078,t1
20080505081503,382,Cluster 4  |  n = 1078,t1
20080505081530,383,Cluster 4  |  n = 1078,t1
20080505081557,384,Cluster 1  |  n = 1649,t1
20080505081559,385,Cluster 1  |  n = 1649,t1
20080505081659,386,Cluster 4  |  n = 1078,t1
20080505081675,387,Cluster 1  |  n = 1649,t1
20080505081680,388,Cluster 4  |  n = 1078,t1
20080505081687,389,Cluster 4  |  n = 1078,t1
20080505081701,390,Cluster 1  |  n = 1649,t1
20080505081882,391,Cluster 4  |  n = 1078,t1
20080505082021,392,Cluster 4  |  n = 1078,t1
20080505082042,393,Cluster 1  |  n = 1649,t1
20080505082049,394,Cluster 1  |  n = 1649,t1
20080505082066,395,Cluster 4  |  n = 1078,t1
20080505082138,396,Cluster 1  |  n = 1649,t1
20080505082153,397,Cluster 4  |  n = 1078,t1
20080505082176,398,Cluster 4  |  n = 1078,t1
20080505082329,399,Cluster 1  |  n = 1649,t1
20080505082335,400,Cluster 4  |  n = 1078,t1
20080505082380,401,Cluster 4  |  n = 1078,t1
20080505082412,402,Cluster 1  |  n = 1649,t1
20080505082436,403,Cluster 1  |  n = 1649,t1
20080604080511,404,Cluster 1  |  n = 1649,t1
20080604080582,405,Cluster 1  |  n = 1649,t1
20080604080589,406,Cluster 1  |  n = 1649,t1
20080604080644,407,Cluster 4  |  n = 1078,t1
20080604080673,408,Cluster 4  |  n = 1078,t1
20080604080866,409,Cluster 1  |  n = 1649,t1
20080604080869,410,Cluster 1  |  n = 1649,t1
20080604080917,411,Cluster 2  |  n = 440,t1
20080604080944,412,Cluster 1  |  n = 1649,t1
20080604080954,413,Cluster 1  |  n = 1649,t1
20080604080959,414,Cluster 1  |  n = 1649,t1
20080604081003,415,Cluster 1  |  n = 1649,t1
20080604081027,416,Cluster 4  |  n = 1078,t1
20080604081042,417,Cluster 1  |  n = 1649,t1
20080604081053,418,Cluster 4  |  n = 1078,t1
20080604081072,419,Cluster 1  |  n = 1649,t1
20080604081075,420,Cluster 1  |  n = 1649,t1
20080604081119,421,Cluster 1  |  n = 1649,t1
20080604081175,422,Cluster 4  |  n = 1078,t1
20080604081277,423,Cluster 4  |  n = 1078,t1
20080604081288,424,Cluster 2  |  n = 440,t1
20080604081298,425,Cluster 4  |  n = 1078,t1
20080604081329,426,Cluster 1  |  n = 1649,t1
20080604081340,427,Cluster 1  |  n = 1649,t1
20080604081370,428,Cluster 1  |  n = 1649,t1
20080604081392,429,Cluster 4  |  n = 1078,t1
20080604081394,430,Cluster 1  |  n = 1649,t1
20080604081456,431,Cluster 2  |  n = 440,t1
20080604081488,432,Cluster 1  |  n = 1649,t1
20080604081585,433,Cluster 1  |  n = 1649,t1
20080604081587,434,Cluster 1  |  n = 1649,t1
20080604081607,435,Cluster 1  |  n = 1649,t1
20080604081631,436,Cluster 4  |  n = 1078,t1
20080604081653,437,Cluster 1  |  n = 1649,t1
20080604081678,438,Cluster 2  |  n = 440,t1
20080604081687,439,Cluster 4  |  n = 1078,t1
20080604081692,440,Cluster 4  |  n = 1078,t1
20080604081735,441,Cluster 2  |  n = 440,t1
20080604081750,442,Cluster 1  |  n = 1649,t1
20080604081756,443,Cluster 4  |  n = 1078,t1
20080604081831,444,Cluster 1  |  n = 1649,t1
20080604081904,445,Cluster 1  |  n = 1649,t1
20080604081909,446,Cluster 1  |  n = 1649,t1
20080604082023,447,Cluster 4  |  n = 1078,t1
20080604082031,448,Cluster 4  |  n = 1078,t1
20080604082033,449,Cluster 1  |  n = 1649,t1
20080604082051,450,Cluster 4  |  n = 1078,t1
20080604082064,451,Cluster 1  |  n = 1649,t1
20080604082173,452,Cluster 1  |  n = 1649,t1
20080604082190,453,Cluster 3  |  n = 144,t1
20080604082205,454,Cluster 2  |  n = 440,t1
20080604082211,455,Cluster 2  |  n = 440,t1
20080604082237,456,Cluster 1  |  n = 1649,t1
20080604082240,457,Cluster 1  |  n = 1649,t1
20080604082263,458,Cluster 1  |  n = 1649,t1
20080604082392,459,Cluster 4  |  n = 1078,t1
20080604082415,460,Cluster 4  |  n = 1078,t1
20080604082501,461,Cluster 1  |  n = 1649,t1
20080604082514,462,Cluster 1  |  n = 1649,t1
20080605080006,463,Cluster 4  |  n = 1078,t1
20080605080008,464,Cluster 4  |  n = 1078,t1
20080605080010,465,Cluster 1  |  n = 1649,t1
20080605080018,466,Cluster 4  |  n = 1078,t1
20080605080034,467,Cluster 2  |  n = 440,t1
20080605080035,468,Cluster 4  |  n = 1078,t1
20080605080038,469,Cluster 4  |  n = 1078,t1
20080605080041,470,Cluster 1  |  n = 1649,t1
20080605080078,471,Cluster 1  |  n = 1649,t1
20080605080079,472,Cluster 1  |  n = 1649,t1
20080605080089,473,Cluster 1  |  n = 1649,t1
20080605080091,474,Cluster 2  |  n = 440,t1
20080605080093,475,Cluster 1  |  n = 1649,t1
20080605080098,476,Cluster 4  |  n = 1078,t1
20080605080139,477,Cluster 1  |  n = 1649,t1
20080605080150,478,Cluster 1  |  n = 1649,t1
20080605080164,479,Cluster 3  |  n = 144,t1
20080605080500,480,Cluster 1  |  n = 1649,t1
20080605080502,481,Cluster 2  |  n = 440,t1
20080605080508,482,Cluster 4  |  n = 1078,t1
20080605080510,483,Cluster 1  |  n = 1649,t1
20080605080516,484,Cluster 4  |  n = 1078,t1
20080605080527,485,Cluster 4  |  n = 1078,t1
20080605080545,486,Cluster 1  |  n = 1649,t1
20080605080547,487,Cluster 4  |  n = 1078,t1
20080605080548,488,Cluster 2  |  n = 440,t1
20080605080553,489,Cluster 1  |  n = 1649,t1
20080605080561,490,Cluster 4  |  n = 1078,t1
20080605080564,491,Cluster 1  |  n = 1649,t1
20080605080572,492,Cluster 1  |  n = 1649,t1
20080605080604,493,Cluster 4  |  n = 1078,t1
20080605080609,494,Cluster 4  |  n = 1078,t1
20080605080614,495,Cluster 4  |  n = 1078,t1
20080605080618,496,Cluster 4  |  n = 1078,t1
20080605080619,497,Cluster 4  |  n = 1078,t1
20080605080622,498,Cluster 4  |  n = 1078,t1
20080605080627,499,Cluster 4  |  n = 1078,t1
20080605080630,500,Cluster 2  |  n = 440,t1
20080605080633,501,Cluster 1  |  n = 1649,t1
20080605080644,502,Cluster 4  |  n = 1078,t1
20080605080645,503,Cluster 1  |  n = 1649,t1
20080605080648,504,Cluster 2  |  n = 440,t1
20080605080655,505,Cluster 1  |  n = 1649,t1
20080605080662,506,Cluster 4  |  n = 1078,t1
20080605080671,507,Cluster 1  |  n = 1649,t1
20080605080679,508,Cluster 1  |  n = 1649,t1
20080605080680,509,Cluster 4  |  n = 1078,t1
20080605080687,510,Cluster 1  |  n = 1649,t1
20080605080704,511,Cluster 4  |  n = 1078,t1
20080605080721,512,Cluster 1  |  n = 1649,t1
20080605080728,513,Cluster 2  |  n = 440,t1
20080605080731,514,Cluster 1  |  n = 1649,t1
20080605080742,515,Cluster 4  |  n = 1078,t1
20080605080752,516,Cluster 1  |  n = 1649,t1
20080605080754,517,Cluster 1  |  n = 1649,t1
20080605080761,518,Cluster 2  |  n = 440,t1
20080605080762,519,Cluster 1  |  n = 1649,t1
20080605080766,520,Cluster 1  |  n = 1649,t1
20080605080807,521,Cluster 1  |  n = 1649,t1
20080605080834,522,Cluster 1  |  n = 1649,t1
20080605080846,523,Cluster 1  |  n = 1649,t1
20080605080850,524,Cluster 3  |  n = 144,t1
20080605080854,525,Cluster 1  |  n = 1649,t1
20080605080866,526,Cluster 3  |  n = 144,t1
20080605080867,527,Cluster 1  |  n = 1649,t1
20080605080885,528,Cluster 4  |  n = 1078,t1
20080605080890,529,Cluster 1  |  n = 1649,t1
20080605080900,530,Cluster 2  |  n = 440,t1
20080605080916,531,Cluster 4  |  n = 1078,t1
20080605080934,532,Cluster 4  |  n = 1078,t1
20080605080964,533,Cluster 1  |  n = 1649,t1
20080605080981,534,Cluster 1  |  n = 1649,t1
20080605080993,535,Cluster 1  |  n = 1649,t1
20080605080996,536,Cluster 2  |  n = 440,t1
20080605081005,537,Cluster 1  |  n = 1649,t1
20080605081008,538,Cluster 4  |  n = 1078,t1
20080605081010,539,Cluster 1  |  n = 1649,t1
20080605081018,540,Cluster 1  |  n = 1649,t1
20080605081019,541,Cluster 1  |  n = 1649,t1
20080605081022,542,Cluster 1  |  n = 1649,t1
20080605081026,543,Cluster 4  |  n = 1078,t1
20080605081031,544,Cluster 1  |  n = 1649,t1
