t1,t2,n
Cluster 1,Cluster 1,2024
Cluster 2,Cluster 1,37
Cluster 3,Cluster 1,474
Cluster 1,Cluster 2,49
Cluster 2,Cluster 2,114
Cluster 3,Cluster 2,94
Cluster 1,Cluster 3,126
Cluster 2,Cluster 3,42
Cluster 3,Cluster 3,562
Cluster 1,Cluster unmatched 1,480
Cluster 2,Cluster unmatched 1,59
Cluster 3,Cluster unmatched 1,1229
