ID,pair_id,cluster,time
20180101180025,2,Cluster 4  | n =  1188,t1
20180101180087,3,Cluster 4  | n =  1188,t1
20180101180096,4,Cluster 5  | n =  537,t1
20180101180146,5,Cluster 2  | n =  483,t1
20180101180165,6,Cluster 1  | n =  2010,t1
20180101180507,7,Cluster 1  | n =  2010,t1
20180101180521,8,Cluster 4  | n =  1188,t1
20180101180524,9,Cluster 1  | n =  2010,t1
20180101180542,10,Cluster 1  | n =  2010,t1
20180101180549,11,Cluster 5  | n =  537,t1
20180101180555,12,Cluster 2  | n =  483,t1
20180101180571,13,Cluster 3  | n =  155,t1
20180101180576,14,Cluster 4  | n =  1188,t1
20180101180652,15,Cluster 4  | n =  1188,t1
20180101180660,16,Cluster 4  | n =  1188,t1
20180101180700,17,Cluster 1  | n =  2010,t1
20180101180708,18,Cluster 1  | n =  2010,t1
20180101180726,19,Cluster 1  | n =  2010,t1
20180101180752,20,Cluster 2  | n =  483,t1
20180101180788,21,Cluster 1  | n =  2010,t1
20180101180797,22,Cluster 5  | n =  537,t1
20180101180817,23,Cluster 5  | n =  537,t1
20180101180830,24,Cluster 1  | n =  2010,t1
20180101180857,25,Cluster 1  | n =  2010,t1
20180101180869,26,Cluster 1  | n =  2010,t1
20180101180886,27,Cluster 1  | n =  2010,t1
20180101180897,28,Cluster 1  | n =  2010,t1
20180101180898,29,Cluster 4  | n =  1188,t1
20180101180912,30,Cluster 2  | n =  483,t1
20180101180919,31,Cluster 2  | n =  483,t1
20180101180967,32,Cluster 4  | n =  1188,t1
20180101180977,33,Cluster 1  | n =  2010,t1
20180101181029,34,Cluster 4  | n =  1188,t1
20180101181032,35,Cluster 2  | n =  483,t1
20180101181047,36,Cluster 5  | n =  537,t1
20180101181060,37,Cluster 2  | n =  483,t1
20180101181125,38,Cluster 4  | n =  1188,t1
20180101181130,39,Cluster 1  | n =  2010,t1
20180101181156,40,Cluster 1  | n =  2010,t1
20180101181180,41,Cluster 1  | n =  2010,t1
20180101181184,42,Cluster 4  | n =  1188,t1
20180101181198,43,Cluster 2  | n =  483,t1
20180101181208,44,Cluster 4  | n =  1188,t1
20180101181224,45,Cluster 2  | n =  483,t1
20180101181236,46,Cluster 2  | n =  483,t1
20180101181260,47,Cluster 4  | n =  1188,t1
20180101181279,48,Cluster 4  | n =  1188,t1
20180101181306,49,Cluster 2  | n =  483,t1
20180101181314,50,Cluster 1  | n =  2010,t1
20180101181336,51,Cluster 5  | n =  537,t1
20180101181342,52,Cluster 5  | n =  537,t1
20180101181365,53,Cluster 4  | n =  1188,t1
20180101181392,54,Cluster 4  | n =  1188,t1
20180101181421,55,Cluster 2  | n =  483,t1
20180101181443,56,Cluster 1  | n =  2010,t1
20180101181460,57,Cluster 4  | n =  1188,t1
20180101181465,58,Cluster 1  | n =  2010,t1
20180101181493,59,Cluster 5  | n =  537,t1
20180101181505,60,Cluster 4  | n =  1188,t1
20180101181511,61,Cluster 1  | n =  2010,t1
20180101181513,62,Cluster 4  | n =  1188,t1
20180101181517,63,Cluster 5  | n =  537,t1
20180101181543,64,Cluster 2  | n =  483,t1
20180101181549,65,Cluster 1  | n =  2010,t1
20180101181557,66,Cluster 1  | n =  2010,t1
20180101181564,67,Cluster 1  | n =  2010,t1
20180101181567,68,Cluster 1  | n =  2010,t1
20180101181593,69,Cluster 4  | n =  1188,t1
20180101181602,70,Cluster 4  | n =  1188,t1
20180101181640,71,Cluster 1  | n =  2010,t1
20180101181641,72,Cluster 4  | n =  1188,t1
20180101181655,73,Cluster 1  | n =  2010,t1
20180101181678,74,Cluster 2  | n =  483,t1
20180101181683,75,Cluster 2  | n =  483,t1
20180101181703,76,Cluster 1  | n =  2010,t1
20180101181738,77,Cluster 5  | n =  537,t1
20180101181790,78,Cluster 4  | n =  1188,t1
20180101181809,79,Cluster 1  | n =  2010,t1
20180101181870,80,Cluster 1  | n =  2010,t1
20180101181899,81,Cluster 4  | n =  1188,t1
