t1,t2,n
Cluster 1,Cluster 1,1360
Cluster 2,Cluster 1,125
Cluster 3,Cluster 1,28
Cluster 4,Cluster 1,196
Cluster 1,Cluster 2,149
Cluster 2,Cluster 2,254
Cluster 3,Cluster 2,13
Cluster 4,Cluster 2,91
Cluster 1,Cluster 3,13
Cluster 2,Cluster 3,13
Cluster 3,Cluster 3,59
Cluster 4,Cluster 3,52
Cluster 1,Cluster 4,209
Cluster 2,Cluster 4,63
Cluster 3,Cluster 4,38
Cluster 4,Cluster 4,772
