t1,t2,n
Cluster 1,Cluster 1,1393
Cluster 2,Cluster 1,125
Cluster 3,Cluster 1,23
Cluster 4,Cluster 1,235
Cluster 1,Cluster 2,134
Cluster 2,Cluster 2,187
Cluster 3,Cluster 2,4
Cluster 4,Cluster 2,76
Cluster 1,Cluster 4,243
Cluster 2,Cluster 4,97
Cluster 3,Cluster 4,95
Cluster 4,Cluster 4,1051
