ID,cluster,time
20040502041305,Cluster 1  |  n = 1762,t1
20040502041317,Cluster 2  |  n = 1420,t1
20040503040626,Cluster 1  |  n = 1762,t1
20040503040638,Cluster 1  |  n = 1762,t1
20040503040651,Cluster 1  |  n = 1762,t1
20040503040657,Cluster 2  |  n = 1420,t1
20040503040696,Cluster 1  |  n = 1762,t1
20040503040801,Cluster 1  |  n = 1762,t1
20040503040840,Cluster 2  |  n = 1420,t1
20040503040877,Cluster 2  |  n = 1420,t1
20040503040996,Cluster 1  |  n = 1762,t1
20040503041045,Cluster 1  |  n = 1762,t1
20040503041065,Cluster 2  |  n = 1420,t1
20040503041100,Cluster 1  |  n = 1762,t1
20040503041122,Cluster 1  |  n = 1762,t1
20040503041124,Cluster 1  |  n = 1762,t1
20040503041127,Cluster 1  |  n = 1762,t1
20040503041131,Cluster 1  |  n = 1762,t1
20040503041208,Cluster 2  |  n = 1420,t1
20040503041248,Cluster 1  |  n = 1762,t1
20040503041254,Cluster 1  |  n = 1762,t1
20040503041346,Cluster 1  |  n = 1762,t1
20040503041350,Cluster 3  |  n = 382,t1
20040503041375,Cluster 3  |  n = 382,t1
20040503041378,Cluster 1  |  n = 1762,t1
20040503041400,Cluster 2  |  n = 1420,t1
20040503041416,Cluster 2  |  n = 1420,t1
20040503041454,Cluster 1  |  n = 1762,t1
20040503041499,Cluster 1  |  n = 1762,t1
20040503041514,Cluster 1  |  n = 1762,t1
20040503041519,Cluster 1  |  n = 1762,t1
20040503041538,Cluster 1  |  n = 1762,t1
20040503041543,Cluster 1  |  n = 1762,t1
20040503041546,Cluster 1  |  n = 1762,t1
20040503041562,Cluster 1  |  n = 1762,t1
20040503041583,Cluster 1  |  n = 1762,t1
20040503041598,Cluster 1  |  n = 1762,t1
20040503041670,Cluster 2  |  n = 1420,t1
20040503041737,Cluster 1  |  n = 1762,t1
20040503041739,Cluster 3  |  n = 382,t1
20040503041741,Cluster 1  |  n = 1762,t1
20040503041784,Cluster 1  |  n = 1762,t1
20040503041788,Cluster 2  |  n = 1420,t1
20040503041822,Cluster 1  |  n = 1762,t1
20040503041830,Cluster 1  |  n = 1762,t1
20040503041879,Cluster 2  |  n = 1420,t1
20040503041936,Cluster 2  |  n = 1420,t1
20040503041977,Cluster 2  |  n = 1420,t1
20040503041987,Cluster 1  |  n = 1762,t1
20040503042018,Cluster 1  |  n = 1762,t1
20040503042038,Cluster 2  |  n = 1420,t1
20040503042047,Cluster 2  |  n = 1420,t1
20040503042060,Cluster 1  |  n = 1762,t1
20040503042194,Cluster 1  |  n = 1762,t1
20040503042211,Cluster 1  |  n = 1762,t1
20040503042370,Cluster 2  |  n = 1420,t1
20040503042384,Cluster 2  |  n = 1420,t1
20040503042393,Cluster 2  |  n = 1420,t1
20040503042493,Cluster 1  |  n = 1762,t1
20040503042562,Cluster 1  |  n = 1762,t1
20040504040009,Cluster 2  |  n = 1420,t1
20040504040028,Cluster 3  |  n = 382,t1
20040504040033,Cluster 1  |  n = 1762,t1
