ID,pair_id,cluster,time
20150502150512,NA,Cluster 1  |  n = 1557,t1
20150502150752,NA,Cluster 3  |  n = 1394,t1
20150502150770,NA,Cluster 3  |  n = 1394,t1
20150502151080,NA,Cluster 1  |  n = 1557,t1
20150502151125,NA,Cluster 3  |  n = 1394,t1
20150503150503,NA,Cluster 1  |  n = 1557,t1
20150503150540,NA,Cluster 3  |  n = 1394,t1
20150503150605,NA,Cluster 1  |  n = 1557,t1
20150503150616,NA,Cluster 2  |  n = 322,t1
20150503150621,NA,Cluster 1  |  n = 1557,t1
20150503150792,NA,Cluster 3  |  n = 1394,t1
20150503150821,NA,Cluster 1  |  n = 1557,t1
20150503150877,NA,Cluster 3  |  n = 1394,t1
20150503150900,NA,Cluster 1  |  n = 1557,t1
20150503150931,NA,Cluster 1  |  n = 1557,t1
20150503150932,NA,Cluster 1  |  n = 1557,t1
20150503151006,NA,Cluster 1  |  n = 1557,t1
20150503151096,NA,Cluster 2  |  n = 322,t1
20150503151241,NA,Cluster 1  |  n = 1557,t1
20150503151283,NA,Cluster 2  |  n = 322,t1
20150503151307,NA,Cluster 1  |  n = 1557,t1
20150503151394,NA,Cluster 3  |  n = 1394,t1
20150503151399,NA,Cluster 3  |  n = 1394,t1
20150503151435,NA,Cluster 1  |  n = 1557,t1
20150503151477,NA,Cluster 3  |  n = 1394,t1
20150503151531,NA,Cluster 3  |  n = 1394,t1
20150503151589,NA,Cluster 3  |  n = 1394,t1
20150503151606,NA,Cluster 1  |  n = 1557,t1
20150503151662,NA,Cluster 1  |  n = 1557,t1
20150503151721,NA,Cluster 3  |  n = 1394,t1
20150503151901,NA,Cluster 2  |  n = 322,t1
20150503151942,NA,Cluster 1  |  n = 1557,t1
20150503151949,NA,Cluster 1  |  n = 1557,t1
20150503151993,NA,Cluster 1  |  n = 1557,t1
20150503152060,NA,Cluster 2  |  n = 322,t1
20150503152136,NA,Cluster 1  |  n = 1557,t1
20150503152189,NA,Cluster 1  |  n = 1557,t1
20150503152312,NA,Cluster 1  |  n = 1557,t1
20150503152335,NA,Cluster 1  |  n = 1557,t1
20150503152352,NA,Cluster 1  |  n = 1557,t1
20150503152416,NA,Cluster 1  |  n = 1557,t1
20150503152437,NA,Cluster 3  |  n = 1394,t1
20150504150001,NA,Cluster 1  |  n = 1557,t1
20150504150012,NA,Cluster 3  |  n = 1394,t1
20150504150014,NA,Cluster 3  |  n = 1394,t1
20150504150021,NA,Cluster 1  |  n = 1557,t1
20150504150046,NA,Cluster 3  |  n = 1394,t1
20150504150053,NA,Cluster 1  |  n = 1557,t1
20150504150057,NA,Cluster 3  |  n = 1394,t1
20150504150059,NA,Cluster 1  |  n = 1557,t1
20150504150085,NA,Cluster 1  |  n = 1557,t1
20150504150090,NA,Cluster 1  |  n = 1557,t1
20150504150095,NA,Cluster 3  |  n = 1394,t1
20150504150120,NA,Cluster 3  |  n = 1394,t1
20150504150129,NA,Cluster 2  |  n = 322,t1
20150504150138,NA,Cluster 1  |  n = 1557,t1
20150504150160,NA,Cluster 3  |  n = 1394,t1
20150504150504,NA,Cluster 1  |  n = 1557,t1
20150504150505,NA,Cluster 1  |  n = 1557,t1
20150504150510,NA,Cluster 1  |  n = 1557,t1
20150504150520,NA,Cluster 1  |  n = 1557,t1
20150504150525,NA,Cluster 3  |  n = 1394,t1
20150504150530,NA,Cluster 3  |  n = 1394,t1
20150504150535,NA,Cluster 1  |  n = 1557,t1
20150504150541,NA,Cluster 3  |  n = 1394,t1
20150504150542,NA,Cluster 3  |  n = 1394,t1
20150504150543,NA,Cluster 1  |  n = 1557,t1
20150504150549,NA,Cluster 2  |  n = 322,t1
20150504150550,NA,Cluster 2  |  n = 322,t1
20150504150561,NA,Cluster 1  |  n = 1557,t1
20150504150566,NA,Cluster 1  |  n = 1557,t1
20150504150575,NA,Cluster 3  |  n = 1394,t1
20150504150593,NA,Cluster 1  |  n = 1557,t1
20150504150602,NA,Cluster 3  |  n = 1394,t1
20150504150607,NA,Cluster 1  |  n = 1557,t1
20150504150618,NA,Cluster 1  |  n = 1557,t1
20150504150622,NA,Cluster 2  |  n = 322,t1
20150504150641,NA,Cluster 1  |  n = 1557,t1
20150504150657,NA,Cluster 3  |  n = 1394,t1
20150504150669,NA,Cluster 3  |  n = 1394,t1
20150504150671,NA,Cluster 1  |  n = 1557,t1
20150504150717,NA,Cluster 3  |  n = 1394,t1
20150504150720,NA,Cluster 3  |  n = 1394,t1
20150504150745,NA,Cluster 1  |  n = 1557,t1
20150504150747,NA,Cluster 3  |  n = 1394,t1
20150504150765,NA,Cluster 3  |  n = 1394,t1
20150504150769,NA,Cluster 1  |  n = 1557,t1
20150504150772,NA,Cluster 1  |  n = 1557,t1
20150504150776,NA,Cluster 1  |  n = 1557,t1
20150504150790,NA,Cluster 3  |  n = 1394,t1
20150504150792,NA,Cluster 3  |  n = 1394,t1
20150504150793,NA,Cluster 3  |  n = 1394,t1
20150504150796,NA,Cluster 1  |  n = 1557,t1
20150504150797,NA,Cluster 1  |  n = 1557,t1
20150504150800,NA,Cluster 1  |  n = 1557,t1
20150504150804,NA,Cluster 3  |  n = 1394,t1
20150504150808,NA,Cluster 1  |  n = 1557,t1
20150504150821,NA,Cluster 1  |  n = 1557,t1
20150504150830,NA,Cluster 1  |  n = 1557,t1
20150504150831,NA,Cluster 3  |  n = 1394,t1
20150504150839,NA,Cluster 1  |  n = 1557,t1
20150504150840,NA,Cluster 1  |  n = 1557,t1
20150504150847,NA,Cluster 3  |  n = 1394,t1
20150504150850,NA,Cluster 3  |  n = 1394,t1
20150504150854,NA,Cluster 1  |  n = 1557,t1
20150504150855,NA,Cluster 1  |  n = 1557,t1
20150504150868,NA,Cluster 1  |  n = 1557,t1
20150504150878,NA,Cluster 1  |  n = 1557,t1
20150504150880,NA,Cluster 1  |  n = 1557,t1
20150504150885,NA,Cluster 1  |  n = 1557,t1
20150504150896,NA,Cluster 1  |  n = 1557,t1
20150504150897,NA,Cluster 3  |  n = 1394,t1
20150504150920,NA,Cluster 1  |  n = 1557,t1
20150504150926,NA,Cluster 3  |  n = 1394,t1
20150504150949,NA,Cluster 3  |  n = 1394,t1
20150504150951,NA,Cluster 1  |  n = 1557,t1
20150504150954,NA,Cluster 1  |  n = 1557,t1
20150504150959,NA,Cluster 1  |  n = 1557,t1
20150504150960,NA,Cluster 1  |  n = 1557,t1
20150504150967,NA,Cluster 1  |  n = 1557,t1
20150504150968,NA,Cluster 3  |  n = 1394,t1
20150504150976,NA,Cluster 3  |  n = 1394,t1
20150504150981,NA,Cluster 2  |  n = 322,t1
20150504150989,NA,Cluster 3  |  n = 1394,t1
20150504150997,NA,Cluster 3  |  n = 1394,t1
20150504151007,NA,Cluster 3  |  n = 1394,t1
20150504151025,NA,Cluster 3  |  n = 1394,t1
20150504151031,NA,Cluster 1  |  n = 1557,t1
20150504151039,NA,Cluster 1  |  n = 1557,t1
20150504151041,NA,Cluster 1  |  n = 1557,t1
20150504151043,NA,Cluster 3  |  n = 1394,t1
20150504151052,NA,Cluster 3  |  n = 1394,t1
20150504151059,NA,Cluster 1  |  n = 1557,t1
20150504151060,NA,Cluster 2  |  n = 322,t1
20150504151069,NA,Cluster 3  |  n = 1394,t1
20150504151082,NA,Cluster 3  |  n = 1394,t1
20150504151099,NA,Cluster 3  |  n = 1394,t1
20150504151101,NA,Cluster 1  |  n = 1557,t1
20150504151107,NA,Cluster 3  |  n = 1394,t1
20150504151109,NA,Cluster 3  |  n = 1394,t1
20150504151110,NA,Cluster 2  |  n = 322,t1
20150504151113,NA,Cluster 1  |  n = 1557,t1
20150504151129,NA,Cluster 3  |  n = 1394,t1
20150504151131,NA,Cluster 3  |  n = 1394,t1
20150504151147,NA,Cluster 1  |  n = 1557,t1
20150504151149,NA,Cluster 1  |  n = 1557,t1
20150504151157,NA,Cluster 3  |  n = 1394,t1
20150504151182,NA,Cluster 3  |  n = 1394,t1
20150504151183,NA,Cluster 1  |  n = 1557,t1
20150504151184,NA,Cluster 1  |  n = 1557,t1
20150504151185,NA,Cluster 1  |  n = 1557,t1
20150504151206,NA,Cluster 1  |  n = 1557,t1
20150504151215,NA,Cluster 1  |  n = 1557,t1
20150504151217,NA,Cluster 3  |  n = 1394,t1
20150504151227,NA,Cluster 3  |  n = 1394,t1
20150504151238,NA,Cluster 2  |  n = 322,t1
20150504151243,NA,Cluster 1  |  n = 1557,t1
20150504151244,NA,Cluster 3  |  n = 1394,t1
20150504151250,NA,Cluster 3  |  n = 1394,t1
20150504151253,NA,Cluster 2  |  n = 322,t1
20150504151254,NA,Cluster 1  |  n = 1557,t1
20150504151261,NA,Cluster 1  |  n = 1557,t1
20150504151287,NA,Cluster 1  |  n = 1557,t1
20150504151296,NA,Cluster 3  |  n = 1394,t1
20150504151297,NA,Cluster 2  |  n = 322,t1
20150504151302,NA,Cluster 1  |  n = 1557,t1
20150504151323,NA,Cluster 3  |  n = 1394,t1
20150504151333,NA,Cluster 2  |  n = 322,t1
20150504151337,NA,Cluster 1  |  n = 1557,t1
20150504151341,NA,Cluster 3  |  n = 1394,t1
20150504151348,NA,Cluster 3  |  n = 1394,t1
20150504151351,NA,Cluster 2  |  n = 322,t1
20150504151356,NA,Cluster 3  |  n = 1394,t1
20150504151366,NA,Cluster 3  |  n = 1394,t1
20150504151373,NA,Cluster 1  |  n = 1557,t1
20150504151392,NA,Cluster 1  |  n = 1557,t1
20150504151404,NA,Cluster 1  |  n = 1557,t1
20150504151406,NA,Cluster 3  |  n = 1394,t1
20150504151408,NA,Cluster 2  |  n = 322,t1
20150504151414,NA,Cluster 3  |  n = 1394,t1
20150504151434,NA,Cluster 3  |  n = 1394,t1
20150504151441,NA,Cluster 1  |  n = 1557,t1
20150504151454,NA,Cluster 1  |  n = 1557,t1
20150504151462,NA,Cluster 3  |  n = 1394,t1
20150504151471,NA,Cluster 1  |  n = 1557,t1
20150504151473,NA,Cluster 2  |  n = 322,t1
20150504151488,NA,Cluster 3  |  n = 1394,t1
20150504151489,NA,Cluster 1  |  n = 1557,t1
20150504151497,NA,Cluster 1  |  n = 1557,t1
