t1,t2,n
Cluster 1,Cluster 1,992
Cluster 2,Cluster 1,74
Cluster 3,Cluster 1,187
Cluster 1,Cluster 2,88
Cluster 2,Cluster 2,128
Cluster 3,Cluster 2,39
Cluster 1,Cluster 3,195
Cluster 2,Cluster 3,69
Cluster 3,Cluster 3,1017
