t1,t2,n
Cluster 1,Cluster 1,1516
Cluster 2,Cluster 1,271
Cluster 3,Cluster 1,503
Cluster 1,Cluster 2,282
Cluster 2,Cluster 2,344
Cluster 3,Cluster 2,348
Cluster 1,Cluster 3,477
Cluster 2,Cluster 3,307
Cluster 3,Cluster 3,540
Cluster 1,Cluster unmatched 1,34
Cluster 2,Cluster unmatched 1,35
Cluster 3,Cluster unmatched 1,114
