ID,pair_id,cluster,time
20160502161042,1,Cluster 3  | n =  1302,t1
20160502161067,2,Cluster 1  | n =  1504,t1
20160503160547,3,Cluster 1  | n =  1504,t1
20160503160582,4,Cluster 3  | n =  1302,t1
20160503160657,5,Cluster 1  | n =  1504,t1
20160503160724,7,Cluster 3  | n =  1302,t1
20160503160775,8,Cluster 3  | n =  1302,t1
20160503160847,9,Cluster 1  | n =  1504,t1
20160503160864,10,Cluster 3  | n =  1302,t1
20160503160881,11,Cluster 1  | n =  1504,t1
20160503160924,12,Cluster 1  | n =  1504,t1
20160503160941,13,Cluster 3  | n =  1302,t1
20160503160972,14,Cluster 2  | n =  307,t1
20160503161020,15,Cluster 3  | n =  1302,t1
20160503161045,16,Cluster 2  | n =  307,t1
20160503161046,17,Cluster 1  | n =  1504,t1
20160503161149,18,Cluster 1  | n =  1504,t1
20160503161161,19,Cluster 1  | n =  1504,t1
20160503161214,20,Cluster 1  | n =  1504,t1
20160503161239,21,Cluster 1  | n =  1504,t1
20160503161310,22,Cluster 1  | n =  1504,t1
20160503161312,23,Cluster 1  | n =  1504,t1
20160503161349,24,Cluster 1  | n =  1504,t1
20160503161356,25,Cluster 1  | n =  1504,t1
20160503161361,26,Cluster 1  | n =  1504,t1
20160503161386,27,Cluster 3  | n =  1302,t1
20160503161411,28,Cluster 3  | n =  1302,t1
20160503161416,29,Cluster 1  | n =  1504,t1
20160503161417,30,Cluster 1  | n =  1504,t1
20160503161423,31,Cluster 3  | n =  1302,t1
20160503161426,32,Cluster 3  | n =  1302,t1
20160503161431,33,Cluster 1  | n =  1504,t1
20160503161449,34,Cluster 1  | n =  1504,t1
20160503161482,35,Cluster 1  | n =  1504,t1
20160503161529,36,Cluster 3  | n =  1302,t1
20160503161574,37,Cluster 1  | n =  1504,t1
20160503161587,38,Cluster 1  | n =  1504,t1
20160503161715,39,Cluster 3  | n =  1302,t1
20160503161718,40,Cluster 2  | n =  307,t1
20160503161762,41,Cluster 1  | n =  1504,t1
20160503161781,42,Cluster 2  | n =  307,t1
20160503161790,43,Cluster 3  | n =  1302,t1
20160503161842,44,Cluster 2  | n =  307,t1
20160503161843,45,Cluster 1  | n =  1504,t1
20160503161873,46,Cluster 3  | n =  1302,t1
20160503161958,47,Cluster 1  | n =  1504,t1
20160503161975,48,Cluster 1  | n =  1504,t1
20160503162035,49,Cluster 3  | n =  1302,t1
20160503162097,50,Cluster 1  | n =  1504,t1
20160503162104,51,Cluster 1  | n =  1504,t1
