t1,t2,n
Cluster 1,Cluster 1,1253
Cluster 2,Cluster 1,108
Cluster 3,Cluster 1,202
Cluster 1,Cluster 2,67
Cluster 2,Cluster 2,115
Cluster 3,Cluster 2,44
Cluster 1,Cluster 3,184
Cluster 2,Cluster 3,84
Cluster 3,Cluster 3,1056
