ID,pair_id,cluster,time
20130101130123,NA,Cluster 4  | n =  1756,t1
20130101130611,NA,Cluster 1  | n =  2546,t1
20130101130616,NA,Cluster 3  | n =  203,t1
20130101130658,NA,Cluster 4  | n =  1756,t1
20130101130740,NA,Cluster 1  | n =  2546,t1
20130101130768,NA,Cluster 1  | n =  2546,t1
20130101130826,NA,Cluster 1  | n =  2546,t1
20130101130839,NA,Cluster 4  | n =  1756,t1
20130101130871,NA,Cluster 1  | n =  2546,t1
20130101130891,NA,Cluster 2  | n =  823,t1
20130101130910,NA,Cluster 1  | n =  2546,t1
20130101130970,NA,Cluster 4  | n =  1756,t1
20130101131043,NA,Cluster 1  | n =  2546,t1
20130101131056,NA,Cluster 1  | n =  2546,t1
20130101131096,NA,Cluster 2  | n =  823,t1
20130101131099,NA,Cluster 4  | n =  1756,t1
20130101131112,NA,Cluster 4  | n =  1756,t1
20130101131117,NA,Cluster 1  | n =  2546,t1
20130101131143,NA,Cluster 2  | n =  823,t1
20130101131145,NA,Cluster 4  | n =  1756,t1
20130101131151,NA,Cluster 4  | n =  1756,t1
20130101131165,NA,Cluster 1  | n =  2546,t1
20130101131166,NA,Cluster 4  | n =  1756,t1
20130101131190,NA,Cluster 1  | n =  2546,t1
20130101131197,NA,Cluster 2  | n =  823,t1
20130101131206,NA,Cluster 4  | n =  1756,t1
20130101131216,NA,Cluster 4  | n =  1756,t1
20130101131231,NA,Cluster 2  | n =  823,t1
20130101131249,NA,Cluster 1  | n =  2546,t1
20130101131289,NA,Cluster 1  | n =  2546,t1
20130101131356,NA,Cluster 1  | n =  2546,t1
20130101131401,NA,Cluster 3  | n =  203,t1
20130101131541,NA,Cluster 2  | n =  823,t1
20130101131563,NA,Cluster 2  | n =  823,t1
20130101131578,NA,Cluster 1  | n =  2546,t1
20130101131579,NA,Cluster 3  | n =  203,t1
20130101131580,NA,Cluster 2  | n =  823,t1
20130101131581,NA,Cluster 1  | n =  2546,t1
20130101131643,NA,Cluster 2  | n =  823,t1
20130101131651,NA,Cluster 1  | n =  2546,t1
20130101131689,NA,Cluster 4  | n =  1756,t1
20130101131690,NA,Cluster 1  | n =  2546,t1
20130101131694,NA,Cluster 1  | n =  2546,t1
20130101131700,NA,Cluster 1  | n =  2546,t1
20130101131856,NA,Cluster 1  | n =  2546,t1
20130101131897,NA,Cluster 2  | n =  823,t1
20130101131901,NA,Cluster 4  | n =  1756,t1
20130101131917,NA,Cluster 4  | n =  1756,t1
20130101131941,NA,Cluster 1  | n =  2546,t1
20130101131976,NA,Cluster 4  | n =  1756,t1
20130101131999,NA,Cluster 3  | n =  203,t1
20130101132017,NA,Cluster 1  | n =  2546,t1
20130101132022,NA,Cluster 1  | n =  2546,t1
20130101132033,NA,Cluster 1  | n =  2546,t1
20130101132036,NA,Cluster 2  | n =  823,t1
20130101132043,NA,Cluster 4  | n =  1756,t1
20130101132117,NA,Cluster 1  | n =  2546,t1
20130101132143,NA,Cluster 1  | n =  2546,t1
20130101132144,NA,Cluster 1  | n =  2546,t1
20130101132217,NA,Cluster 2  | n =  823,t1
20130101132281,NA,Cluster 4  | n =  1756,t1
20130101132343,NA,Cluster 2  | n =  823,t1
20130101132359,NA,Cluster 2  | n =  823,t1
20130101132390,NA,Cluster 1  | n =  2546,t1
20130101132429,NA,Cluster 1  | n =  2546,t1
20130111120004,NA,Cluster 4  | n =  1756,t1
20130111120010,NA,Cluster 1  | n =  2546,t1
20130111120108,NA,Cluster 1  | n =  2546,t1
20130111120122,NA,Cluster 1  | n =  2546,t1
20130111120138,NA,Cluster 1  | n =  2546,t1
20130111120145,NA,Cluster 1  | n =  2546,t1
20130111120525,NA,Cluster 1  | n =  2546,t1
