t1,t2,n
Cluster 1,Cluster 1,1865
Cluster 2,Cluster 1,80
Cluster 3,Cluster 1,26
Cluster 4,Cluster 1,138
Cluster 5,Cluster 1,167
Cluster 1,Cluster 2,104
Cluster 2,Cluster 2,323
Cluster 3,Cluster 2,31
Cluster 4,Cluster 2,224
Cluster 5,Cluster 2,211
Cluster 1,Cluster 5,302
Cluster 2,Cluster 5,306
Cluster 3,Cluster 5,117
Cluster 4,Cluster 5,376
Cluster 5,Cluster 5,421
