ID,pair_id,cluster,time
20110502110683,NA,Cluster 3  |  n = 1548,t1
20110502110880,NA,Cluster 2  |  n = 436,t1
20110502111780,NA,Cluster 1  |  n = 1862,t1
20110502111831,NA,Cluster 3  |  n = 1548,t1
20110502111889,NA,Cluster 1  |  n = 1862,t1
20110502112024,NA,Cluster 2  |  n = 436,t1
20110502112236,NA,Cluster 1  |  n = 1862,t1
20110502112496,NA,Cluster 1  |  n = 1862,t1
20110503110055,NA,Cluster 3  |  n = 1548,t1
20110503110064,NA,Cluster 1  |  n = 1862,t1
20110503110111,NA,Cluster 3  |  n = 1548,t1
20110503110543,NA,Cluster 2  |  n = 436,t1
20110503110598,NA,Cluster 1  |  n = 1862,t1
20110503110647,NA,Cluster 1  |  n = 1862,t1
20110503110648,NA,Cluster 1  |  n = 1862,t1
20110503110662,NA,Cluster 3  |  n = 1548,t1
20110503110664,NA,Cluster 3  |  n = 1548,t1
20110503110674,NA,Cluster 1  |  n = 1862,t1
20110503110717,NA,Cluster 3  |  n = 1548,t1
20110503110762,NA,Cluster 3  |  n = 1548,t1
20110503110796,NA,Cluster 1  |  n = 1862,t1
20110503110809,NA,Cluster 1  |  n = 1862,t1
20110503110896,NA,Cluster 1  |  n = 1862,t1
20110503110910,NA,Cluster 1  |  n = 1862,t1
20110503110957,NA,Cluster 1  |  n = 1862,t1
20110503110976,NA,Cluster 3  |  n = 1548,t1
20110503110979,NA,Cluster 3  |  n = 1548,t1
20110503111010,NA,Cluster 1  |  n = 1862,t1
20110503111033,NA,Cluster 1  |  n = 1862,t1
20110503111042,NA,Cluster 1  |  n = 1862,t1
20110503111077,NA,Cluster 1  |  n = 1862,t1
20110503111082,NA,Cluster 1  |  n = 1862,t1
20110503111118,NA,Cluster 3  |  n = 1548,t1
20110503111152,NA,Cluster 3  |  n = 1548,t1
20110503111192,NA,Cluster 1  |  n = 1862,t1
20110503111268,NA,Cluster 3  |  n = 1548,t1
20110503111303,NA,Cluster 1  |  n = 1862,t1
20110503111324,NA,Cluster 1  |  n = 1862,t1
20110503111364,NA,Cluster 3  |  n = 1548,t1
20110503111384,NA,Cluster 2  |  n = 436,t1
20110503111389,NA,Cluster 2  |  n = 436,t1
20110503111420,NA,Cluster 1  |  n = 1862,t1
20110503111431,NA,Cluster 3  |  n = 1548,t1
20110503111470,NA,Cluster 1  |  n = 1862,t1
20110503111495,NA,Cluster 3  |  n = 1548,t1
20110503111546,NA,Cluster 1  |  n = 1862,t1
20110503111605,NA,Cluster 1  |  n = 1862,t1
20110503111625,NA,Cluster 1  |  n = 1862,t1
20110503111628,NA,Cluster 1  |  n = 1862,t1
20110503111630,NA,Cluster 1  |  n = 1862,t1
20110503111680,NA,Cluster 1  |  n = 1862,t1
20110503111710,NA,Cluster 1  |  n = 1862,t1
20110503111750,NA,Cluster 2  |  n = 436,t1
20110503111752,NA,Cluster 2  |  n = 436,t1
20110503111755,NA,Cluster 1  |  n = 1862,t1
20110503111769,NA,Cluster 1  |  n = 1862,t1
20110503111780,NA,Cluster 3  |  n = 1548,t1
20110503111841,NA,Cluster 3  |  n = 1548,t1
20110503111901,NA,Cluster 1  |  n = 1862,t1
20110503112004,NA,Cluster 1  |  n = 1862,t1
20110503112024,NA,Cluster 3  |  n = 1548,t1
20110503112029,NA,Cluster 1  |  n = 1862,t1
20110503112067,NA,Cluster 2  |  n = 436,t1
20110503112097,NA,Cluster 3  |  n = 1548,t1
20110503112145,NA,Cluster 1  |  n = 1862,t1
20110503112179,NA,Cluster 1  |  n = 1862,t1
20110503112180,NA,Cluster 3  |  n = 1548,t1
20110503112206,NA,Cluster 1  |  n = 1862,t1
20110503112236,NA,Cluster 1  |  n = 1862,t1
20110503112262,NA,Cluster 3  |  n = 1548,t1
20110503112282,NA,Cluster 1  |  n = 1862,t1
20110503112333,NA,Cluster 1  |  n = 1862,t1
20110503112334,NA,Cluster 1  |  n = 1862,t1
20110503112345,NA,Cluster 3  |  n = 1548,t1
20110503112357,NA,Cluster 3  |  n = 1548,t1
20110503112382,NA,Cluster 3  |  n = 1548,t1
20110503112387,NA,Cluster 1  |  n = 1862,t1
20110503112396,NA,Cluster 1  |  n = 1862,t1
20110503112468,NA,Cluster 1  |  n = 1862,t1
20110503112474,NA,Cluster 1  |  n = 1862,t1
20110503112503,NA,Cluster 3  |  n = 1548,t1
20110503112517,NA,Cluster 1  |  n = 1862,t1
20110503112537,NA,Cluster 3  |  n = 1548,t1
20110504110008,NA,Cluster 1  |  n = 1862,t1
20110504110009,NA,Cluster 1  |  n = 1862,t1
20110504110012,NA,Cluster 3  |  n = 1548,t1
20110504110017,NA,Cluster 1  |  n = 1862,t1
20110504110030,NA,Cluster 1  |  n = 1862,t1
20110504110032,NA,Cluster 3  |  n = 1548,t1
20110504110038,NA,Cluster 3  |  n = 1548,t1
20110504110056,NA,Cluster 3  |  n = 1548,t1
20110504110062,NA,Cluster 3  |  n = 1548,t1
20110504110069,NA,Cluster 2  |  n = 436,t1
20110504110080,NA,Cluster 1  |  n = 1862,t1
20110504110102,NA,Cluster 3  |  n = 1548,t1
20110504110112,NA,Cluster 3  |  n = 1548,t1
20110504110122,NA,Cluster 1  |  n = 1862,t1
20110504110123,NA,Cluster 3  |  n = 1548,t1
20110504110129,NA,Cluster 1  |  n = 1862,t1
20110504110152,NA,Cluster 2  |  n = 436,t1
20110504110500,NA,Cluster 3  |  n = 1548,t1
20110504110503,NA,Cluster 1  |  n = 1862,t1
20110504110512,NA,Cluster 1  |  n = 1862,t1
20110504110513,NA,Cluster 2  |  n = 436,t1
20110504110517,NA,Cluster 2  |  n = 436,t1
20110504110527,NA,Cluster 1  |  n = 1862,t1
20110504110528,NA,Cluster 2  |  n = 436,t1
20110504110529,NA,Cluster 1  |  n = 1862,t1
20110504110532,NA,Cluster 3  |  n = 1548,t1
20110504110536,NA,Cluster 1  |  n = 1862,t1
20110504110541,NA,Cluster 1  |  n = 1862,t1
20110504110550,NA,Cluster 1  |  n = 1862,t1
20110504110551,NA,Cluster 1  |  n = 1862,t1
20110504110556,NA,Cluster 3  |  n = 1548,t1
20110504110560,NA,Cluster 1  |  n = 1862,t1
20110504110561,NA,Cluster 3  |  n = 1548,t1
20110504110565,NA,Cluster 1  |  n = 1862,t1
20110504110583,NA,Cluster 3  |  n = 1548,t1
20110504110584,NA,Cluster 3  |  n = 1548,t1
20110504110603,NA,Cluster 1  |  n = 1862,t1
20110504110605,NA,Cluster 3  |  n = 1548,t1
20110504110608,NA,Cluster 3  |  n = 1548,t1
20110504110613,NA,Cluster 1  |  n = 1862,t1
20110504110616,NA,Cluster 1  |  n = 1862,t1
20110504110621,NA,Cluster 1  |  n = 1862,t1
20110504110623,NA,Cluster 1  |  n = 1862,t1
20110504110625,NA,Cluster 1  |  n = 1862,t1
20110504110630,NA,Cluster 1  |  n = 1862,t1
20110504110636,NA,Cluster 3  |  n = 1548,t1
20110504110639,NA,Cluster 1  |  n = 1862,t1
20110504110640,NA,Cluster 3  |  n = 1548,t1
20110504110641,NA,Cluster 3  |  n = 1548,t1
20110504110646,NA,Cluster 1  |  n = 1862,t1
20110504110652,NA,Cluster 1  |  n = 1862,t1
20110504110662,NA,Cluster 3  |  n = 1548,t1
20110504110678,NA,Cluster 1  |  n = 1862,t1
20110504110679,NA,Cluster 1  |  n = 1862,t1
20110504110680,NA,Cluster 3  |  n = 1548,t1
20110504110687,NA,Cluster 1  |  n = 1862,t1
20110504110689,NA,Cluster 1  |  n = 1862,t1
20110504110696,NA,Cluster 3  |  n = 1548,t1
20110504110704,NA,Cluster 2  |  n = 436,t1
20110504110711,NA,Cluster 3  |  n = 1548,t1
20110504110726,NA,Cluster 1  |  n = 1862,t1
20110504110730,NA,Cluster 1  |  n = 1862,t1
20110504110756,NA,Cluster 1  |  n = 1862,t1
20110504110757,NA,Cluster 3  |  n = 1548,t1
20110504110758,NA,Cluster 2  |  n = 436,t1
20110504110760,NA,Cluster 3  |  n = 1548,t1
20110504110766,NA,Cluster 3  |  n = 1548,t1
20110504110769,NA,Cluster 3  |  n = 1548,t1
20110504110789,NA,Cluster 1  |  n = 1862,t1
20110504110817,NA,Cluster 1  |  n = 1862,t1
20110504110836,NA,Cluster 1  |  n = 1862,t1
20110504110847,NA,Cluster 1  |  n = 1862,t1
20110504110856,NA,Cluster 3  |  n = 1548,t1
20110504110858,NA,Cluster 1  |  n = 1862,t1
20110504110860,NA,Cluster 1  |  n = 1862,t1
20110504110862,NA,Cluster 1  |  n = 1862,t1
20110504110869,NA,Cluster 3  |  n = 1548,t1
20110504110871,NA,Cluster 3  |  n = 1548,t1
20110504110875,NA,Cluster 1  |  n = 1862,t1
20110504110886,NA,Cluster 1  |  n = 1862,t1
20110504110887,NA,Cluster 1  |  n = 1862,t1
20110504110897,NA,Cluster 3  |  n = 1548,t1
20110504110901,NA,Cluster 3  |  n = 1548,t1
20110504110908,NA,Cluster 3  |  n = 1548,t1
20110504110915,NA,Cluster 3  |  n = 1548,t1
20110504110919,NA,Cluster 3  |  n = 1548,t1
20110504110952,NA,Cluster 1  |  n = 1862,t1
20110504110960,NA,Cluster 3  |  n = 1548,t1
20110504110961,NA,Cluster 3  |  n = 1548,t1
20110504110963,NA,Cluster 1  |  n = 1862,t1
20110504110968,NA,Cluster 3  |  n = 1548,t1
20110504110972,NA,Cluster 3  |  n = 1548,t1
20110504110976,NA,Cluster 2  |  n = 436,t1
20110504110978,NA,Cluster 1  |  n = 1862,t1
20110504110981,NA,Cluster 3  |  n = 1548,t1
20110504110996,NA,Cluster 1  |  n = 1862,t1
20110504111009,NA,Cluster 2  |  n = 436,t1
20110504111013,NA,Cluster 1  |  n = 1862,t1
20110504111018,NA,Cluster 2  |  n = 436,t1
20110504111023,NA,Cluster 1  |  n = 1862,t1
20110504111028,NA,Cluster 1  |  n = 1862,t1
20110504111032,NA,Cluster 3  |  n = 1548,t1
20110504111037,NA,Cluster 1  |  n = 1862,t1
20110504111041,NA,Cluster 3  |  n = 1548,t1
20110504111043,NA,Cluster 1  |  n = 1862,t1
20110504111045,NA,Cluster 1  |  n = 1862,t1
20110504111049,NA,Cluster 1  |  n = 1862,t1
20110504111052,NA,Cluster 3  |  n = 1548,t1
20110504111053,NA,Cluster 1  |  n = 1862,t1
20110504111056,NA,Cluster 3  |  n = 1548,t1
20110504111060,NA,Cluster 3  |  n = 1548,t1
20110504111062,NA,Cluster 1  |  n = 1862,t1
20110504111067,NA,Cluster 1  |  n = 1862,t1
20110504111072,NA,Cluster 2  |  n = 436,t1
20110504111079,NA,Cluster 3  |  n = 1548,t1
20110504111081,NA,Cluster 1  |  n = 1862,t1
20110504111084,NA,Cluster 3  |  n = 1548,t1
20110504111086,NA,Cluster 1  |  n = 1862,t1
20110504111090,NA,Cluster 3  |  n = 1548,t1
20110504111091,NA,Cluster 2  |  n = 436,t1
20110504111123,NA,Cluster 2  |  n = 436,t1
20110504111124,NA,Cluster 2  |  n = 436,t1
20110504111127,NA,Cluster 1  |  n = 1862,t1
20110504111130,NA,Cluster 1  |  n = 1862,t1
20110504111133,NA,Cluster 3  |  n = 1548,t1
20110504111141,NA,Cluster 1  |  n = 1862,t1
20110504111149,NA,Cluster 1  |  n = 1862,t1
20110504111182,NA,Cluster 2  |  n = 436,t1
20110504111196,NA,Cluster 2  |  n = 436,t1
20110504111199,NA,Cluster 1  |  n = 1862,t1
20110504111206,NA,Cluster 3  |  n = 1548,t1
20110504111207,NA,Cluster 3  |  n = 1548,t1
20110504111211,NA,Cluster 3  |  n = 1548,t1
20110504111214,NA,Cluster 1  |  n = 1862,t1
20110504111215,NA,Cluster 1  |  n = 1862,t1
20110504111229,NA,Cluster 3  |  n = 1548,t1
20110504111237,NA,Cluster 1  |  n = 1862,t1
20110504111260,NA,Cluster 3  |  n = 1548,t1
20110504111262,NA,Cluster 1  |  n = 1862,t1
20110504111268,NA,Cluster 1  |  n = 1862,t1
