t1,t2,n
Cluster 1,Cluster 1,1808
Cluster 2,Cluster 1,67
Cluster 3,Cluster 1,1000
Cluster 1,Cluster 2,75
Cluster 2,Cluster 2,137
Cluster 3,Cluster 2,107
Cluster 1,Cluster 3,1002
Cluster 2,Cluster 3,94
Cluster 3,Cluster 3,1681
