t1,t2,n
Cluster 1,Cluster 1,2258
Cluster 2,Cluster 1,77
Cluster 3,Cluster 1,475
Cluster 1,Cluster 2,27
Cluster 2,Cluster 2,100
Cluster 3,Cluster 2,70
Cluster 1,Cluster 3,298
Cluster 2,Cluster 3,113
Cluster 3,Cluster 3,1375
Cluster 1,Cluster unmatched 1,186
Cluster 2,Cluster unmatched 1,24
Cluster 3,Cluster unmatched 1,551
