ID,cluster,time
20170502170524,Cluster 1  |  n = 1404,t1
20170504171403,Cluster 1  |  n = 1404,t1
20170504171404,Cluster 1  |  n = 1404,t1
20170504171409,Cluster 1  |  n = 1404,t1
20170504171419,Cluster 1  |  n = 1404,t1
20170504171425,Cluster 3  |  n = 1370,t1
20170504171426,Cluster 2  |  n = 307,t1
20170504171443,Cluster 1  |  n = 1404,t1
20170504171446,Cluster 3  |  n = 1370,t1
20170504171447,Cluster 3  |  n = 1370,t1
20170504171454,Cluster 3  |  n = 1370,t1
20170504171456,Cluster 1  |  n = 1404,t1
20170504171466,Cluster 2  |  n = 307,t1
20170504171498,Cluster 1  |  n = 1404,t1
20170504171501,Cluster 3  |  n = 1370,t1
20170504171519,Cluster 1  |  n = 1404,t1
20170504171520,Cluster 1  |  n = 1404,t1
20170504171521,Cluster 3  |  n = 1370,t1
20170504171532,Cluster 1  |  n = 1404,t1
20170504171534,Cluster 2  |  n = 307,t1
20170504171547,Cluster 1  |  n = 1404,t1
20170504171556,Cluster 1  |  n = 1404,t1
20170504171562,Cluster 1  |  n = 1404,t1
20170504171570,Cluster 1  |  n = 1404,t1
20170504171577,Cluster 1  |  n = 1404,t1
20170504171594,Cluster 3  |  n = 1370,t1
20170504171619,Cluster 3  |  n = 1370,t1
20170504171641,Cluster 1  |  n = 1404,t1
20170504171644,Cluster 3  |  n = 1370,t1
20170504171645,Cluster 1  |  n = 1404,t1
20170504171655,Cluster 1  |  n = 1404,t1
20170504171666,Cluster 3  |  n = 1370,t1
20170504171674,Cluster 3  |  n = 1370,t1
20170504171684,Cluster 3  |  n = 1370,t1
20170504171691,Cluster 3  |  n = 1370,t1
20170504171697,Cluster 3  |  n = 1370,t1
20170504171702,Cluster 1  |  n = 1404,t1
20170504171706,Cluster 2  |  n = 307,t1
20170504171731,Cluster 3  |  n = 1370,t1
20170504171733,Cluster 1  |  n = 1404,t1
20170504171743,Cluster 1  |  n = 1404,t1
20170504171745,Cluster 1  |  n = 1404,t1
20170504171747,Cluster 1  |  n = 1404,t1
20170504171764,Cluster 1  |  n = 1404,t1
20170504171770,Cluster 3  |  n = 1370,t1
20170504171771,Cluster 1  |  n = 1404,t1
20170504171774,Cluster 1  |  n = 1404,t1
20170504171781,Cluster 1  |  n = 1404,t1
20170504171782,Cluster 1  |  n = 1404,t1
20170504171787,Cluster 1  |  n = 1404,t1
20170504171792,Cluster 3  |  n = 1370,t1
20170504171844,Cluster 3  |  n = 1370,t1
20170504171846,Cluster 3  |  n = 1370,t1
20170504171848,Cluster 3  |  n = 1370,t1
20170504171882,Cluster 3  |  n = 1370,t1
20170504171888,Cluster 1  |  n = 1404,t1
20170504171889,Cluster 1  |  n = 1404,t1
20170504171893,Cluster 3  |  n = 1370,t1
20170504171899,Cluster 3  |  n = 1370,t1
20170504171906,Cluster 3  |  n = 1370,t1
20170504171913,Cluster 1  |  n = 1404,t1
20170504171920,Cluster 1  |  n = 1404,t1
20170504171923,Cluster 1  |  n = 1404,t1
20170504171925,Cluster 1  |  n = 1404,t1
20170504171927,Cluster 3  |  n = 1370,t1
20170504171935,Cluster 1  |  n = 1404,t1
20170504171942,Cluster 1  |  n = 1404,t1
20170504171944,Cluster 3  |  n = 1370,t1
20170504171953,Cluster 1  |  n = 1404,t1
20170504171961,Cluster 1  |  n = 1404,t1
20170504171962,Cluster 3  |  n = 1370,t1
20170504171972,Cluster 1  |  n = 1404,t1
20170504171973,Cluster 1  |  n = 1404,t1
20170504171974,Cluster 3  |  n = 1370,t1
20170504171979,Cluster 1  |  n = 1404,t1
20170504171987,Cluster 3  |  n = 1370,t1
20170504172005,Cluster 2  |  n = 307,t1
20170504172008,Cluster 1  |  n = 1404,t1
20170504172009,Cluster 3  |  n = 1370,t1
20170504172022,Cluster 1  |  n = 1404,t1
20170504172023,Cluster 3  |  n = 1370,t1
20170504172025,Cluster 2  |  n = 307,t1
20170504172035,Cluster 1  |  n = 1404,t1
20170504172039,Cluster 3  |  n = 1370,t1
20170504172043,Cluster 3  |  n = 1370,t1
20170504172045,Cluster 1  |  n = 1404,t1
20170504172047,Cluster 3  |  n = 1370,t1
20170504172049,Cluster 1  |  n = 1404,t1
20170504172062,Cluster 3  |  n = 1370,t1
20170504172072,Cluster 1  |  n = 1404,t1
20170504172077,Cluster 3  |  n = 1370,t1
20170504172087,Cluster 3  |  n = 1370,t1
20170504172103,Cluster 2  |  n = 307,t1
20170504172112,Cluster 1  |  n = 1404,t1
20170504172125,Cluster 3  |  n = 1370,t1
20170504172134,Cluster 3  |  n = 1370,t1
20170504172143,Cluster 3  |  n = 1370,t1
20170504172151,Cluster 1  |  n = 1404,t1
20170504172159,Cluster 1  |  n = 1404,t1
20170504172166,Cluster 3  |  n = 1370,t1
20170504172170,Cluster 1  |  n = 1404,t1
20170504172174,Cluster 2  |  n = 307,t1
20170504172186,Cluster 2  |  n = 307,t1
20170504172188,Cluster 2  |  n = 307,t1
20170504172197,Cluster 1  |  n = 1404,t1
20170504172207,Cluster 1  |  n = 1404,t1
20170504172213,Cluster 1  |  n = 1404,t1
20170504172229,Cluster 3  |  n = 1370,t1
20170504172231,Cluster 3  |  n = 1370,t1
20170504172235,Cluster 1  |  n = 1404,t1
20170504172243,Cluster 1  |  n = 1404,t1
20170504172245,Cluster 1  |  n = 1404,t1
20170504172248,Cluster 3  |  n = 1370,t1
20170504172270,Cluster 3  |  n = 1370,t1
20170504172295,Cluster 2  |  n = 307,t1
20170504172300,Cluster 1  |  n = 1404,t1
20170504172303,Cluster 1  |  n = 1404,t1
20170504172307,Cluster 3  |  n = 1370,t1
20170504172309,Cluster 3  |  n = 1370,t1
20170504172314,Cluster 1  |  n = 1404,t1
20170504172320,Cluster 1  |  n = 1404,t1
20170504172329,Cluster 1  |  n = 1404,t1
20170504172330,Cluster 3  |  n = 1370,t1
20170504172331,Cluster 1  |  n = 1404,t1
20170504172340,Cluster 1  |  n = 1404,t1
20170504172345,Cluster 1  |  n = 1404,t1
20170504172346,Cluster 1  |  n = 1404,t1
20170504172370,Cluster 3  |  n = 1370,t1
20170504172371,Cluster 3  |  n = 1370,t1
20170504172383,Cluster 2  |  n = 307,t1
20170504172406,Cluster 3  |  n = 1370,t1
20170504172407,Cluster 3  |  n = 1370,t1
20170504172408,Cluster 1  |  n = 1404,t1
20170504172424,Cluster 3  |  n = 1370,t1
20170504172428,Cluster 1  |  n = 1404,t1
20170504172430,Cluster 3  |  n = 1370,t1
20170504172445,Cluster 2  |  n = 307,t1
20170504172447,Cluster 1  |  n = 1404,t1
20170504172454,Cluster 3  |  n = 1370,t1
20170504172456,Cluster 1  |  n = 1404,t1
20170504172457,Cluster 2  |  n = 307,t1
20170504172471,Cluster 3  |  n = 1370,t1
20170504172472,Cluster 3  |  n = 1370,t1
20170504172479,Cluster 1  |  n = 1404,t1
20170504172483,Cluster 1  |  n = 1404,t1
20170504172484,Cluster 3  |  n = 1370,t1
20170504172501,Cluster 3  |  n = 1370,t1
20170504172512,Cluster 1  |  n = 1404,t1
20170504172514,Cluster 2  |  n = 307,t1
20170504172520,Cluster 3  |  n = 1370,t1
20170504172521,Cluster 1  |  n = 1404,t1
20170505170008,Cluster 3  |  n = 1370,t1
20170505170061,Cluster 3  |  n = 1370,t1
20170505170103,Cluster 3  |  n = 1370,t1
20170505170500,Cluster 1  |  n = 1404,t1
20170505170514,Cluster 3  |  n = 1370,t1
20170505170606,Cluster 1  |  n = 1404,t1
20170505170614,Cluster 3  |  n = 1370,t1
20170505170627,Cluster 3  |  n = 1370,t1
20170505170649,Cluster 1  |  n = 1404,t1
20170505170663,Cluster 1  |  n = 1404,t1
20170505170802,Cluster 1  |  n = 1404,t1
20170505170837,Cluster 1  |  n = 1404,t1
20170505170865,Cluster 1  |  n = 1404,t1
20170505170872,Cluster 2  |  n = 307,t1
20170505170906,Cluster 3  |  n = 1370,t1
20170505170977,Cluster 3  |  n = 1370,t1
20170505170988,Cluster 1  |  n = 1404,t1
20170505171035,Cluster 3  |  n = 1370,t1
20170505171038,Cluster 3  |  n = 1370,t1
20170505171058,Cluster 3  |  n = 1370,t1
20170505171078,Cluster 1  |  n = 1404,t1
20170505171097,Cluster 1  |  n = 1404,t1
20170505171100,Cluster 1  |  n = 1404,t1
20170505171118,Cluster 2  |  n = 307,t1
20170505171125,Cluster 2  |  n = 307,t1
20170505171147,Cluster 1  |  n = 1404,t1
20170505171167,Cluster 1  |  n = 1404,t1
20170505171239,Cluster 1  |  n = 1404,t1
20170505171335,Cluster 3  |  n = 1370,t1
20170505171351,Cluster 3  |  n = 1370,t1
20170505171356,Cluster 3  |  n = 1370,t1
20170505171397,Cluster 1  |  n = 1404,t1
20170505171431,Cluster 2  |  n = 307,t1
20170505171450,Cluster 3  |  n = 1370,t1
20170505171523,Cluster 1  |  n = 1404,t1
20170505171536,Cluster 1  |  n = 1404,t1
20170505171546,Cluster 3  |  n = 1370,t1
20170505171555,Cluster 3  |  n = 1370,t1
20170505171565,Cluster 3  |  n = 1370,t1
20170505171652,Cluster 1  |  n = 1404,t1
20170505171660,Cluster 3  |  n = 1370,t1
20170505171696,Cluster 1  |  n = 1404,t1
20170505171707,Cluster 3  |  n = 1370,t1
20170505171773,Cluster 2  |  n = 307,t1
20170505171776,Cluster 3  |  n = 1370,t1
20170505171838,Cluster 1  |  n = 1404,t1
20170505171867,Cluster 1  |  n = 1404,t1
20170505171880,Cluster 1  |  n = 1404,t1
20170505171906,Cluster 3  |  n = 1370,t1
20170505171920,Cluster 1  |  n = 1404,t1
20170505171927,Cluster 1  |  n = 1404,t1
20170505171934,Cluster 1  |  n = 1404,t1
20170505171946,Cluster 1  |  n = 1404,t1
20170505171978,Cluster 1  |  n = 1404,t1
20170505172021,Cluster 1  |  n = 1404,t1
20170505172042,Cluster 3  |  n = 1370,t1
20170505172043,Cluster 3  |  n = 1370,t1
20170505172063,Cluster 1  |  n = 1404,t1
20170505172181,Cluster 3  |  n = 1370,t1
20170505172197,Cluster 1  |  n = 1404,t1
20170505172213,Cluster 2  |  n = 307,t1
20170505172228,Cluster 3  |  n = 1370,t1
20170505172233,Cluster 3  |  n = 1370,t1
20170505172350,Cluster 2  |  n = 307,t1
20170505172352,Cluster 1  |  n = 1404,t1
20170505172354,Cluster 3  |  n = 1370,t1
20170505172367,Cluster 3  |  n = 1370,t1
20170505172439,Cluster 3  |  n = 1370,t1
20170505172463,Cluster 1  |  n = 1404,t1
20170505172513,Cluster 3  |  n = 1370,t1
20170505172520,Cluster 1  |  n = 1404,t1
20170505172526,Cluster 3  |  n = 1370,t1
20170603170642,Cluster 3  |  n = 1370,t1
20170603171322,Cluster 1  |  n = 1404,t1
20170603171351,Cluster 1  |  n = 1404,t1
20170603171966,Cluster 3  |  n = 1370,t1
20170603172394,Cluster 1  |  n = 1404,t1
20170604170051,Cluster 1  |  n = 1404,t1
20170604170130,Cluster 3  |  n = 1370,t1
20170604170505,Cluster 1  |  n = 1404,t1
20170604170541,Cluster 3  |  n = 1370,t1
20170604170542,Cluster 1  |  n = 1404,t1
20170604170548,Cluster 1  |  n = 1404,t1
20170604170571,Cluster 1  |  n = 1404,t1
20170604170590,Cluster 1  |  n = 1404,t1
20170604170630,Cluster 1  |  n = 1404,t1
20170604170639,Cluster 1  |  n = 1404,t1
20170604170662,Cluster 1  |  n = 1404,t1
20170604170682,Cluster 1  |  n = 1404,t1
20170604170690,Cluster 1  |  n = 1404,t1
20170604170807,Cluster 1  |  n = 1404,t1
20170604170854,Cluster 3  |  n = 1370,t1
20170604170868,Cluster 2  |  n = 307,t1
20170604170895,Cluster 3  |  n = 1370,t1
20170604170943,Cluster 2  |  n = 307,t1
20170604170972,Cluster 1  |  n = 1404,t1
20170604170994,Cluster 1  |  n = 1404,t1
20170604171031,Cluster 3  |  n = 1370,t1
20170604171056,Cluster 1  |  n = 1404,t1
20170604171083,Cluster 1  |  n = 1404,t1
20170604171129,Cluster 1  |  n = 1404,t1
20170604171182,Cluster 2  |  n = 307,t1
20170604171197,Cluster 1  |  n = 1404,t1
20170604171247,Cluster 3  |  n = 1370,t1
20170604171252,Cluster 3  |  n = 1370,t1
20170604171281,Cluster 1  |  n = 1404,t1
20170604171288,Cluster 3  |  n = 1370,t1
20170604171294,Cluster 1  |  n = 1404,t1
20170604171381,Cluster 1  |  n = 1404,t1
20170604171395,Cluster 1  |  n = 1404,t1
20170604171467,Cluster 3  |  n = 1370,t1
20170604171468,Cluster 1  |  n = 1404,t1
20170604171609,Cluster 2  |  n = 307,t1
20170604171622,Cluster 1  |  n = 1404,t1
20170604171631,Cluster 1  |  n = 1404,t1
20170604171654,Cluster 3  |  n = 1370,t1
20170604171725,Cluster 1  |  n = 1404,t1
20170604171780,Cluster 3  |  n = 1370,t1
20170604171817,Cluster 1  |  n = 1404,t1
20170604171821,Cluster 3  |  n = 1370,t1
20170604171832,Cluster 3  |  n = 1370,t1
20170604171872,Cluster 3  |  n = 1370,t1
20170604171877,Cluster 1  |  n = 1404,t1
20170604171909,Cluster 1  |  n = 1404,t1
20170604171912,Cluster 1  |  n = 1404,t1
20170604172028,Cluster 1  |  n = 1404,t1
20170604172076,Cluster 1  |  n = 1404,t1
20170604172126,Cluster 1  |  n = 1404,t1
20170604172130,Cluster 1  |  n = 1404,t1
20170604172162,Cluster 3  |  n = 1370,t1
20170604172222,Cluster 3  |  n = 1370,t1
20170604172240,Cluster 1  |  n = 1404,t1
20170604172241,Cluster 3  |  n = 1370,t1
20170604172258,Cluster 3  |  n = 1370,t1
20170604172261,Cluster 3  |  n = 1370,t1
20170604172313,Cluster 2  |  n = 307,t1
20170604172341,Cluster 1  |  n = 1404,t1
20170604172344,Cluster 1  |  n = 1404,t1
20170604172361,Cluster 3  |  n = 1370,t1
20170604172374,Cluster 1  |  n = 1404,t1
20170604172377,Cluster 1  |  n = 1404,t1
20170604172381,Cluster 3  |  n = 1370,t1
20170604172517,Cluster 3  |  n = 1370,t1
20170605170002,Cluster 2  |  n = 307,t1
20170605170024,Cluster 3  |  n = 1370,t1
20170605170043,Cluster 1  |  n = 1404,t1
20170605170053,Cluster 1  |  n = 1404,t1
20170605170054,Cluster 3  |  n = 1370,t1
20170605170062,Cluster 1  |  n = 1404,t1
20170605170091,Cluster 1  |  n = 1404,t1
20170605170100,Cluster 1  |  n = 1404,t1
20170605170109,Cluster 1  |  n = 1404,t1
20170605170113,Cluster 3  |  n = 1370,t1
20170605170114,Cluster 3  |  n = 1370,t1
20170605170128,Cluster 3  |  n = 1370,t1
20170605170505,Cluster 1  |  n = 1404,t1
20170605170513,Cluster 1  |  n = 1404,t1
20170605170526,Cluster 3  |  n = 1370,t1
20170605170536,Cluster 3  |  n = 1370,t1
20170605170542,Cluster 1  |  n = 1404,t1
20170605170545,Cluster 1  |  n = 1404,t1
20170605170572,Cluster 3  |  n = 1370,t1
20170605170582,Cluster 3  |  n = 1370,t1
20170605170590,Cluster 3  |  n = 1370,t1
20170605170591,Cluster 1  |  n = 1404,t1
20170605170610,Cluster 1  |  n = 1404,t1
20170605170616,Cluster 1  |  n = 1404,t1
20170605170635,Cluster 3  |  n = 1370,t1
20170605170645,Cluster 1  |  n = 1404,t1
20170605170652,Cluster 1  |  n = 1404,t1
20170605170664,Cluster 3  |  n = 1370,t1
20170605170667,Cluster 3  |  n = 1370,t1
20170605170683,Cluster 3  |  n = 1370,t1
20170605170686,Cluster 1  |  n = 1404,t1
20170605170691,Cluster 3  |  n = 1370,t1
20170605170693,Cluster 1  |  n = 1404,t1
20170605170696,Cluster 3  |  n = 1370,t1
20170605170701,Cluster 1  |  n = 1404,t1
20170605170710,Cluster 3  |  n = 1370,t1
20170605170721,Cluster 1  |  n = 1404,t1
20170605170724,Cluster 3  |  n = 1370,t1
20170605170734,Cluster 1  |  n = 1404,t1
20170605170759,Cluster 1  |  n = 1404,t1
20170605170769,Cluster 3  |  n = 1370,t1
20170605170770,Cluster 1  |  n = 1404,t1
20170605170781,Cluster 3  |  n = 1370,t1
20170605170795,Cluster 1  |  n = 1404,t1
20170605170797,Cluster 3  |  n = 1370,t1
20170605170801,Cluster 1  |  n = 1404,t1
20170605170804,Cluster 3  |  n = 1370,t1
20170605170806,Cluster 2  |  n = 307,t1
20170605170833,Cluster 2  |  n = 307,t1
20170605170849,Cluster 3  |  n = 1370,t1
20170605170851,Cluster 3  |  n = 1370,t1
20170605170856,Cluster 1  |  n = 1404,t1
20170605170858,Cluster 3  |  n = 1370,t1
20170605170859,Cluster 1  |  n = 1404,t1
20170605170863,Cluster 3  |  n = 1370,t1
20170605170873,Cluster 1  |  n = 1404,t1
20170605170875,Cluster 1  |  n = 1404,t1
20170605170882,Cluster 3  |  n = 1370,t1
20170605170887,Cluster 3  |  n = 1370,t1
20170605170896,Cluster 3  |  n = 1370,t1
20170605170907,Cluster 1  |  n = 1404,t1
20170605170908,Cluster 1  |  n = 1404,t1
20170605170926,Cluster 3  |  n = 1370,t1
20170605170929,Cluster 3  |  n = 1370,t1
20170605170936,Cluster 1  |  n = 1404,t1
20170605170938,Cluster 1  |  n = 1404,t1
20170605170942,Cluster 3  |  n = 1370,t1
20170605170964,Cluster 3  |  n = 1370,t1
