ID,pair_id,cluster,time
20110502110683,1,Cluster 3  |  n = 150,t1
20110502110880,2,Cluster 2  |  n = 439,t1
20110502111780,3,Cluster 1  |  n = 1833,t1
20110502111831,4,Cluster 4  |  n = 1416,t1
20110502111889,5,Cluster 1  |  n = 1833,t1
20110502112024,6,Cluster 2  |  n = 439,t1
20110502112236,7,Cluster 1  |  n = 1833,t1
20110502112496,8,Cluster 1  |  n = 1833,t1
20110503110055,9,Cluster 4  |  n = 1416,t1
20110503110064,10,Cluster 1  |  n = 1833,t1
20110503110111,11,Cluster 4  |  n = 1416,t1
20110503110543,12,Cluster 2  |  n = 439,t1
20110503110598,13,Cluster 4  |  n = 1416,t1
20110503110647,14,Cluster 1  |  n = 1833,t1
20110503110648,15,Cluster 1  |  n = 1833,t1
20110503110662,16,Cluster 4  |  n = 1416,t1
20110503110664,17,Cluster 4  |  n = 1416,t1
20110503110674,18,Cluster 1  |  n = 1833,t1
20110503110717,19,Cluster 4  |  n = 1416,t1
20110503110762,20,Cluster 4  |  n = 1416,t1
20110503110796,21,Cluster 1  |  n = 1833,t1
20110503110809,22,Cluster 1  |  n = 1833,t1
20110503110896,23,Cluster 1  |  n = 1833,t1
20110503110910,24,Cluster 1  |  n = 1833,t1
20110503110957,25,Cluster 1  |  n = 1833,t1
20110503110976,26,Cluster 4  |  n = 1416,t1
20110503110979,27,Cluster 3  |  n = 150,t1
20110503111010,28,Cluster 1  |  n = 1833,t1
20110503111033,29,Cluster 1  |  n = 1833,t1
20110503111042,30,Cluster 1  |  n = 1833,t1
20110503111077,31,Cluster 1  |  n = 1833,t1
20110503111082,32,Cluster 1  |  n = 1833,t1
20110503111118,33,Cluster 3  |  n = 150,t1
20110503111152,34,Cluster 4  |  n = 1416,t1
20110503111192,35,Cluster 1  |  n = 1833,t1
20110503111268,36,Cluster 4  |  n = 1416,t1
20110503111303,37,Cluster 1  |  n = 1833,t1
20110503111324,38,Cluster 1  |  n = 1833,t1
20110503111364,39,Cluster 4  |  n = 1416,t1
20110503111384,40,Cluster 2  |  n = 439,t1
20110503111389,41,Cluster 2  |  n = 439,t1
20110503111420,42,Cluster 1  |  n = 1833,t1
20110503111431,43,Cluster 4  |  n = 1416,t1
20110503111470,44,Cluster 4  |  n = 1416,t1
20110503111495,45,Cluster 4  |  n = 1416,t1
20110503111546,46,Cluster 1  |  n = 1833,t1
20110503111605,47,Cluster 1  |  n = 1833,t1
20110503111625,48,Cluster 1  |  n = 1833,t1
20110503111628,49,Cluster 1  |  n = 1833,t1
20110503111630,50,Cluster 1  |  n = 1833,t1
20110503111680,51,Cluster 1  |  n = 1833,t1
20110503111710,52,Cluster 1  |  n = 1833,t1
20110503111750,53,Cluster 2  |  n = 439,t1
20110503111752,54,Cluster 2  |  n = 439,t1
20110503111755,55,Cluster 1  |  n = 1833,t1
20110503111769,56,Cluster 1  |  n = 1833,t1
20110503111780,57,Cluster 4  |  n = 1416,t1
20110503111841,58,Cluster 4  |  n = 1416,t1
20110503111901,59,Cluster 1  |  n = 1833,t1
20110503112004,60,Cluster 1  |  n = 1833,t1
20110503112024,61,Cluster 3  |  n = 150,t1
20110503112029,62,Cluster 1  |  n = 1833,t1
20110503112067,63,Cluster 2  |  n = 439,t1
20110503112097,64,Cluster 4  |  n = 1416,t1
20110503112145,65,Cluster 1  |  n = 1833,t1
20110503112179,66,Cluster 1  |  n = 1833,t1
20110503112180,67,Cluster 4  |  n = 1416,t1
20110503112206,68,Cluster 1  |  n = 1833,t1
20110503112236,69,Cluster 1  |  n = 1833,t1
