t1,t2,n
Cluster 1,Cluster 1,1369
Cluster 2,Cluster 1,114
Cluster 3,Cluster 1,81
Cluster 4,Cluster 1,15
Cluster 5,Cluster 1,123
Cluster 1,Cluster 2,107
Cluster 2,Cluster 2,189
Cluster 3,Cluster 2,29
Cluster 4,Cluster 2,14
Cluster 5,Cluster 2,31
Cluster 1,Cluster 3,329
Cluster 2,Cluster 3,122
Cluster 3,Cluster 3,543
Cluster 4,Cluster 3,47
Cluster 5,Cluster 3,495
Cluster 1,Cluster 4,26
Cluster 2,Cluster 4,12
Cluster 3,Cluster 4,40
Cluster 4,Cluster 4,54
Cluster 5,Cluster 4,21
