t1,t2,n
Cluster 1,Cluster 2,41
Cluster 2,Cluster 2,1532
Cluster 3,Cluster 2,251
Cluster 4,Cluster 2,43
Cluster 5,Cluster 2,379
Cluster 6,Cluster 2,273
Cluster 1,Cluster 3,14
Cluster 2,Cluster 3,420
Cluster 3,Cluster 3,342
Cluster 4,Cluster 3,35
Cluster 5,Cluster 3,397
Cluster 6,Cluster 3,139
Cluster 1,Cluster 6,7
Cluster 2,Cluster 6,458
Cluster 3,Cluster 6,219
Cluster 4,Cluster 6,106
Cluster 5,Cluster 6,294
Cluster 6,Cluster 6,190
