t1,t2,n
Cluster 1,Cluster 1,1160
Cluster 2,Cluster 1,204
Cluster 3,Cluster 1,31
Cluster 4,Cluster 1,225
Cluster 5,Cluster 1,167
Cluster 1,Cluster 2,212
Cluster 2,Cluster 2,221
Cluster 3,Cluster 2,9
Cluster 4,Cluster 2,22
Cluster 5,Cluster 2,26
Cluster 1,Cluster 4,383
Cluster 2,Cluster 4,45
Cluster 3,Cluster 4,98
Cluster 4,Cluster 4,458
Cluster 5,Cluster 4,236
