ID,pair_id,cluster,time
20050101050115,NA,Cluster 3  | n =  2331,t1
20050101050119,NA,Cluster 3  | n =  2331,t1
20050101050146,NA,Cluster 3  | n =  2331,t1
20050101050574,NA,Cluster 3  | n =  2331,t1
20050101050678,NA,Cluster 3  | n =  2331,t1
20050101050697,NA,Cluster 3  | n =  2331,t1
20050101050715,NA,Cluster 1  | n =  2785,t1
20050101050729,NA,Cluster 1  | n =  2785,t1
20050101050739,NA,Cluster 2  | n =  275,t1
20050101050745,NA,Cluster 3  | n =  2331,t1
20050101050747,NA,Cluster 1  | n =  2785,t1
20050101050766,NA,Cluster 1  | n =  2785,t1
20050101050786,NA,Cluster 3  | n =  2331,t1
20050101050832,NA,Cluster 1  | n =  2785,t1
20050101050835,NA,Cluster 2  | n =  275,t1
20050101050880,NA,Cluster 3  | n =  2331,t1
20050101050891,NA,Cluster 1  | n =  2785,t1
20050101050927,NA,Cluster 3  | n =  2331,t1
20050101050934,NA,Cluster 2  | n =  275,t1
20050101050951,NA,Cluster 3  | n =  2331,t1
20050101050977,NA,Cluster 1  | n =  2785,t1
20050101051016,NA,Cluster 1  | n =  2785,t1
20050101051097,NA,Cluster 1  | n =  2785,t1
20050101051114,NA,Cluster 1  | n =  2785,t1
20050101051134,NA,Cluster 1  | n =  2785,t1
20050101051147,NA,Cluster 1  | n =  2785,t1
20050101051165,NA,Cluster 3  | n =  2331,t1
20050101051210,NA,Cluster 3  | n =  2331,t1
20050101051212,NA,Cluster 3  | n =  2331,t1
20050101051249,NA,Cluster 1  | n =  2785,t1
20050101051250,NA,Cluster 2  | n =  275,t1
20050101051258,NA,Cluster 1  | n =  2785,t1
20050101051280,NA,Cluster 1  | n =  2785,t1
20050101051288,NA,Cluster 1  | n =  2785,t1
20050101051323,NA,Cluster 3  | n =  2331,t1
20050101051342,NA,Cluster 3  | n =  2331,t1
20050101051364,NA,Cluster 1  | n =  2785,t1
20050101051368,NA,Cluster 1  | n =  2785,t1
20050101051482,NA,Cluster 3  | n =  2331,t1
20050101051507,NA,Cluster 1  | n =  2785,t1
20050101051565,NA,Cluster 3  | n =  2331,t1
20050101051580,NA,Cluster 1  | n =  2785,t1
20050101051606,NA,Cluster 1  | n =  2785,t1
20050101051614,NA,Cluster 1  | n =  2785,t1
20050101051628,NA,Cluster 1  | n =  2785,t1
20050101051629,NA,Cluster 1  | n =  2785,t1
20050101051636,NA,Cluster 1  | n =  2785,t1
20050101051673,NA,Cluster 1  | n =  2785,t1
20050101051705,NA,Cluster 1  | n =  2785,t1
20050101051725,NA,Cluster 1  | n =  2785,t1
20050101051783,NA,Cluster 1  | n =  2785,t1
20050101051807,NA,Cluster 1  | n =  2785,t1
20050101051824,NA,Cluster 1  | n =  2785,t1
20050101051851,NA,Cluster 1  | n =  2785,t1
20050101051853,NA,Cluster 3  | n =  2331,t1
20050101051860,NA,Cluster 3  | n =  2331,t1
20050101051915,NA,Cluster 3  | n =  2331,t1
20050101051929,NA,Cluster 1  | n =  2785,t1
20050101051960,NA,Cluster 1  | n =  2785,t1
20050101051989,NA,Cluster 1  | n =  2785,t1
20050101052002,NA,Cluster 1  | n =  2785,t1
20050101052003,NA,Cluster 3  | n =  2331,t1
20050101052043,NA,Cluster 1  | n =  2785,t1
20050101052058,NA,Cluster 3  | n =  2331,t1
20050101052077,NA,Cluster 3  | n =  2331,t1
20050101052100,NA,Cluster 1  | n =  2785,t1
20050101052118,NA,Cluster 1  | n =  2785,t1
20050101052164,NA,Cluster 3  | n =  2331,t1
20050101052183,NA,Cluster 1  | n =  2785,t1
20050101052216,NA,Cluster 3  | n =  2331,t1
20050101052243,NA,Cluster 1  | n =  2785,t1
20050101052245,NA,Cluster 3  | n =  2331,t1
20050101052262,NA,Cluster 1  | n =  2785,t1
20050101052300,NA,Cluster 1  | n =  2785,t1
20050101052307,NA,Cluster 1  | n =  2785,t1
20050101052311,NA,Cluster 3  | n =  2331,t1
20050101052316,NA,Cluster 3  | n =  2331,t1
20050101052325,NA,Cluster 1  | n =  2785,t1
20050101052335,NA,Cluster 1  | n =  2785,t1
20050101052348,NA,Cluster 2  | n =  275,t1
20050101052378,NA,Cluster 1  | n =  2785,t1
20050101052419,NA,Cluster 1  | n =  2785,t1
20050101052466,NA,Cluster 3  | n =  2331,t1
20050101052492,NA,Cluster 3  | n =  2331,t1
20050101052505,NA,Cluster 1  | n =  2785,t1
20050101052519,NA,Cluster 3  | n =  2331,t1
20050110041244,NA,Cluster 3  | n =  2331,t1
20050110041259,NA,Cluster 2  | n =  275,t1
20050110041627,NA,Cluster 3  | n =  2331,t1
20050110041833,NA,Cluster 3  | n =  2331,t1
20050110042395,NA,Cluster 1  | n =  2785,t1
20050111040019,NA,Cluster 1  | n =  2785,t1
20050111040507,NA,Cluster 1  | n =  2785,t1
20050111040514,NA,Cluster 1  | n =  2785,t1
20050111040543,NA,Cluster 3  | n =  2331,t1
20050111040552,NA,Cluster 3  | n =  2331,t1
20050111040555,NA,Cluster 1  | n =  2785,t1
20050111040563,NA,Cluster 1  | n =  2785,t1
20050111040666,NA,Cluster 3  | n =  2331,t1
20050111040675,NA,Cluster 1  | n =  2785,t1
