t1,t2,n
Cluster 1,Cluster 1,2028
Cluster 2,Cluster 1,35
Cluster 3,Cluster 1,438
Cluster 1,Cluster 2,46
Cluster 2,Cluster 2,118
Cluster 3,Cluster 2,95
Cluster 1,Cluster 3,354
Cluster 2,Cluster 3,77
Cluster 3,Cluster 3,1216
Cluster 1,Cluster unmatched 1,132
Cluster 2,Cluster unmatched 1,10
Cluster 3,Cluster unmatched 1,392
