t1,t2,n
Cluster 1,Cluster 1,1087
Cluster 2,Cluster 1,215
Cluster 3,Cluster 1,27
Cluster 4,Cluster 1,434
Cluster 1,Cluster 2,170
Cluster 2,Cluster 2,122
Cluster 3,Cluster 2,7
Cluster 4,Cluster 2,34
Cluster 1,Cluster 4,428
Cluster 2,Cluster 4,53
Cluster 3,Cluster 4,74
Cluster 4,Cluster 4,901
