t1,t2,n
Cluster 1,Cluster 1,1845
Cluster 2,Cluster 1,162
Cluster 3,Cluster 1,22
Cluster 4,Cluster 1,404
Cluster 1,Cluster 2,153
Cluster 2,Cluster 2,221
Cluster 3,Cluster 2,12
Cluster 4,Cluster 2,77
Cluster 1,Cluster 4,262
Cluster 2,Cluster 4,105
Cluster 3,Cluster 4,137
Cluster 4,Cluster 4,1554
