ID,pair_id,cluster,time
20080502080709,NA,Cluster 1  |  n = 1659,t1
20080502082034,NA,Cluster 1  |  n = 1659,t1
20080503080165,NA,Cluster 1  |  n = 1659,t1
20080503080544,NA,Cluster 1  |  n = 1659,t1
20080503080569,NA,Cluster 4  |  n = 1081,t1
20080503080571,NA,Cluster 4  |  n = 1081,t1
20080503080600,NA,Cluster 4  |  n = 1081,t1
20080503080710,NA,Cluster 1  |  n = 1659,t1
20080503080731,NA,Cluster 2  |  n = 442,t1
20080503080858,NA,Cluster 3  |  n = 144,t1
20080503080862,NA,Cluster 1  |  n = 1659,t1
20080503080863,NA,Cluster 4  |  n = 1081,t1
20080503080868,NA,Cluster 1  |  n = 1659,t1
20080503080876,NA,Cluster 4  |  n = 1081,t1
20080503080930,NA,Cluster 1  |  n = 1659,t1
20080503080968,NA,Cluster 2  |  n = 442,t1
20080503080969,NA,Cluster 2  |  n = 442,t1
20080503081009,NA,Cluster 1  |  n = 1659,t1
20080503081149,NA,Cluster 4  |  n = 1081,t1
20080503081401,NA,Cluster 1  |  n = 1659,t1
20080503081448,NA,Cluster 1  |  n = 1659,t1
20080503081467,NA,Cluster 3  |  n = 144,t1
20080503081528,NA,Cluster 2  |  n = 442,t1
20080503081566,NA,Cluster 1  |  n = 1659,t1
20080503081613,NA,Cluster 1  |  n = 1659,t1
20080503081685,NA,Cluster 1  |  n = 1659,t1
20080503081693,NA,Cluster 1  |  n = 1659,t1
20080503081704,NA,Cluster 3  |  n = 144,t1
20080503081743,NA,Cluster 1  |  n = 1659,t1
20080503081754,NA,Cluster 1  |  n = 1659,t1
20080503081764,NA,Cluster 4  |  n = 1081,t1
20080503081800,NA,Cluster 4  |  n = 1081,t1
20080503081801,NA,Cluster 2  |  n = 442,t1
20080503081829,NA,Cluster 1  |  n = 1659,t1
20080503081927,NA,Cluster 2  |  n = 442,t1
20080503081985,NA,Cluster 1  |  n = 1659,t1
20080503082027,NA,Cluster 3  |  n = 144,t1
20080503082093,NA,Cluster 1  |  n = 1659,t1
20080503082108,NA,Cluster 2  |  n = 442,t1
20080503082130,NA,Cluster 4  |  n = 1081,t1
20080503082177,NA,Cluster 4  |  n = 1081,t1
20080503082192,NA,Cluster 1  |  n = 1659,t1
20080503082228,NA,Cluster 3  |  n = 144,t1
20080503082258,NA,Cluster 2  |  n = 442,t1
20080503082268,NA,Cluster 4  |  n = 1081,t1
20080503082286,NA,Cluster 3  |  n = 144,t1
20080503082346,NA,Cluster 1  |  n = 1659,t1
20080503082359,NA,Cluster 4  |  n = 1081,t1
20080503082383,NA,Cluster 2  |  n = 442,t1
20080503082393,NA,Cluster 4  |  n = 1081,t1
20080503082408,NA,Cluster 3  |  n = 144,t1
20080503082515,NA,Cluster 3  |  n = 144,t1
20080504080024,NA,Cluster 1  |  n = 1659,t1
20080504080030,NA,Cluster 1  |  n = 1659,t1
20080504080080,NA,Cluster 2  |  n = 442,t1
20080504080081,NA,Cluster 1  |  n = 1659,t1
20080504080088,NA,Cluster 4  |  n = 1081,t1
20080504080104,NA,Cluster 4  |  n = 1081,t1
20080504080106,NA,Cluster 1  |  n = 1659,t1
20080504080120,NA,Cluster 1  |  n = 1659,t1
20080504080141,NA,Cluster 1  |  n = 1659,t1
20080504080157,NA,Cluster 4  |  n = 1081,t1
20080504080160,NA,Cluster 4  |  n = 1081,t1
20080504080170,NA,Cluster 4  |  n = 1081,t1
20080504080509,NA,Cluster 1  |  n = 1659,t1
20080504080522,NA,Cluster 2  |  n = 442,t1
20080504080524,NA,Cluster 4  |  n = 1081,t1
20080504080525,NA,Cluster 4  |  n = 1081,t1
20080504080527,NA,Cluster 1  |  n = 1659,t1
20080504080535,NA,Cluster 4  |  n = 1081,t1
20080504080536,NA,Cluster 4  |  n = 1081,t1
20080504080539,NA,Cluster 1  |  n = 1659,t1
20080504080544,NA,Cluster 1  |  n = 1659,t1
20080504080546,NA,Cluster 2  |  n = 442,t1
20080504080562,NA,Cluster 1  |  n = 1659,t1
20080504080566,NA,Cluster 1  |  n = 1659,t1
20080504080570,NA,Cluster 1  |  n = 1659,t1
20080504080575,NA,Cluster 4  |  n = 1081,t1
20080504080597,NA,Cluster 1  |  n = 1659,t1
20080504080599,NA,Cluster 2  |  n = 442,t1
20080504080614,NA,Cluster 1  |  n = 1659,t1
20080504080617,NA,Cluster 1  |  n = 1659,t1
20080504080619,NA,Cluster 2  |  n = 442,t1
20080504080620,NA,Cluster 2  |  n = 442,t1
20080504080622,NA,Cluster 1  |  n = 1659,t1
20080504080634,NA,Cluster 4  |  n = 1081,t1
20080504080638,NA,Cluster 4  |  n = 1081,t1
20080504080639,NA,Cluster 3  |  n = 144,t1
20080504080640,NA,Cluster 1  |  n = 1659,t1
20080504080642,NA,Cluster 1  |  n = 1659,t1
20080504080645,NA,Cluster 3  |  n = 144,t1
20080504080660,NA,Cluster 2  |  n = 442,t1
20080504080664,NA,Cluster 1  |  n = 1659,t1
20080504080674,NA,Cluster 4  |  n = 1081,t1
20080504080678,NA,Cluster 4  |  n = 1081,t1
20080504080679,NA,Cluster 4  |  n = 1081,t1
20080504080687,NA,Cluster 1  |  n = 1659,t1
20080504080688,NA,Cluster 2  |  n = 442,t1
20080504080698,NA,Cluster 2  |  n = 442,t1
20080504080708,NA,Cluster 2  |  n = 442,t1
20080504080722,NA,Cluster 1  |  n = 1659,t1
20080504080723,NA,Cluster 2  |  n = 442,t1
20080504080726,NA,Cluster 1  |  n = 1659,t1
20080504080727,NA,Cluster 4  |  n = 1081,t1
20080504080728,NA,Cluster 3  |  n = 144,t1
20080504080737,NA,Cluster 4  |  n = 1081,t1
20080504080753,NA,Cluster 2  |  n = 442,t1
20080504080759,NA,Cluster 4  |  n = 1081,t1
20080504080767,NA,Cluster 4  |  n = 1081,t1
20080504080782,NA,Cluster 4  |  n = 1081,t1
20080504080786,NA,Cluster 4  |  n = 1081,t1
20080504080790,NA,Cluster 1  |  n = 1659,t1
20080504080801,NA,Cluster 3  |  n = 144,t1
20080504080807,NA,Cluster 1  |  n = 1659,t1
20080504080820,NA,Cluster 4  |  n = 1081,t1
20080504080827,NA,Cluster 2  |  n = 442,t1
20080504080835,NA,Cluster 4  |  n = 1081,t1
20080504080838,NA,Cluster 4  |  n = 1081,t1
20080504080839,NA,Cluster 1  |  n = 1659,t1
20080504080848,NA,Cluster 1  |  n = 1659,t1
20080504080851,NA,Cluster 4  |  n = 1081,t1
20080504080855,NA,Cluster 1  |  n = 1659,t1
20080504080856,NA,Cluster 4  |  n = 1081,t1
20080504080857,NA,Cluster 1  |  n = 1659,t1
20080504080858,NA,Cluster 4  |  n = 1081,t1
20080504080872,NA,Cluster 1  |  n = 1659,t1
20080504080879,NA,Cluster 1  |  n = 1659,t1
20080504080880,NA,Cluster 3  |  n = 144,t1
20080504080891,NA,Cluster 2  |  n = 442,t1
20080504080895,NA,Cluster 4  |  n = 1081,t1
20080504080902,NA,Cluster 4  |  n = 1081,t1
20080504080925,NA,Cluster 4  |  n = 1081,t1
20080504080929,NA,Cluster 2  |  n = 442,t1
20080504080934,NA,Cluster 1  |  n = 1659,t1
20080504080936,NA,Cluster 4  |  n = 1081,t1
20080504080943,NA,Cluster 4  |  n = 1081,t1
20080504080952,NA,Cluster 4  |  n = 1081,t1
20080504080957,NA,Cluster 1  |  n = 1659,t1
20080504080969,NA,Cluster 2  |  n = 442,t1
20080504080972,NA,Cluster 1  |  n = 1659,t1
20080504080975,NA,Cluster 4  |  n = 1081,t1
20080504080976,NA,Cluster 4  |  n = 1081,t1
20080504080993,NA,Cluster 4  |  n = 1081,t1
20080504080995,NA,Cluster 2  |  n = 442,t1
20080504080997,NA,Cluster 2  |  n = 442,t1
20080504081001,NA,Cluster 1  |  n = 1659,t1
20080504081013,NA,Cluster 1  |  n = 1659,t1
20080504081014,NA,Cluster 1  |  n = 1659,t1
20080504081025,NA,Cluster 1  |  n = 1659,t1
20080504081029,NA,Cluster 4  |  n = 1081,t1
20080504081031,NA,Cluster 4  |  n = 1081,t1
20080504081032,NA,Cluster 3  |  n = 144,t1
20080504081046,NA,Cluster 1  |  n = 1659,t1
20080504081047,NA,Cluster 4  |  n = 1081,t1
20080504081055,NA,Cluster 1  |  n = 1659,t1
20080504081065,NA,Cluster 4  |  n = 1081,t1
20080504081073,NA,Cluster 4  |  n = 1081,t1
20080504081077,NA,Cluster 1  |  n = 1659,t1
20080504081078,NA,Cluster 2  |  n = 442,t1
20080504081093,NA,Cluster 1  |  n = 1659,t1
20080504081098,NA,Cluster 1  |  n = 1659,t1
20080504081102,NA,Cluster 1  |  n = 1659,t1
20080504081125,NA,Cluster 4  |  n = 1081,t1
20080504081129,NA,Cluster 4  |  n = 1081,t1
20080504081133,NA,Cluster 4  |  n = 1081,t1
20080504081138,NA,Cluster 1  |  n = 1659,t1
20080504081144,NA,Cluster 1  |  n = 1659,t1
20080504081156,NA,Cluster 1  |  n = 1659,t1
20080504081169,NA,Cluster 4  |  n = 1081,t1
20080504081174,NA,Cluster 1  |  n = 1659,t1
20080504081185,NA,Cluster 4  |  n = 1081,t1
20080504081197,NA,Cluster 1  |  n = 1659,t1
20080504081201,NA,Cluster 4  |  n = 1081,t1
20080504081204,NA,Cluster 4  |  n = 1081,t1
20080504081208,NA,Cluster 1  |  n = 1659,t1
20080504081222,NA,Cluster 4  |  n = 1081,t1
20080504081229,NA,Cluster 4  |  n = 1081,t1
20080504081233,NA,Cluster 1  |  n = 1659,t1
20080504081246,NA,Cluster 2  |  n = 442,t1
20080504081253,NA,Cluster 1  |  n = 1659,t1
20080504081258,NA,Cluster 1  |  n = 1659,t1
20080504081275,NA,Cluster 4  |  n = 1081,t1
20080504081276,NA,Cluster 1  |  n = 1659,t1
20080504081279,NA,Cluster 1  |  n = 1659,t1
20080504081294,NA,Cluster 1  |  n = 1659,t1
20080504081302,NA,Cluster 1  |  n = 1659,t1
20080504081326,NA,Cluster 1  |  n = 1659,t1
20080504081332,NA,Cluster 1  |  n = 1659,t1
20080504081338,NA,Cluster 4  |  n = 1081,t1
20080504081339,NA,Cluster 1  |  n = 1659,t1
20080504081358,NA,Cluster 1  |  n = 1659,t1
20080504081360,NA,Cluster 1  |  n = 1659,t1
20080504081373,NA,Cluster 2  |  n = 442,t1
20080504081377,NA,Cluster 3  |  n = 144,t1
20080504081390,NA,Cluster 2  |  n = 442,t1
20080504081393,NA,Cluster 2  |  n = 442,t1
20080504081400,NA,Cluster 3  |  n = 144,t1
20080504081409,NA,Cluster 2  |  n = 442,t1
20080504081415,NA,Cluster 1  |  n = 1659,t1
20080504081420,NA,Cluster 1  |  n = 1659,t1
20080504081421,NA,Cluster 1  |  n = 1659,t1
20080504081425,NA,Cluster 1  |  n = 1659,t1
20080504081426,NA,Cluster 4  |  n = 1081,t1
20080504081430,NA,Cluster 3  |  n = 144,t1
20080504081432,NA,Cluster 1  |  n = 1659,t1
20080504081438,NA,Cluster 3  |  n = 144,t1
20080504081446,NA,Cluster 4  |  n = 1081,t1
20080504081450,NA,Cluster 1  |  n = 1659,t1
20080504081454,NA,Cluster 4  |  n = 1081,t1
20080504081455,NA,Cluster 1  |  n = 1659,t1
20080504081465,NA,Cluster 1  |  n = 1659,t1
20080504081475,NA,Cluster 4  |  n = 1081,t1
20080504081490,NA,Cluster 1  |  n = 1659,t1
20080504081493,NA,Cluster 1  |  n = 1659,t1
20080504081494,NA,Cluster 1  |  n = 1659,t1
20080504081508,NA,Cluster 4  |  n = 1081,t1
20080504081515,NA,Cluster 1  |  n = 1659,t1
20080504081519,NA,Cluster 1  |  n = 1659,t1
20080504081532,NA,Cluster 4  |  n = 1081,t1
20080504081537,NA,Cluster 1  |  n = 1659,t1
20080504081551,NA,Cluster 2  |  n = 442,t1
20080504081563,NA,Cluster 4  |  n = 1081,t1
20080504081576,NA,Cluster 2  |  n = 442,t1
20080504081582,NA,Cluster 1  |  n = 1659,t1
20080504081584,NA,Cluster 4  |  n = 1081,t1
20080504081593,NA,Cluster 1  |  n = 1659,t1
20080504081599,NA,Cluster 1  |  n = 1659,t1
20080504081600,NA,Cluster 4  |  n = 1081,t1
20080504081602,NA,Cluster 2  |  n = 442,t1
20080504081605,NA,Cluster 1  |  n = 1659,t1
20080504081617,NA,Cluster 4  |  n = 1081,t1
