t1,t2,n
Cluster 1,Cluster 1,1460
Cluster 2,Cluster 1,123
Cluster 3,Cluster 1,18
Cluster 4,Cluster 1,277
Cluster 1,Cluster 2,120
Cluster 2,Cluster 2,213
Cluster 3,Cluster 2,18
Cluster 4,Cluster 2,92
Cluster 1,Cluster 3,19
Cluster 2,Cluster 3,22
Cluster 3,Cluster 3,58
Cluster 4,Cluster 3,53
Cluster 1,Cluster 4,238
Cluster 2,Cluster 4,91
Cluster 3,Cluster 4,67
Cluster 4,Cluster 4,1038
