ID,pair_id,cluster,time
20190101190031,1,Cluster 2  | n =  1627,t1
20190101190057,2,Cluster 1  | n =  2087,t1
20190101190107,3,Cluster 3  | n =  564,t1
20190101190565,4,Cluster 1  | n =  2087,t1
20190101190654,5,Cluster 2  | n =  1627,t1
20190101190703,6,Cluster 1  | n =  2087,t1
20190101190725,7,Cluster 2  | n =  1627,t1
20190101190757,8,Cluster 1  | n =  2087,t1
20190101190760,9,Cluster 2  | n =  1627,t1
20190101190790,10,Cluster 2  | n =  1627,t1
20190101190802,11,Cluster 1  | n =  2087,t1
20190101190827,12,Cluster 2  | n =  1627,t1
20190101190855,13,Cluster 2  | n =  1627,t1
20190101190877,14,Cluster 2  | n =  1627,t1
20190101190912,15,Cluster 1  | n =  2087,t1
20190101190950,16,Cluster 3  | n =  564,t1
20190101190993,17,Cluster 2  | n =  1627,t1
20190101191026,18,Cluster 2  | n =  1627,t1
20190101191042,19,Cluster 1  | n =  2087,t1
20190101191192,20,Cluster 1  | n =  2087,t1
20190101191258,21,Cluster 1  | n =  2087,t1
20190101191314,22,Cluster 1  | n =  2087,t1
20190101191420,23,Cluster 2  | n =  1627,t1
20190101191442,24,Cluster 1  | n =  2087,t1
20190101191477,25,Cluster 1  | n =  2087,t1
20190101191547,26,Cluster 2  | n =  1627,t1
20190101191632,27,Cluster 3  | n =  564,t1
20190101191681,28,Cluster 2  | n =  1627,t1
20190101191748,29,Cluster 2  | n =  1627,t1
20190101191878,30,Cluster 2  | n =  1627,t1
20190101191892,31,Cluster 3  | n =  564,t1
20190101191903,32,Cluster 2  | n =  1627,t1
20190101191934,33,Cluster 3  | n =  564,t1
20190101191955,34,Cluster 3  | n =  564,t1
20190101192000,35,Cluster 2  | n =  1627,t1
20190101192011,36,Cluster 2  | n =  1627,t1
20190101192038,37,Cluster 3  | n =  564,t1
20190101192120,38,Cluster 1  | n =  2087,t1
20190101192121,39,Cluster 1  | n =  2087,t1
20190101192137,40,Cluster 1  | n =  2087,t1
20190101192143,41,Cluster 3  | n =  564,t1
20190101192161,42,Cluster 3  | n =  564,t1
20190101192173,43,Cluster 1  | n =  2087,t1
20190101192195,44,Cluster 3  | n =  564,t1
20190101192202,45,Cluster 2  | n =  1627,t1
20190101192316,46,Cluster 1  | n =  2087,t1
20190101192325,47,Cluster 1  | n =  2087,t1
20190101192460,49,Cluster 1  | n =  2087,t1
20190101192482,50,Cluster 1  | n =  2087,t1
20190101192485,51,Cluster 2  | n =  1627,t1
20190101192504,52,Cluster 2  | n =  1627,t1
20190110180684,53,Cluster 2  | n =  1627,t1
20190111180093,54,Cluster 2  | n =  1627,t1
20190111180126,55,Cluster 2  | n =  1627,t1
20190111180540,56,Cluster 1  | n =  2087,t1
20190111180550,57,Cluster 2  | n =  1627,t1
20190111180558,59,Cluster 1  | n =  2087,t1
20190111180579,60,Cluster 1  | n =  2087,t1
20190111180586,61,Cluster 2  | n =  1627,t1
20190111180624,62,Cluster 1  | n =  2087,t1
20190111180643,63,Cluster 3  | n =  564,t1
20190111180731,64,Cluster 1  | n =  2087,t1
20190111180814,65,Cluster 1  | n =  2087,t1
20190111180816,66,Cluster 1  | n =  2087,t1
20190111180895,67,Cluster 3  | n =  564,t1
20190111180960,68,Cluster 2  | n =  1627,t1
20190111181048,69,Cluster 3  | n =  564,t1
20190111181072,70,Cluster 1  | n =  2087,t1
20190111181097,71,Cluster 1  | n =  2087,t1
20190111181119,72,Cluster 2  | n =  1627,t1
20190111181171,73,Cluster 1  | n =  2087,t1
20190111181206,74,Cluster 1  | n =  2087,t1
20190111181289,75,Cluster 1  | n =  2087,t1
20190111181404,76,Cluster 2  | n =  1627,t1
20190111181418,77,Cluster 1  | n =  2087,t1
20190111181436,78,Cluster 1  | n =  2087,t1
20190111181460,79,Cluster 3  | n =  564,t1
20190111181490,80,Cluster 1  | n =  2087,t1
20190111181507,81,Cluster 2  | n =  1627,t1
20190111181607,82,Cluster 2  | n =  1627,t1
20190111181608,83,Cluster 1  | n =  2087,t1
20190111181610,84,Cluster 2  | n =  1627,t1
20190111181649,85,Cluster 1  | n =  2087,t1
20190111181682,86,Cluster 1  | n =  2087,t1
20190111181693,87,Cluster 1  | n =  2087,t1
20190111181712,88,Cluster 2  | n =  1627,t1
20190111181740,89,Cluster 1  | n =  2087,t1
20190111181744,90,Cluster 2  | n =  1627,t1
20190111181750,91,Cluster 1  | n =  2087,t1
20190111181772,92,Cluster 1  | n =  2087,t1
20190111181834,93,Cluster 3  | n =  564,t1
20190111181844,94,Cluster 2  | n =  1627,t1
20190111181869,95,Cluster 2  | n =  1627,t1
20190111181881,96,Cluster 3  | n =  564,t1
20190111181893,97,Cluster 1  | n =  2087,t1
20190111181914,98,Cluster 1  | n =  2087,t1
20190111181962,99,Cluster 2  | n =  1627,t1
20190111182001,100,Cluster 3  | n =  564,t1
20190111182007,101,Cluster 2  | n =  1627,t1
20190111182011,102,Cluster 2  | n =  1627,t1
20190111182032,103,Cluster 1  | n =  2087,t1
20190111182039,104,Cluster 1  | n =  2087,t1
20190111182043,105,Cluster 1  | n =  2087,t1
20190111182045,106,Cluster 1  | n =  2087,t1
20190111182050,107,Cluster 1  | n =  2087,t1
20190111182106,108,Cluster 2  | n =  1627,t1
20190111182202,110,Cluster 2  | n =  1627,t1
20190111182254,111,Cluster 2  | n =  1627,t1
20190111182266,112,Cluster 1  | n =  2087,t1
20190111182267,113,Cluster 1  | n =  2087,t1
20190111182275,114,Cluster 2  | n =  1627,t1
20190111182284,115,Cluster 1  | n =  2087,t1
20190111182298,116,Cluster 1  | n =  2087,t1
20190111182330,117,Cluster 3  | n =  564,t1
20190111182364,118,Cluster 1  | n =  2087,t1
20190111182409,119,Cluster 2  | n =  1627,t1
20190111182433,120,Cluster 1  | n =  2087,t1
20190111182457,121,Cluster 2  | n =  1627,t1
20190111182460,122,Cluster 3  | n =  564,t1
20190111182463,123,Cluster 2  | n =  1627,t1
20190111182486,124,Cluster 2  | n =  1627,t1
20190111182511,125,Cluster 1  | n =  2087,t1
20190112180003,126,Cluster 2  | n =  1627,t1
20190112180009,127,Cluster 2  | n =  1627,t1
20190112180017,128,Cluster 1  | n =  2087,t1
20190112180043,129,Cluster 2  | n =  1627,t1
20190112180058,130,Cluster 1  | n =  2087,t1
20190112180084,131,Cluster 1  | n =  2087,t1
20190112180087,132,Cluster 2  | n =  1627,t1
20190112180088,133,Cluster 1  | n =  2087,t1
20190112180092,134,Cluster 1  | n =  2087,t1
