t1,t2,n
Cluster 1,Cluster 1,1693
Cluster 2,Cluster 1,253
Cluster 3,Cluster 1,124
Cluster 1,Cluster 2,123
Cluster 2,Cluster 2,679
Cluster 3,Cluster 2,142
Cluster 1,Cluster 3,72
Cluster 2,Cluster 3,232
Cluster 3,Cluster 3,70
Cluster 1,Cluster unmatched 1,180
Cluster 2,Cluster unmatched 1,423
Cluster 3,Cluster unmatched 1,179
Cluster 1,Cluster unmatched 2,19
Cluster 2,Cluster unmatched 2,40
Cluster 3,Cluster unmatched 2,49
