t1,t2,n
Cluster 1,Cluster 1,1924
Cluster 2,Cluster 1,176
Cluster 3,Cluster 1,37
Cluster 4,Cluster 1,267
Cluster 1,Cluster 2,166
Cluster 2,Cluster 2,296
Cluster 3,Cluster 2,21
Cluster 4,Cluster 2,86
Cluster 1,Cluster 3,38
Cluster 2,Cluster 3,19
Cluster 3,Cluster 3,120
Cluster 4,Cluster 3,80
Cluster 1,Cluster 4,374
Cluster 2,Cluster 4,126
Cluster 3,Cluster 4,70
Cluster 4,Cluster 4,1141
