ID,pair_id,cluster,time
20120101120068,NA,Cluster 2  | n =  1105,t1
20120111111323,NA,Cluster 1  | n =  2807,t1
20120111111328,NA,Cluster 4  | n =  1634,t1
20120111111363,NA,Cluster 4  | n =  1634,t1
20120111111395,NA,Cluster 2  | n =  1105,t1
20120111111427,NA,Cluster 1  | n =  2807,t1
20120111111458,NA,Cluster 4  | n =  1634,t1
20120111111464,NA,Cluster 3  | n =  245,t1
20120111111468,NA,Cluster 2  | n =  1105,t1
20120111111499,NA,Cluster 1  | n =  2807,t1
20120111111508,NA,Cluster 1  | n =  2807,t1
20120111111547,NA,Cluster 4  | n =  1634,t1
20120111111554,NA,Cluster 3  | n =  245,t1
20120111111575,NA,Cluster 4  | n =  1634,t1
20120111111591,NA,Cluster 1  | n =  2807,t1
20120111111600,NA,Cluster 4  | n =  1634,t1
20120111111607,NA,Cluster 1  | n =  2807,t1
20120111111615,NA,Cluster 4  | n =  1634,t1
20120111111648,NA,Cluster 1  | n =  2807,t1
20120111111689,NA,Cluster 1  | n =  2807,t1
20120111111697,NA,Cluster 1  | n =  2807,t1
20120111111716,NA,Cluster 3  | n =  245,t1
20120111111760,NA,Cluster 1  | n =  2807,t1
20120111111773,NA,Cluster 1  | n =  2807,t1
20120111111799,NA,Cluster 1  | n =  2807,t1
20120111111821,NA,Cluster 1  | n =  2807,t1
20120111111827,NA,Cluster 1  | n =  2807,t1
20120111111858,NA,Cluster 1  | n =  2807,t1
20120111111921,NA,Cluster 2  | n =  1105,t1
20120111111953,NA,Cluster 4  | n =  1634,t1
20120111111988,NA,Cluster 1  | n =  2807,t1
20120111111990,NA,Cluster 4  | n =  1634,t1
20120111112005,NA,Cluster 1  | n =  2807,t1
20120111112012,NA,Cluster 2  | n =  1105,t1
20120111112027,NA,Cluster 4  | n =  1634,t1
20120111112044,NA,Cluster 1  | n =  2807,t1
20120111112056,NA,Cluster 4  | n =  1634,t1
20120111112066,NA,Cluster 1  | n =  2807,t1
20120111112115,NA,Cluster 1  | n =  2807,t1
20120111112136,NA,Cluster 4  | n =  1634,t1
20120111112173,NA,Cluster 1  | n =  2807,t1
20120111112217,NA,Cluster 1  | n =  2807,t1
20120111112219,NA,Cluster 2  | n =  1105,t1
20120111112224,NA,Cluster 1  | n =  2807,t1
20120111112245,NA,Cluster 2  | n =  1105,t1
20120111112266,NA,Cluster 2  | n =  1105,t1
20120111112267,NA,Cluster 1  | n =  2807,t1
20120111112275,NA,Cluster 2  | n =  1105,t1
20120111112318,NA,Cluster 2  | n =  1105,t1
20120111112328,NA,Cluster 1  | n =  2807,t1
20120111112338,NA,Cluster 2  | n =  1105,t1
20120111112370,NA,Cluster 4  | n =  1634,t1
20120111112394,NA,Cluster 3  | n =  245,t1
20120111112432,NA,Cluster 1  | n =  2807,t1
20120111112451,NA,Cluster 3  | n =  245,t1
20120112110006,NA,Cluster 1  | n =  2807,t1
20120112110007,NA,Cluster 4  | n =  1634,t1
20120112110051,NA,Cluster 2  | n =  1105,t1
20120112110054,NA,Cluster 4  | n =  1634,t1
20120112110063,NA,Cluster 2  | n =  1105,t1
20120112110090,NA,Cluster 1  | n =  2807,t1
20120112110102,NA,Cluster 1  | n =  2807,t1
20120112110108,NA,Cluster 2  | n =  1105,t1
20120112110113,NA,Cluster 1  | n =  2807,t1
20120112110118,NA,Cluster 4  | n =  1634,t1
20120112110121,NA,Cluster 2  | n =  1105,t1
20120112110131,NA,Cluster 1  | n =  2807,t1
20120112110142,NA,Cluster 4  | n =  1634,t1
20120112110158,NA,Cluster 1  | n =  2807,t1
20120112110164,NA,Cluster 2  | n =  1105,t1
20120112110508,NA,Cluster 4  | n =  1634,t1
20120112110511,NA,Cluster 2  | n =  1105,t1
20120112110513,NA,Cluster 2  | n =  1105,t1
20120112110514,NA,Cluster 2  | n =  1105,t1
20120112110521,NA,Cluster 4  | n =  1634,t1
20120112110522,NA,Cluster 1  | n =  2807,t1
20120112110526,NA,Cluster 4  | n =  1634,t1
20120112110534,NA,Cluster 1  | n =  2807,t1
20120112110535,NA,Cluster 1  | n =  2807,t1
20120112110537,NA,Cluster 1  | n =  2807,t1
20120112110538,NA,Cluster 2  | n =  1105,t1
20120112110545,NA,Cluster 2  | n =  1105,t1
20120112110546,NA,Cluster 4  | n =  1634,t1
20120112110551,NA,Cluster 1  | n =  2807,t1
20120112110552,NA,Cluster 4  | n =  1634,t1
20120112110556,NA,Cluster 4  | n =  1634,t1
20120112110563,NA,Cluster 4  | n =  1634,t1
20120112110579,NA,Cluster 2  | n =  1105,t1
20120112110580,NA,Cluster 1  | n =  2807,t1
20120112110587,NA,Cluster 2  | n =  1105,t1
20120112110592,NA,Cluster 1  | n =  2807,t1
20120112110594,NA,Cluster 2  | n =  1105,t1
20120112110597,NA,Cluster 1  | n =  2807,t1
20120112110606,NA,Cluster 1  | n =  2807,t1
20120112110613,NA,Cluster 1  | n =  2807,t1
20120112110616,NA,Cluster 4  | n =  1634,t1
20120112110622,NA,Cluster 4  | n =  1634,t1
20120112110632,NA,Cluster 1  | n =  2807,t1
20120112110634,NA,Cluster 1  | n =  2807,t1
20120112110636,NA,Cluster 4  | n =  1634,t1
20120112110638,NA,Cluster 4  | n =  1634,t1
20120112110644,NA,Cluster 2  | n =  1105,t1
20120112110652,NA,Cluster 4  | n =  1634,t1
20120112110669,NA,Cluster 1  | n =  2807,t1
20120112110677,NA,Cluster 3  | n =  245,t1
20120112110680,NA,Cluster 2  | n =  1105,t1
20120112110687,NA,Cluster 4  | n =  1634,t1
20120112110688,NA,Cluster 1  | n =  2807,t1
20120112110691,NA,Cluster 1  | n =  2807,t1
20120112110698,NA,Cluster 4  | n =  1634,t1
20120112110714,NA,Cluster 1  | n =  2807,t1
20120112110715,NA,Cluster 2  | n =  1105,t1
20120112110731,NA,Cluster 4  | n =  1634,t1
20120112110736,NA,Cluster 1  | n =  2807,t1
20120112110738,NA,Cluster 1  | n =  2807,t1
20120112110744,NA,Cluster 1  | n =  2807,t1
20120112110748,NA,Cluster 1  | n =  2807,t1
20120112110750,NA,Cluster 1  | n =  2807,t1
20120112110759,NA,Cluster 1  | n =  2807,t1
20120112110766,NA,Cluster 4  | n =  1634,t1
20120112110768,NA,Cluster 2  | n =  1105,t1
20120112110775,NA,Cluster 4  | n =  1634,t1
20120112110785,NA,Cluster 4  | n =  1634,t1
20120112110786,NA,Cluster 4  | n =  1634,t1
20120112110787,NA,Cluster 1  | n =  2807,t1
20120112110794,NA,Cluster 1  | n =  2807,t1
20120112110803,NA,Cluster 1  | n =  2807,t1
20120112110810,NA,Cluster 1  | n =  2807,t1
20120112110820,NA,Cluster 1  | n =  2807,t1
20120112110832,NA,Cluster 1  | n =  2807,t1
20120112110836,NA,Cluster 1  | n =  2807,t1
20120112110839,NA,Cluster 1  | n =  2807,t1
20120112110841,NA,Cluster 4  | n =  1634,t1
20120112110849,NA,Cluster 3  | n =  245,t1
20120112110850,NA,Cluster 4  | n =  1634,t1
20120112110856,NA,Cluster 1  | n =  2807,t1
20120112110858,NA,Cluster 2  | n =  1105,t1
20120112110859,NA,Cluster 2  | n =  1105,t1
20120112110876,NA,Cluster 2  | n =  1105,t1
20120112110878,NA,Cluster 1  | n =  2807,t1
20120112110891,NA,Cluster 2  | n =  1105,t1
20120112110894,NA,Cluster 4  | n =  1634,t1
20120112110896,NA,Cluster 1  | n =  2807,t1
20120112110903,NA,Cluster 1  | n =  2807,t1
20120112110904,NA,Cluster 3  | n =  245,t1
20120112110908,NA,Cluster 3  | n =  245,t1
20120112110916,NA,Cluster 4  | n =  1634,t1
20120112110923,NA,Cluster 4  | n =  1634,t1
20120112110925,NA,Cluster 1  | n =  2807,t1
20120112110944,NA,Cluster 1  | n =  2807,t1
20120112110945,NA,Cluster 2  | n =  1105,t1
20120112110952,NA,Cluster 4  | n =  1634,t1
20120112110967,NA,Cluster 2  | n =  1105,t1
20120112110970,NA,Cluster 4  | n =  1634,t1
20120112110973,NA,Cluster 1  | n =  2807,t1
20120112110984,NA,Cluster 1  | n =  2807,t1
20120112110985,NA,Cluster 1  | n =  2807,t1
20120112110990,NA,Cluster 1  | n =  2807,t1
20120112110992,NA,Cluster 1  | n =  2807,t1
20120112110993,NA,Cluster 4  | n =  1634,t1
20120112111015,NA,Cluster 4  | n =  1634,t1
20120112111026,NA,Cluster 1  | n =  2807,t1
20120112111028,NA,Cluster 4  | n =  1634,t1
20120112111036,NA,Cluster 3  | n =  245,t1
20120112111037,NA,Cluster 2  | n =  1105,t1
20120112111041,NA,Cluster 4  | n =  1634,t1
20120112111046,NA,Cluster 1  | n =  2807,t1
20120112111047,NA,Cluster 4  | n =  1634,t1
20120112111058,NA,Cluster 1  | n =  2807,t1
20120112111061,NA,Cluster 1  | n =  2807,t1
20120112111065,NA,Cluster 4  | n =  1634,t1
20120112111066,NA,Cluster 2  | n =  1105,t1
20120112111072,NA,Cluster 1  | n =  2807,t1
20120112111073,NA,Cluster 1  | n =  2807,t1
20120112111079,NA,Cluster 1  | n =  2807,t1
20120112111089,NA,Cluster 1  | n =  2807,t1
20120112111105,NA,Cluster 1  | n =  2807,t1
20120112111106,NA,Cluster 2  | n =  1105,t1
20120112111115,NA,Cluster 4  | n =  1634,t1
20120112111132,NA,Cluster 3  | n =  245,t1
20120112111138,NA,Cluster 1  | n =  2807,t1
20120112111141,NA,Cluster 4  | n =  1634,t1
20120112111166,NA,Cluster 2  | n =  1105,t1
20120112111167,NA,Cluster 1  | n =  2807,t1
20120112111198,NA,Cluster 1  | n =  2807,t1
20120112111208,NA,Cluster 4  | n =  1634,t1
20120112111221,NA,Cluster 1  | n =  2807,t1
20120112111226,NA,Cluster 1  | n =  2807,t1
20120112111229,NA,Cluster 1  | n =  2807,t1
20120112111232,NA,Cluster 1  | n =  2807,t1
20120112111237,NA,Cluster 3  | n =  245,t1
20120112111239,NA,Cluster 4  | n =  1634,t1
20120112111245,NA,Cluster 2  | n =  1105,t1
20120112111246,NA,Cluster 1  | n =  2807,t1
20120112111251,NA,Cluster 4  | n =  1634,t1
20120112111252,NA,Cluster 4  | n =  1634,t1
20120112111260,NA,Cluster 1  | n =  2807,t1
20120112111272,NA,Cluster 1  | n =  2807,t1
20120112111283,NA,Cluster 4  | n =  1634,t1
20120112111291,NA,Cluster 1  | n =  2807,t1
20120112111296,NA,Cluster 2  | n =  1105,t1
20120112111308,NA,Cluster 2  | n =  1105,t1
20120112111312,NA,Cluster 1  | n =  2807,t1
20120112111319,NA,Cluster 1  | n =  2807,t1
20120112111322,NA,Cluster 4  | n =  1634,t1
20120112111325,NA,Cluster 1  | n =  2807,t1
20120112111333,NA,Cluster 4  | n =  1634,t1
20120112111337,NA,Cluster 1  | n =  2807,t1
20120112111342,NA,Cluster 2  | n =  1105,t1
20120112111344,NA,Cluster 4  | n =  1634,t1
20120112111348,NA,Cluster 1  | n =  2807,t1
20120112111353,NA,Cluster 1  | n =  2807,t1
20120112111356,NA,Cluster 3  | n =  245,t1
20120112111360,NA,Cluster 1  | n =  2807,t1
20120112111391,NA,Cluster 1  | n =  2807,t1
20120112111392,NA,Cluster 1  | n =  2807,t1
20120112111394,NA,Cluster 3  | n =  245,t1
20120112111395,NA,Cluster 1  | n =  2807,t1
20120112111399,NA,Cluster 2  | n =  1105,t1
20120112111410,NA,Cluster 2  | n =  1105,t1
20120112111413,NA,Cluster 4  | n =  1634,t1
20120112111418,NA,Cluster 1  | n =  2807,t1
20120112111430,NA,Cluster 4  | n =  1634,t1
20120112111442,NA,Cluster 4  | n =  1634,t1
20120112111446,NA,Cluster 1  | n =  2807,t1
20120112111448,NA,Cluster 1  | n =  2807,t1
20120112111452,NA,Cluster 1  | n =  2807,t1
20120112111461,NA,Cluster 1  | n =  2807,t1
20120112111462,NA,Cluster 3  | n =  245,t1
20120112111469,NA,Cluster 4  | n =  1634,t1
20120112111478,NA,Cluster 1  | n =  2807,t1
20120112111490,NA,Cluster 1  | n =  2807,t1
20120112111499,NA,Cluster 1  | n =  2807,t1
20120112111512,NA,Cluster 4  | n =  1634,t1
20120112111513,NA,Cluster 1  | n =  2807,t1
20120112111517,NA,Cluster 4  | n =  1634,t1
20120112111521,NA,Cluster 4  | n =  1634,t1
20120112111529,NA,Cluster 1  | n =  2807,t1
20120112111531,NA,Cluster 3  | n =  245,t1
20120112111539,NA,Cluster 1  | n =  2807,t1
20120112111548,NA,Cluster 1  | n =  2807,t1
20120112111551,NA,Cluster 4  | n =  1634,t1
20120112111560,NA,Cluster 4  | n =  1634,t1
20120112111562,NA,Cluster 1  | n =  2807,t1
20120112111563,NA,Cluster 3  | n =  245,t1
20120112111567,NA,Cluster 2  | n =  1105,t1
20120112111579,NA,Cluster 1  | n =  2807,t1
20120112111584,NA,Cluster 1  | n =  2807,t1
20120112111588,NA,Cluster 2  | n =  1105,t1
20120112111590,NA,Cluster 4  | n =  1634,t1
20120112111598,NA,Cluster 1  | n =  2807,t1
20120112111599,NA,Cluster 1  | n =  2807,t1
20120112111602,NA,Cluster 1  | n =  2807,t1
20120112111608,NA,Cluster 4  | n =  1634,t1
20120112111609,NA,Cluster 4  | n =  1634,t1
20120112111611,NA,Cluster 2  | n =  1105,t1
20120112111616,NA,Cluster 2  | n =  1105,t1
20120112111621,NA,Cluster 2  | n =  1105,t1
20120112111623,NA,Cluster 1  | n =  2807,t1
20120112111633,NA,Cluster 4  | n =  1634,t1
20120112111636,NA,Cluster 2  | n =  1105,t1
20120112111637,NA,Cluster 1  | n =  2807,t1
20120112111638,NA,Cluster 1  | n =  2807,t1
20120112111645,NA,Cluster 4  | n =  1634,t1
20120112111656,NA,Cluster 1  | n =  2807,t1
20120112111669,NA,Cluster 1  | n =  2807,t1
20120112111677,NA,Cluster 1  | n =  2807,t1
20120112111679,NA,Cluster 1  | n =  2807,t1
20120112111686,NA,Cluster 4  | n =  1634,t1
20120112111688,NA,Cluster 1  | n =  2807,t1
20120112111692,NA,Cluster 2  | n =  1105,t1
20120112111696,NA,Cluster 1  | n =  2807,t1
20120112111708,NA,Cluster 1  | n =  2807,t1
20120112111709,NA,Cluster 1  | n =  2807,t1
20120112111716,NA,Cluster 1  | n =  2807,t1
20120112111723,NA,Cluster 1  | n =  2807,t1
20120112111729,NA,Cluster 1  | n =  2807,t1
20120112111732,NA,Cluster 1  | n =  2807,t1
20120112111735,NA,Cluster 1  | n =  2807,t1
20120112111745,NA,Cluster 4  | n =  1634,t1
20120112111751,NA,Cluster 1  | n =  2807,t1
20120112111752,NA,Cluster 1  | n =  2807,t1
20120112111753,NA,Cluster 1  | n =  2807,t1
20120112111759,NA,Cluster 2  | n =  1105,t1
20120112111762,NA,Cluster 1  | n =  2807,t1
20120112111765,NA,Cluster 1  | n =  2807,t1
20120112111766,NA,Cluster 4  | n =  1634,t1
20120112111767,NA,Cluster 1  | n =  2807,t1
20120112111776,NA,Cluster 4  | n =  1634,t1
20120112111784,NA,Cluster 4  | n =  1634,t1
20120112111789,NA,Cluster 1  | n =  2807,t1
20120112111804,NA,Cluster 1  | n =  2807,t1
20120112111807,NA,Cluster 4  | n =  1634,t1
20120112111808,NA,Cluster 1  | n =  2807,t1
20120112111810,NA,Cluster 1  | n =  2807,t1
20120112111811,NA,Cluster 4  | n =  1634,t1
20120112111812,NA,Cluster 4  | n =  1634,t1
20120112111814,NA,Cluster 1  | n =  2807,t1
20120112111815,NA,Cluster 1  | n =  2807,t1
20120112111824,NA,Cluster 1  | n =  2807,t1
20120112111837,NA,Cluster 1  | n =  2807,t1
20120112111839,NA,Cluster 4  | n =  1634,t1
20120112111840,NA,Cluster 1  | n =  2807,t1
20120112111841,NA,Cluster 2  | n =  1105,t1
20120112111851,NA,Cluster 3  | n =  245,t1
20120112111865,NA,Cluster 1  | n =  2807,t1
20120112111868,NA,Cluster 3  | n =  245,t1
20120112111869,NA,Cluster 3  | n =  245,t1
20120112111870,NA,Cluster 4  | n =  1634,t1
20120112111876,NA,Cluster 4  | n =  1634,t1
20120112111879,NA,Cluster 2  | n =  1105,t1
20120112111896,NA,Cluster 1  | n =  2807,t1
20120112111905,NA,Cluster 1  | n =  2807,t1
20120112111910,NA,Cluster 1  | n =  2807,t1
20120112111912,NA,Cluster 4  | n =  1634,t1
20120112111914,NA,Cluster 1  | n =  2807,t1
20120112111915,NA,Cluster 1  | n =  2807,t1
20120112111916,NA,Cluster 4  | n =  1634,t1
20120112111919,NA,Cluster 2  | n =  1105,t1
20120112111935,NA,Cluster 4  | n =  1634,t1
20120112111941,NA,Cluster 4  | n =  1634,t1
20120112111945,NA,Cluster 2  | n =  1105,t1
20120112111957,NA,Cluster 4  | n =  1634,t1
20120112111961,NA,Cluster 1  | n =  2807,t1
20120112111965,NA,Cluster 4  | n =  1634,t1
20120112111966,NA,Cluster 2  | n =  1105,t1
20120112111969,NA,Cluster 1  | n =  2807,t1
20120112111973,NA,Cluster 4  | n =  1634,t1
20120112111979,NA,Cluster 4  | n =  1634,t1
20120112111984,NA,Cluster 1  | n =  2807,t1
20120112111988,NA,Cluster 4  | n =  1634,t1
20120112111995,NA,Cluster 1  | n =  2807,t1
20120112111997,NA,Cluster 2  | n =  1105,t1
20120112111999,NA,Cluster 1  | n =  2807,t1
20120112112001,NA,Cluster 1  | n =  2807,t1
20120112112004,NA,Cluster 1  | n =  2807,t1
20120112112006,NA,Cluster 1  | n =  2807,t1
20120112112011,NA,Cluster 2  | n =  1105,t1
20120112112014,NA,Cluster 2  | n =  1105,t1
20120112112022,NA,Cluster 1  | n =  2807,t1
20120112112023,NA,Cluster 2  | n =  1105,t1
20120112112028,NA,Cluster 1  | n =  2807,t1
20120112112029,NA,Cluster 4  | n =  1634,t1
20120112112032,NA,Cluster 1  | n =  2807,t1
20120112112034,NA,Cluster 4  | n =  1634,t1
20120112112035,NA,Cluster 1  | n =  2807,t1
20120112112038,NA,Cluster 1  | n =  2807,t1
20120112112046,NA,Cluster 4  | n =  1634,t1
20120112112051,NA,Cluster 2  | n =  1105,t1
20120112112059,NA,Cluster 4  | n =  1634,t1
20120112112061,NA,Cluster 4  | n =  1634,t1
20120112112065,NA,Cluster 4  | n =  1634,t1
20120112112069,NA,Cluster 4  | n =  1634,t1
20120112112073,NA,Cluster 4  | n =  1634,t1
20120112112081,NA,Cluster 1  | n =  2807,t1
20120112112082,NA,Cluster 1  | n =  2807,t1
20120112112085,NA,Cluster 3  | n =  245,t1
20120112112088,NA,Cluster 2  | n =  1105,t1
20120112112091,NA,Cluster 4  | n =  1634,t1
20120112112097,NA,Cluster 1  | n =  2807,t1
20120112112107,NA,Cluster 2  | n =  1105,t1
20120112112120,NA,Cluster 1  | n =  2807,t1
20120112112125,NA,Cluster 4  | n =  1634,t1
20120112112129,NA,Cluster 4  | n =  1634,t1
20120112112139,NA,Cluster 2  | n =  1105,t1
20120112112143,NA,Cluster 2  | n =  1105,t1
20120112112146,NA,Cluster 2  | n =  1105,t1
20120112112148,NA,Cluster 1  | n =  2807,t1
20120112112152,NA,Cluster 1  | n =  2807,t1
20120112112153,NA,Cluster 4  | n =  1634,t1
20120112112154,NA,Cluster 4  | n =  1634,t1
20120112112163,NA,Cluster 4  | n =  1634,t1
20120112112167,NA,Cluster 1  | n =  2807,t1
20120112112174,NA,Cluster 4  | n =  1634,t1
20120112112175,NA,Cluster 1  | n =  2807,t1
20120112112177,NA,Cluster 2  | n =  1105,t1
20120112112179,NA,Cluster 1  | n =  2807,t1
20120112112186,NA,Cluster 4  | n =  1634,t1
20120112112191,NA,Cluster 1  | n =  2807,t1
