t1,t2,n
Cluster 1,Cluster 1,2207
Cluster 2,Cluster 1,178
Cluster 3,Cluster 1,67
Cluster 4,Cluster 1,309
Cluster 1,Cluster 2,170
Cluster 2,Cluster 2,306
Cluster 3,Cluster 2,21
Cluster 4,Cluster 2,107
Cluster 1,Cluster 3,36
Cluster 2,Cluster 3,25
Cluster 3,Cluster 3,105
Cluster 4,Cluster 3,64
Cluster 1,Cluster 4,320
Cluster 2,Cluster 4,111
Cluster 3,Cluster 4,116
Cluster 4,Cluster 4,1412
