ID,pair_id,cluster,time
20170502170524,NA,Cluster 1  |  n = 1433,t1
20170502170622,NA,Cluster 2  |  n = 292,t1
20170502171004,NA,Cluster 3  |  n = 1356,t1
20170502171182,NA,Cluster 1  |  n = 1433,t1
20170502171204,NA,Cluster 1  |  n = 1433,t1
20170502171467,NA,Cluster 2  |  n = 292,t1
20170502171797,NA,Cluster 3  |  n = 1356,t1
20170502172023,NA,Cluster 1  |  n = 1433,t1
20170502172167,NA,Cluster 2  |  n = 292,t1
20170503170568,NA,Cluster 3  |  n = 1356,t1
20170503170656,NA,Cluster 3  |  n = 1356,t1
20170503170679,NA,Cluster 1  |  n = 1433,t1
20170503170685,NA,Cluster 3  |  n = 1356,t1
20170503170716,NA,Cluster 2  |  n = 292,t1
20170503170773,NA,Cluster 1  |  n = 1433,t1
20170503170805,NA,Cluster 1  |  n = 1433,t1
20170503170875,NA,Cluster 1  |  n = 1433,t1
20170503170908,NA,Cluster 1  |  n = 1433,t1
20170503170946,NA,Cluster 3  |  n = 1356,t1
20170503170956,NA,Cluster 3  |  n = 1356,t1
20170503170972,NA,Cluster 3  |  n = 1356,t1
20170503170998,NA,Cluster 3  |  n = 1356,t1
20170503171038,NA,Cluster 1  |  n = 1433,t1
20170503171089,NA,Cluster 1  |  n = 1433,t1
20170503171094,NA,Cluster 1  |  n = 1433,t1
20170503171096,NA,Cluster 3  |  n = 1356,t1
20170503171236,NA,Cluster 3  |  n = 1356,t1
20170503171246,NA,Cluster 3  |  n = 1356,t1
20170503171287,NA,Cluster 1  |  n = 1433,t1
20170503171349,NA,Cluster 1  |  n = 1433,t1
20170503171370,NA,Cluster 1  |  n = 1433,t1
20170503171384,NA,Cluster 1  |  n = 1433,t1
20170503171387,NA,Cluster 3  |  n = 1356,t1
20170503171412,NA,Cluster 1  |  n = 1433,t1
20170503171432,NA,Cluster 3  |  n = 1356,t1
20170503171433,NA,Cluster 3  |  n = 1356,t1
20170503171464,NA,Cluster 3  |  n = 1356,t1
20170503171468,NA,Cluster 1  |  n = 1433,t1
20170503171491,NA,Cluster 1  |  n = 1433,t1
20170503171525,NA,Cluster 1  |  n = 1433,t1
20170503171561,NA,Cluster 1  |  n = 1433,t1
20170503171563,NA,Cluster 3  |  n = 1356,t1
20170503171596,NA,Cluster 1  |  n = 1433,t1
20170503171609,NA,Cluster 1  |  n = 1433,t1
20170503171628,NA,Cluster 3  |  n = 1356,t1
20170503171646,NA,Cluster 3  |  n = 1356,t1
20170503171657,NA,Cluster 3  |  n = 1356,t1
20170503171667,NA,Cluster 1  |  n = 1433,t1
20170503171678,NA,Cluster 3  |  n = 1356,t1
20170503171698,NA,Cluster 3  |  n = 1356,t1
20170503171729,NA,Cluster 1  |  n = 1433,t1
20170503171733,NA,Cluster 1  |  n = 1433,t1
20170503171749,NA,Cluster 1  |  n = 1433,t1
20170503171756,NA,Cluster 1  |  n = 1433,t1
20170503171775,NA,Cluster 3  |  n = 1356,t1
20170503171793,NA,Cluster 1  |  n = 1433,t1
20170503171811,NA,Cluster 3  |  n = 1356,t1
20170503171829,NA,Cluster 2  |  n = 292,t1
20170503171892,NA,Cluster 3  |  n = 1356,t1
20170503171972,NA,Cluster 1  |  n = 1433,t1
20170503172044,NA,Cluster 1  |  n = 1433,t1
20170503172045,NA,Cluster 1  |  n = 1433,t1
20170503172086,NA,Cluster 3  |  n = 1356,t1
20170503172087,NA,Cluster 1  |  n = 1433,t1
20170503172093,NA,Cluster 1  |  n = 1433,t1
20170503172159,NA,Cluster 3  |  n = 1356,t1
