t1,t2,n
Cluster 1,Cluster 1,1873
Cluster 2,Cluster 1,85
Cluster 3,Cluster 1,29
Cluster 4,Cluster 1,139
Cluster 5,Cluster 1,166
Cluster 1,Cluster 2,101
Cluster 2,Cluster 2,312
Cluster 3,Cluster 2,19
Cluster 4,Cluster 2,222
Cluster 5,Cluster 2,213
Cluster 1,Cluster 5,297
Cluster 2,Cluster 5,312
Cluster 3,Cluster 5,126
Cluster 4,Cluster 5,377
Cluster 5,Cluster 5,420
