ID,cluster,time
20070502070072,Cluster 1  |  n = 1215,t1
20070504070697,Cluster 1  |  n = 1215,t1
20070504070708,Cluster 2  |  n = 1616,t1
20070504070717,Cluster 2  |  n = 1616,t1
20070504070718,Cluster 2  |  n = 1616,t1
20070504070726,Cluster 2  |  n = 1616,t1
20070504070727,Cluster 2  |  n = 1616,t1
20070504070749,Cluster 1  |  n = 1215,t1
20070504070760,Cluster 1  |  n = 1215,t1
20070504070767,Cluster 2  |  n = 1616,t1
20070504070772,Cluster 2  |  n = 1616,t1
20070504070781,Cluster 1  |  n = 1215,t1
20070504070783,Cluster 2  |  n = 1616,t1
20070504070789,Cluster 1  |  n = 1215,t1
20070504070798,Cluster 1  |  n = 1215,t1
20070504070802,Cluster 1  |  n = 1215,t1
20070504070806,Cluster 3  |  n = 409,t1
20070504070807,Cluster 3  |  n = 409,t1
20070504070808,Cluster 3  |  n = 409,t1
20070504070819,Cluster 1  |  n = 1215,t1
20070504070836,Cluster 1  |  n = 1215,t1
20070504070839,Cluster 1  |  n = 1215,t1
20070504070848,Cluster 3  |  n = 409,t1
20070504070849,Cluster 1  |  n = 1215,t1
20070504070853,Cluster 2  |  n = 1616,t1
20070504070857,Cluster 2  |  n = 1616,t1
20070504070859,Cluster 2  |  n = 1616,t1
20070504070871,Cluster 2  |  n = 1616,t1
20070504070879,Cluster 3  |  n = 409,t1
20070504070886,Cluster 1  |  n = 1215,t1
20070504070890,Cluster 1  |  n = 1215,t1
20070504070891,Cluster 2  |  n = 1616,t1
20070504070906,Cluster 1  |  n = 1215,t1
20070504070916,Cluster 2  |  n = 1616,t1
20070504070922,Cluster 1  |  n = 1215,t1
20070504070923,Cluster 1  |  n = 1215,t1
20070504070931,Cluster 3  |  n = 409,t1
20070504070935,Cluster 2  |  n = 1616,t1
20070504070955,Cluster 3  |  n = 409,t1
20070504070958,Cluster 1  |  n = 1215,t1
20070504070960,Cluster 2  |  n = 1616,t1
20070504070968,Cluster 2  |  n = 1616,t1
20070504070974,Cluster 1  |  n = 1215,t1
20070504070988,Cluster 2  |  n = 1616,t1
20070504070991,Cluster 2  |  n = 1616,t1
20070504071010,Cluster 2  |  n = 1616,t1
20070504071012,Cluster 3  |  n = 409,t1
20070504071023,Cluster 1  |  n = 1215,t1
20070504071032,Cluster 2  |  n = 1616,t1
20070504071041,Cluster 1  |  n = 1215,t1
20070504071044,Cluster 2  |  n = 1616,t1
20070504071048,Cluster 2  |  n = 1616,t1
20070504071059,Cluster 1  |  n = 1215,t1
20070504071062,Cluster 2  |  n = 1616,t1
20070504071063,Cluster 3  |  n = 409,t1
20070504071089,Cluster 1  |  n = 1215,t1
20070504071104,Cluster 2  |  n = 1616,t1
20070504071124,Cluster 2  |  n = 1616,t1
20070504071136,Cluster 2  |  n = 1616,t1
20070504071161,Cluster 1  |  n = 1215,t1
20070504071163,Cluster 2  |  n = 1616,t1
20070504071164,Cluster 2  |  n = 1616,t1
20070504071176,Cluster 2  |  n = 1616,t1
20070504071177,Cluster 2  |  n = 1616,t1
20070504071188,Cluster 2  |  n = 1616,t1
20070504071189,Cluster 3  |  n = 409,t1
20070504071197,Cluster 2  |  n = 1616,t1
20070504071198,Cluster 2  |  n = 1616,t1
20070504071200,Cluster 1  |  n = 1215,t1
20070504071209,Cluster 2  |  n = 1616,t1
20070504071210,Cluster 1  |  n = 1215,t1
20070504071233,Cluster 2  |  n = 1616,t1
20070504071236,Cluster 2  |  n = 1616,t1
20070504071245,Cluster 1  |  n = 1215,t1
20070504071253,Cluster 1  |  n = 1215,t1
20070504071258,Cluster 1  |  n = 1215,t1
20070504071270,Cluster 1  |  n = 1215,t1
20070504071289,Cluster 2  |  n = 1616,t1
20070504071317,Cluster 1  |  n = 1215,t1
20070504071321,Cluster 2  |  n = 1616,t1
20070504071323,Cluster 2  |  n = 1616,t1
20070504071326,Cluster 2  |  n = 1616,t1
20070504071359,Cluster 1  |  n = 1215,t1
20070504071362,Cluster 2  |  n = 1616,t1
20070504071366,Cluster 2  |  n = 1616,t1
20070504071383,Cluster 2  |  n = 1616,t1
20070504071384,Cluster 1  |  n = 1215,t1
20070504071385,Cluster 2  |  n = 1616,t1
20070504071390,Cluster 2  |  n = 1616,t1
20070504071401,Cluster 2  |  n = 1616,t1
20070504071408,Cluster 2  |  n = 1616,t1
20070504071425,Cluster 2  |  n = 1616,t1
20070504071432,Cluster 1  |  n = 1215,t1
20070504071441,Cluster 1  |  n = 1215,t1
20070504071447,Cluster 1  |  n = 1215,t1
20070504071452,Cluster 3  |  n = 409,t1
20070504071455,Cluster 3  |  n = 409,t1
20070504071458,Cluster 3  |  n = 409,t1
20070504071459,Cluster 2  |  n = 1616,t1
20070504071473,Cluster 2  |  n = 1616,t1
20070504071482,Cluster 3  |  n = 409,t1
20070504071496,Cluster 1  |  n = 1215,t1
20070504071498,Cluster 1  |  n = 1215,t1
20070504071500,Cluster 1  |  n = 1215,t1
20070504071505,Cluster 1  |  n = 1215,t1
20070504071507,Cluster 2  |  n = 1616,t1
20070504071509,Cluster 2  |  n = 1616,t1
20070504071510,Cluster 2  |  n = 1616,t1
20070504071527,Cluster 1  |  n = 1215,t1
20070504071530,Cluster 2  |  n = 1616,t1
20070504071532,Cluster 3  |  n = 409,t1
20070504071535,Cluster 3  |  n = 409,t1
20070504071538,Cluster 2  |  n = 1616,t1
20070504071540,Cluster 1  |  n = 1215,t1
20070504071543,Cluster 3  |  n = 409,t1
20070504071548,Cluster 2  |  n = 1616,t1
20070504071590,Cluster 2  |  n = 1616,t1
20070504071594,Cluster 2  |  n = 1616,t1
20070504071602,Cluster 1  |  n = 1215,t1
20070504071614,Cluster 3  |  n = 409,t1
20070504071626,Cluster 3  |  n = 409,t1
20070504071632,Cluster 2  |  n = 1616,t1
20070504071652,Cluster 2  |  n = 1616,t1
20070504071655,Cluster 1  |  n = 1215,t1
20070504071656,Cluster 3  |  n = 409,t1
20070504071668,Cluster 3  |  n = 409,t1
20070504071670,Cluster 2  |  n = 1616,t1
20070504071678,Cluster 3  |  n = 409,t1
20070504071691,Cluster 3  |  n = 409,t1
20070504071710,Cluster 2  |  n = 1616,t1
20070504071713,Cluster 2  |  n = 1616,t1
20070504071722,Cluster 2  |  n = 1616,t1
20070504071724,Cluster 2  |  n = 1616,t1
20070504071726,Cluster 1  |  n = 1215,t1
20070504071728,Cluster 2  |  n = 1616,t1
20070504071732,Cluster 1  |  n = 1215,t1
20070504071738,Cluster 2  |  n = 1616,t1
20070504071741,Cluster 1  |  n = 1215,t1
20070504071762,Cluster 2  |  n = 1616,t1
20070504071773,Cluster 2  |  n = 1616,t1
20070504071776,Cluster 1  |  n = 1215,t1
20070504071777,Cluster 1  |  n = 1215,t1
20070504071781,Cluster 2  |  n = 1616,t1
20070504071783,Cluster 2  |  n = 1616,t1
20070504071784,Cluster 2  |  n = 1616,t1
20070504071793,Cluster 2  |  n = 1616,t1
20070504071816,Cluster 2  |  n = 1616,t1
20070504071818,Cluster 2  |  n = 1616,t1
20070504071826,Cluster 2  |  n = 1616,t1
20070504071835,Cluster 2  |  n = 1616,t1
20070504071840,Cluster 1  |  n = 1215,t1
20070504071853,Cluster 2  |  n = 1616,t1
20070504071863,Cluster 1  |  n = 1215,t1
20070504071864,Cluster 2  |  n = 1616,t1
20070504071876,Cluster 2  |  n = 1616,t1
20070504071891,Cluster 2  |  n = 1616,t1
20070504071912,Cluster 2  |  n = 1616,t1
20070504071923,Cluster 1  |  n = 1215,t1
20070504071924,Cluster 1  |  n = 1215,t1
20070504071930,Cluster 2  |  n = 1616,t1
20070504071935,Cluster 3  |  n = 409,t1
20070504071936,Cluster 2  |  n = 1616,t1
20070504071941,Cluster 1  |  n = 1215,t1
20070504071945,Cluster 2  |  n = 1616,t1
20070504071951,Cluster 3  |  n = 409,t1
20070504071955,Cluster 1  |  n = 1215,t1
20070504071956,Cluster 1  |  n = 1215,t1
20070504071958,Cluster 1  |  n = 1215,t1
20070504071959,Cluster 2  |  n = 1616,t1
20070504071974,Cluster 2  |  n = 1616,t1
20070504071975,Cluster 2  |  n = 1616,t1
20070504071983,Cluster 2  |  n = 1616,t1
20070504071984,Cluster 1  |  n = 1215,t1
20070504071988,Cluster 1  |  n = 1215,t1
20070504071990,Cluster 1  |  n = 1215,t1
20070504072006,Cluster 1  |  n = 1215,t1
20070504072018,Cluster 1  |  n = 1215,t1
20070504072024,Cluster 1  |  n = 1215,t1
20070504072026,Cluster 1  |  n = 1215,t1
20070504072032,Cluster 2  |  n = 1616,t1
20070504072037,Cluster 2  |  n = 1616,t1
20070504072053,Cluster 1  |  n = 1215,t1
20070504072054,Cluster 1  |  n = 1215,t1
20070504072057,Cluster 1  |  n = 1215,t1
20070504072062,Cluster 2  |  n = 1616,t1
20070504072065,Cluster 2  |  n = 1616,t1
20070504072067,Cluster 2  |  n = 1616,t1
20070504072095,Cluster 3  |  n = 409,t1
20070504072104,Cluster 2  |  n = 1616,t1
20070504072111,Cluster 2  |  n = 1616,t1
20070504072123,Cluster 1  |  n = 1215,t1
20070504072129,Cluster 2  |  n = 1616,t1
20070504072138,Cluster 2  |  n = 1616,t1
20070504072144,Cluster 3  |  n = 409,t1
20070504072151,Cluster 2  |  n = 1616,t1
20070504072153,Cluster 2  |  n = 1616,t1
20070504072159,Cluster 1  |  n = 1215,t1
20070504072168,Cluster 1  |  n = 1215,t1
20070504072170,Cluster 1  |  n = 1215,t1
20070504072172,Cluster 2  |  n = 1616,t1
20070504072174,Cluster 2  |  n = 1616,t1
20070504072178,Cluster 2  |  n = 1616,t1
20070504072194,Cluster 2  |  n = 1616,t1
20070504072197,Cluster 2  |  n = 1616,t1
20070504072202,Cluster 3  |  n = 409,t1
20070504072231,Cluster 2  |  n = 1616,t1
20070504072236,Cluster 1  |  n = 1215,t1
20070504072237,Cluster 2  |  n = 1616,t1
20070504072243,Cluster 3  |  n = 409,t1
20070504072244,Cluster 2  |  n = 1616,t1
20070504072250,Cluster 2  |  n = 1616,t1
20070504072257,Cluster 1  |  n = 1215,t1
20070504072263,Cluster 1  |  n = 1215,t1
20070504072271,Cluster 1  |  n = 1215,t1
20070504072278,Cluster 3  |  n = 409,t1
20070504072285,Cluster 1  |  n = 1215,t1
20070504072293,Cluster 1  |  n = 1215,t1
20070504072297,Cluster 1  |  n = 1215,t1
20070504072304,Cluster 2  |  n = 1616,t1
20070504072324,Cluster 2  |  n = 1616,t1
20070504072328,Cluster 2  |  n = 1616,t1
20070504072333,Cluster 2  |  n = 1616,t1
20070504072336,Cluster 2  |  n = 1616,t1
20070504072343,Cluster 2  |  n = 1616,t1
20070504072344,Cluster 2  |  n = 1616,t1
20070504072350,Cluster 2  |  n = 1616,t1
20070504072356,Cluster 1  |  n = 1215,t1
20070504072358,Cluster 1  |  n = 1215,t1
20070504072362,Cluster 2  |  n = 1616,t1
20070504072363,Cluster 1  |  n = 1215,t1
20070504072374,Cluster 2  |  n = 1616,t1
20070504072376,Cluster 1  |  n = 1215,t1
20070504072378,Cluster 2  |  n = 1616,t1
20070504072399,Cluster 2  |  n = 1616,t1
20070504072407,Cluster 3  |  n = 409,t1
20070504072425,Cluster 2  |  n = 1616,t1
20070504072428,Cluster 2  |  n = 1616,t1
20070504072434,Cluster 1  |  n = 1215,t1
20070504072443,Cluster 2  |  n = 1616,t1
20070504072444,Cluster 3  |  n = 409,t1
20070504072450,Cluster 2  |  n = 1616,t1
20070504072462,Cluster 2  |  n = 1616,t1
20070504072475,Cluster 1  |  n = 1215,t1
20070504072476,Cluster 2  |  n = 1616,t1
20070504072494,Cluster 2  |  n = 1616,t1
20070504072495,Cluster 2  |  n = 1616,t1
20070504072496,Cluster 2  |  n = 1616,t1
20070504072501,Cluster 3  |  n = 409,t1
20070504072504,Cluster 2  |  n = 1616,t1
20070504072509,Cluster 2  |  n = 1616,t1
20070504072520,Cluster 2  |  n = 1616,t1
20070504072523,Cluster 1  |  n = 1215,t1
20070504072553,Cluster 1  |  n = 1215,t1
20070504072558,Cluster 1  |  n = 1215,t1
20070504072560,Cluster 2  |  n = 1616,t1
20070504072567,Cluster 2  |  n = 1616,t1
20070504072568,Cluster 1  |  n = 1215,t1
20070504072575,Cluster 2  |  n = 1616,t1
20070504072576,Cluster 1  |  n = 1215,t1
20070504072579,Cluster 2  |  n = 1616,t1
20070504072581,Cluster 1  |  n = 1215,t1
20070504072588,Cluster 2  |  n = 1616,t1
20070504072599,Cluster 1  |  n = 1215,t1
20070504072605,Cluster 2  |  n = 1616,t1
20070504072610,Cluster 1  |  n = 1215,t1
20070504072614,Cluster 1  |  n = 1215,t1
20070504072616,Cluster 2  |  n = 1616,t1
20070504072620,Cluster 2  |  n = 1616,t1
20070504072627,Cluster 2  |  n = 1616,t1
20070504072642,Cluster 1  |  n = 1215,t1
20070504072645,Cluster 1  |  n = 1215,t1
20070504072652,Cluster 2  |  n = 1616,t1
20070504072660,Cluster 1  |  n = 1215,t1
20070504072663,Cluster 3  |  n = 409,t1
20070504072671,Cluster 2  |  n = 1616,t1
20070504072678,Cluster 1  |  n = 1215,t1
20070504072686,Cluster 2  |  n = 1616,t1
20070504072688,Cluster 2  |  n = 1616,t1
20070504072690,Cluster 2  |  n = 1616,t1
20070505070099,Cluster 1  |  n = 1215,t1
20070505070536,Cluster 2  |  n = 1616,t1
20070505070593,Cluster 1  |  n = 1215,t1
20070505070616,Cluster 2  |  n = 1616,t1
20070505070655,Cluster 1  |  n = 1215,t1
20070505070657,Cluster 1  |  n = 1215,t1
20070505070805,Cluster 2  |  n = 1616,t1
20070505070915,Cluster 2  |  n = 1616,t1
20070505070952,Cluster 2  |  n = 1616,t1
20070505071120,Cluster 1  |  n = 1215,t1
20070505071128,Cluster 2  |  n = 1616,t1
20070505071131,Cluster 1  |  n = 1215,t1
20070505071132,Cluster 2  |  n = 1616,t1
20070505071174,Cluster 2  |  n = 1616,t1
20070505071328,Cluster 2  |  n = 1616,t1
20070505071338,Cluster 1  |  n = 1215,t1
20070505071542,Cluster 3  |  n = 409,t1
20070505071561,Cluster 1  |  n = 1215,t1
20070505071567,Cluster 2  |  n = 1616,t1
20070505071579,Cluster 3  |  n = 409,t1
20070505071651,Cluster 1  |  n = 1215,t1
20070505071679,Cluster 1  |  n = 1215,t1
20070505071756,Cluster 1  |  n = 1215,t1
20070505071841,Cluster 2  |  n = 1616,t1
20070505071981,Cluster 1  |  n = 1215,t1
20070505072019,Cluster 1  |  n = 1215,t1
20070505072150,Cluster 1  |  n = 1215,t1
20070505072172,Cluster 3  |  n = 409,t1
20070505072317,Cluster 2  |  n = 1616,t1
20070505072389,Cluster 2  |  n = 1616,t1
20070505072435,Cluster 1  |  n = 1215,t1
20070505072514,Cluster 1  |  n = 1215,t1
20070505072597,Cluster 2  |  n = 1616,t1
20070603072149,Cluster 2  |  n = 1616,t1
20070603072227,Cluster 2  |  n = 1616,t1
20070603072266,Cluster 1  |  n = 1215,t1
20070604070110,Cluster 2  |  n = 1616,t1
20070604070595,Cluster 2  |  n = 1616,t1
20070604070640,Cluster 1  |  n = 1215,t1
20070604070644,Cluster 2  |  n = 1616,t1
20070604070720,Cluster 2  |  n = 1616,t1
20070604070756,Cluster 2  |  n = 1616,t1
20070604070771,Cluster 1  |  n = 1215,t1
20070604070799,Cluster 1  |  n = 1215,t1
20070604070826,Cluster 1  |  n = 1215,t1
20070604070877,Cluster 1  |  n = 1215,t1
20070604070937,Cluster 2  |  n = 1616,t1
20070604071031,Cluster 2  |  n = 1616,t1
20070604071116,Cluster 1  |  n = 1215,t1
20070604071138,Cluster 2  |  n = 1616,t1
20070604071202,Cluster 3  |  n = 409,t1
20070604071286,Cluster 3  |  n = 409,t1
20070604071376,Cluster 1  |  n = 1215,t1
20070604071503,Cluster 2  |  n = 1616,t1
20070604071583,Cluster 2  |  n = 1616,t1
20070604071703,Cluster 3  |  n = 409,t1
20070604071733,Cluster 2  |  n = 1616,t1
20070604071747,Cluster 2  |  n = 1616,t1
20070604071770,Cluster 2  |  n = 1616,t1
20070604071787,Cluster 1  |  n = 1215,t1
20070604071814,Cluster 3  |  n = 409,t1
20070604071825,Cluster 1  |  n = 1215,t1
20070604071830,Cluster 1  |  n = 1215,t1
20070604071922,Cluster 2  |  n = 1616,t1
20070604071948,Cluster 3  |  n = 409,t1
20070604071950,Cluster 2  |  n = 1616,t1
20070604071971,Cluster 2  |  n = 1616,t1
20070604071980,Cluster 1  |  n = 1215,t1
20070604071986,Cluster 2  |  n = 1616,t1
20070604072040,Cluster 3  |  n = 409,t1
20070604072072,Cluster 1  |  n = 1215,t1
20070604072119,Cluster 1  |  n = 1215,t1
20070604072139,Cluster 2  |  n = 1616,t1
20070604072280,Cluster 2  |  n = 1616,t1
20070604072342,Cluster 2  |  n = 1616,t1
20070604072368,Cluster 1  |  n = 1215,t1
20070604072410,Cluster 1  |  n = 1215,t1
20070604072482,Cluster 2  |  n = 1616,t1
20070604072564,Cluster 2  |  n = 1616,t1
20070605070026,Cluster 1  |  n = 1215,t1
20070605070030,Cluster 1  |  n = 1215,t1
20070605070034,Cluster 3  |  n = 409,t1
20070605070053,Cluster 1  |  n = 1215,t1
20070605070057,Cluster 1  |  n = 1215,t1
20070605070088,Cluster 1  |  n = 1215,t1
20070605070109,Cluster 2  |  n = 1616,t1
20070605070110,Cluster 1  |  n = 1215,t1
20070605070502,Cluster 1  |  n = 1215,t1
20070605070510,Cluster 2  |  n = 1616,t1
20070605070512,Cluster 2  |  n = 1616,t1
20070605070520,Cluster 3  |  n = 409,t1
20070605070522,Cluster 3  |  n = 409,t1
20070605070530,Cluster 1  |  n = 1215,t1
20070605070538,Cluster 2  |  n = 1616,t1
20070605070550,Cluster 3  |  n = 409,t1
20070605070557,Cluster 1  |  n = 1215,t1
20070605070560,Cluster 2  |  n = 1616,t1
20070605070565,Cluster 1  |  n = 1215,t1
20070605070580,Cluster 2  |  n = 1616,t1
20070605070586,Cluster 2  |  n = 1616,t1
20070605070588,Cluster 1  |  n = 1215,t1
20070605070603,Cluster 2  |  n = 1616,t1
20070605070620,Cluster 1  |  n = 1215,t1
20070605070631,Cluster 1  |  n = 1215,t1
20070605070632,Cluster 3  |  n = 409,t1
20070605070636,Cluster 2  |  n = 1616,t1
20070605070640,Cluster 1  |  n = 1215,t1
20070605070643,Cluster 2  |  n = 1616,t1
20070605070646,Cluster 1  |  n = 1215,t1
20070605070667,Cluster 2  |  n = 1616,t1
20070605070672,Cluster 2  |  n = 1616,t1
20070605070684,Cluster 2  |  n = 1616,t1
20070605070688,Cluster 1  |  n = 1215,t1
20070605070696,Cluster 2  |  n = 1616,t1
20070605070717,Cluster 2  |  n = 1616,t1
20070605070720,Cluster 2  |  n = 1616,t1
20070605070725,Cluster 2  |  n = 1616,t1
20070605070730,Cluster 2  |  n = 1616,t1
20070605070737,Cluster 3  |  n = 409,t1
20070605070741,Cluster 1  |  n = 1215,t1
20070605070743,Cluster 2  |  n = 1616,t1
20070605070750,Cluster 1  |  n = 1215,t1
20070605070754,Cluster 2  |  n = 1616,t1
20070605070765,Cluster 1  |  n = 1215,t1
20070605070769,Cluster 1  |  n = 1215,t1
20070605070783,Cluster 1  |  n = 1215,t1
20070605070799,Cluster 1  |  n = 1215,t1
20070605070806,Cluster 2  |  n = 1616,t1
20070605070808,Cluster 1  |  n = 1215,t1
20070605070810,Cluster 1  |  n = 1215,t1
20070605070853,Cluster 1  |  n = 1215,t1
20070605070856,Cluster 2  |  n = 1616,t1
20070605070859,Cluster 1  |  n = 1215,t1
20070605070865,Cluster 1  |  n = 1215,t1
20070605070882,Cluster 3  |  n = 409,t1
20070605070890,Cluster 2  |  n = 1616,t1
20070605070892,Cluster 3  |  n = 409,t1
20070605070917,Cluster 1  |  n = 1215,t1
20070605070928,Cluster 2  |  n = 1616,t1
20070605070944,Cluster 1  |  n = 1215,t1
20070605070948,Cluster 2  |  n = 1616,t1
20070605070951,Cluster 2  |  n = 1616,t1
20070605070962,Cluster 2  |  n = 1616,t1
20070605070969,Cluster 2  |  n = 1616,t1
20070605070973,Cluster 1  |  n = 1215,t1
20070605070979,Cluster 1  |  n = 1215,t1
20070605070980,Cluster 1  |  n = 1215,t1
20070605070985,Cluster 1  |  n = 1215,t1
20070605070987,Cluster 1  |  n = 1215,t1
20070605070990,Cluster 2  |  n = 1616,t1
20070605071001,Cluster 1  |  n = 1215,t1
20070605071024,Cluster 2  |  n = 1616,t1
20070605071046,Cluster 2  |  n = 1616,t1
20070605071065,Cluster 3  |  n = 409,t1
20070605071082,Cluster 1  |  n = 1215,t1
20070605071092,Cluster 2  |  n = 1616,t1
20070605071097,Cluster 2  |  n = 1616,t1
20070605071108,Cluster 1  |  n = 1215,t1
20070605071124,Cluster 3  |  n = 409,t1
20070605071140,Cluster 1  |  n = 1215,t1
20070605071142,Cluster 2  |  n = 1616,t1
20070605071160,Cluster 1  |  n = 1215,t1
20070605071182,Cluster 2  |  n = 1616,t1
20070605071192,Cluster 1  |  n = 1215,t1
20070605071200,Cluster 1  |  n = 1215,t1
20070605071214,Cluster 2  |  n = 1616,t1
20070605071215,Cluster 3  |  n = 409,t1
20070605071245,Cluster 2  |  n = 1616,t1
20070605071248,Cluster 1  |  n = 1215,t1
20070605071253,Cluster 1  |  n = 1215,t1
20070605071254,Cluster 2  |  n = 1616,t1
20070605071271,Cluster 2  |  n = 1616,t1
20070605071272,Cluster 2  |  n = 1616,t1
20070605071273,Cluster 1  |  n = 1215,t1
20070605071274,Cluster 1  |  n = 1215,t1
20070605071278,Cluster 2  |  n = 1616,t1
20070605071292,Cluster 2  |  n = 1616,t1
20070605071311,Cluster 2  |  n = 1616,t1
20070605071336,Cluster 1  |  n = 1215,t1
20070605071368,Cluster 2  |  n = 1616,t1
20070605071370,Cluster 2  |  n = 1616,t1
20070605071378,Cluster 2  |  n = 1616,t1
20070605071382,Cluster 1  |  n = 1215,t1
20070605071391,Cluster 1  |  n = 1215,t1
20070605071402,Cluster 1  |  n = 1215,t1
20070605071404,Cluster 1  |  n = 1215,t1
20070605071408,Cluster 2  |  n = 1616,t1
20070605071412,Cluster 2  |  n = 1616,t1
20070605071423,Cluster 2  |  n = 1616,t1
20070605071438,Cluster 3  |  n = 409,t1
20070605071439,Cluster 2  |  n = 1616,t1
20070605071441,Cluster 1  |  n = 1215,t1
20070605071445,Cluster 2  |  n = 1616,t1
20070605071452,Cluster 2  |  n = 1616,t1
20070605071454,Cluster 1  |  n = 1215,t1
20070605071457,Cluster 1  |  n = 1215,t1
20070605071463,Cluster 1  |  n = 1215,t1
20070605071469,Cluster 2  |  n = 1616,t1
20070605071491,Cluster 2  |  n = 1616,t1
20070605071498,Cluster 1  |  n = 1215,t1
20070605071516,Cluster 1  |  n = 1215,t1
20070605071517,Cluster 1  |  n = 1215,t1
20070605071518,Cluster 2  |  n = 1616,t1
20070605071533,Cluster 1  |  n = 1215,t1
20070605071538,Cluster 1  |  n = 1215,t1
20070605071549,Cluster 1  |  n = 1215,t1
20070605071565,Cluster 1  |  n = 1215,t1
20070605071571,Cluster 2  |  n = 1616,t1
20070605071573,Cluster 3  |  n = 409,t1
20070605071580,Cluster 3  |  n = 409,t1
20070605071581,Cluster 1  |  n = 1215,t1
20070605071592,Cluster 2  |  n = 1616,t1
20070605071596,Cluster 1  |  n = 1215,t1
20070605071603,Cluster 2  |  n = 1616,t1
20070605071608,Cluster 2  |  n = 1616,t1
20070605071617,Cluster 2  |  n = 1616,t1
20070605071620,Cluster 1  |  n = 1215,t1
20070605071637,Cluster 2  |  n = 1616,t1
