t1,t2,n
Cluster 1,Cluster 1,2046
Cluster 2,Cluster 1,205
Cluster 3,Cluster 1,38
Cluster 4,Cluster 1,260
Cluster 1,Cluster 2,177
Cluster 2,Cluster 2,364
Cluster 3,Cluster 2,25
Cluster 4,Cluster 2,88
Cluster 1,Cluster 3,51
Cluster 2,Cluster 3,23
Cluster 3,Cluster 3,135
Cluster 4,Cluster 3,76
Cluster 1,Cluster 4,322
Cluster 2,Cluster 4,92
Cluster 3,Cluster 4,81
Cluster 4,Cluster 4,1170
