t1,t2,n
Cluster 1,Cluster 1,1107
Cluster 2,Cluster 1,158
Cluster 3,Cluster 1,46
Cluster 4,Cluster 1,403
Cluster 1,Cluster 2,205
Cluster 2,Cluster 2,163
Cluster 3,Cluster 2,5
Cluster 4,Cluster 2,49
Cluster 1,Cluster 3,25
Cluster 2,Cluster 3,10
Cluster 3,Cluster 3,47
Cluster 4,Cluster 3,35
Cluster 1,Cluster 4,415
Cluster 2,Cluster 4,47
Cluster 3,Cluster 4,70
Cluster 4,Cluster 4,770
