t1,t2,n
Cluster 1,Cluster 1,2128
Cluster 2,Cluster 1,58
Cluster 3,Cluster 1,421
Cluster 1,Cluster 2,27
Cluster 2,Cluster 2,132
Cluster 3,Cluster 2,98
Cluster 1,Cluster 3,496
Cluster 2,Cluster 3,112
Cluster 3,Cluster 3,1681
