t1,t2,n
Cluster 1,Cluster 1,2207
Cluster 2,Cluster 1,172
Cluster 3,Cluster 1,37
Cluster 4,Cluster 1,338
Cluster 1,Cluster 2,203
Cluster 2,Cluster 2,332
Cluster 3,Cluster 2,24
Cluster 4,Cluster 2,109
Cluster 1,Cluster 3,32
Cluster 2,Cluster 3,19
Cluster 3,Cluster 3,144
Cluster 4,Cluster 3,89
Cluster 1,Cluster 4,365
Cluster 2,Cluster 4,162
Cluster 3,Cluster 4,77
Cluster 4,Cluster 4,1571
