ID,pair_id,cluster,time
20060502060518,1,Cluster 1  |  n = 1644,t1
20060502060606,2,Cluster 2  |  n = 446,t1
20060502060727,3,Cluster 4  |  n = 1099,t1
20060502060958,4,Cluster 1  |  n = 1644,t1
20060502061263,5,Cluster 1  |  n = 1644,t1
20060502061442,6,Cluster 1  |  n = 1644,t1
20060502061554,7,Cluster 4  |  n = 1099,t1
20060502062114,8,Cluster 1  |  n = 1644,t1
20060502062497,9,Cluster 2  |  n = 446,t1
20060503060121,10,Cluster 2  |  n = 446,t1
20060503060514,11,Cluster 1  |  n = 1644,t1
20060503060559,12,Cluster 4  |  n = 1099,t1
20060503060561,13,Cluster 3  |  n = 169,t1
20060503060599,14,Cluster 3  |  n = 169,t1
20060503060670,15,Cluster 1  |  n = 1644,t1
20060503060675,16,Cluster 4  |  n = 1099,t1
20060503060686,17,Cluster 1  |  n = 1644,t1
20060503060696,18,Cluster 1  |  n = 1644,t1
20060503060712,19,Cluster 4  |  n = 1099,t1
20060503060719,20,Cluster 3  |  n = 169,t1
20060503060829,21,Cluster 1  |  n = 1644,t1
20060503060869,22,Cluster 1  |  n = 1644,t1
20060503060873,23,Cluster 1  |  n = 1644,t1
20060503060891,24,Cluster 3  |  n = 169,t1
20060503060896,25,Cluster 2  |  n = 446,t1
20060503060920,26,Cluster 4  |  n = 1099,t1
20060503060942,27,Cluster 1  |  n = 1644,t1
20060503060968,28,Cluster 1  |  n = 1644,t1
20060503061061,29,Cluster 1  |  n = 1644,t1
20060503061085,30,Cluster 4  |  n = 1099,t1
20060503061087,31,Cluster 4  |  n = 1099,t1
20060503061091,32,Cluster 4  |  n = 1099,t1
20060503061092,33,Cluster 1  |  n = 1644,t1
20060503061116,34,Cluster 4  |  n = 1099,t1
20060503061132,35,Cluster 1  |  n = 1644,t1
20060503061167,36,Cluster 1  |  n = 1644,t1
20060503061238,37,Cluster 1  |  n = 1644,t1
20060503061261,38,Cluster 1  |  n = 1644,t1
20060503061282,39,Cluster 3  |  n = 169,t1
20060503061334,40,Cluster 1  |  n = 1644,t1
20060503061376,41,Cluster 1  |  n = 1644,t1
20060503061415,42,Cluster 1  |  n = 1644,t1
20060503061474,43,Cluster 4  |  n = 1099,t1
20060503061476,44,Cluster 4  |  n = 1099,t1
20060503061477,45,Cluster 1  |  n = 1644,t1
20060503061478,46,Cluster 1  |  n = 1644,t1
20060503061488,47,Cluster 1  |  n = 1644,t1
20060503061496,48,Cluster 2  |  n = 446,t1
20060503061521,49,Cluster 1  |  n = 1644,t1
20060503061613,50,Cluster 3  |  n = 169,t1
20060503061624,51,Cluster 1  |  n = 1644,t1
20060503061646,52,Cluster 4  |  n = 1099,t1
20060503061658,53,Cluster 4  |  n = 1099,t1
20060503061704,54,Cluster 3  |  n = 169,t1
20060503061710,55,Cluster 1  |  n = 1644,t1
20060503061711,56,Cluster 3  |  n = 169,t1
20060503061716,57,Cluster 1  |  n = 1644,t1
20060503061721,58,Cluster 4  |  n = 1099,t1
20060503061727,59,Cluster 4  |  n = 1099,t1
20060503061765,60,Cluster 1  |  n = 1644,t1
20060503061767,61,Cluster 1  |  n = 1644,t1
20060503061772,62,Cluster 4  |  n = 1099,t1
20060503061774,63,Cluster 1  |  n = 1644,t1
20060503061831,64,Cluster 4  |  n = 1099,t1
20060503061837,65,Cluster 1  |  n = 1644,t1
20060503061854,66,Cluster 1  |  n = 1644,t1
20060503061875,67,Cluster 1  |  n = 1644,t1
20060503061877,68,Cluster 1  |  n = 1644,t1
20060503061966,69,Cluster 4  |  n = 1099,t1
20060503061986,70,Cluster 2  |  n = 446,t1
20060503062052,71,Cluster 2  |  n = 446,t1
20060503062099,72,Cluster 1  |  n = 1644,t1
20060503062235,73,Cluster 1  |  n = 1644,t1
20060503062244,74,Cluster 1  |  n = 1644,t1
20060503062261,75,Cluster 1  |  n = 1644,t1
20060503062288,76,Cluster 2  |  n = 446,t1
20060503062301,77,Cluster 2  |  n = 446,t1
20060503062311,78,Cluster 1  |  n = 1644,t1
20060503062316,79,Cluster 4  |  n = 1099,t1
20060503062338,80,Cluster 2  |  n = 446,t1
20060503062390,81,Cluster 1  |  n = 1644,t1
20060503062393,82,Cluster 4  |  n = 1099,t1
20060503062401,83,Cluster 2  |  n = 446,t1
20060503062494,84,Cluster 2  |  n = 446,t1
20060503062499,85,Cluster 1  |  n = 1644,t1
20060503062534,86,Cluster 1  |  n = 1644,t1
20060504060004,87,Cluster 2  |  n = 446,t1
20060504060044,88,Cluster 4  |  n = 1099,t1
20060504060055,89,Cluster 4  |  n = 1099,t1
20060504060065,90,Cluster 1  |  n = 1644,t1
20060504060070,91,Cluster 1  |  n = 1644,t1
20060504060080,92,Cluster 4  |  n = 1099,t1
20060504060081,93,Cluster 2  |  n = 446,t1
20060504060100,94,Cluster 4  |  n = 1099,t1
20060504060101,95,Cluster 2  |  n = 446,t1
20060504060111,96,Cluster 2  |  n = 446,t1
20060504060503,97,Cluster 4  |  n = 1099,t1
20060504060520,98,Cluster 4  |  n = 1099,t1
20060504060521,99,Cluster 2  |  n = 446,t1
20060504060527,100,Cluster 4  |  n = 1099,t1
20060504060530,101,Cluster 4  |  n = 1099,t1
20060504060532,102,Cluster 2  |  n = 446,t1
20060504060538,103,Cluster 1  |  n = 1644,t1
20060504060543,104,Cluster 4  |  n = 1099,t1
20060504060554,105,Cluster 1  |  n = 1644,t1
20060504060555,106,Cluster 4  |  n = 1099,t1
20060504060556,107,Cluster 4  |  n = 1099,t1
20060504060559,108,Cluster 1  |  n = 1644,t1
20060504060567,109,Cluster 1  |  n = 1644,t1
20060504060575,110,Cluster 1  |  n = 1644,t1
20060504060577,111,Cluster 4  |  n = 1099,t1
20060504060581,112,Cluster 1  |  n = 1644,t1
20060504060582,113,Cluster 4  |  n = 1099,t1
20060504060589,114,Cluster 4  |  n = 1099,t1
20060504060593,115,Cluster 1  |  n = 1644,t1
20060504060596,116,Cluster 1  |  n = 1644,t1
20060504060597,117,Cluster 1  |  n = 1644,t1
20060504060605,118,Cluster 1  |  n = 1644,t1
20060504060612,119,Cluster 1  |  n = 1644,t1
20060504060616,120,Cluster 1  |  n = 1644,t1
20060504060626,121,Cluster 4  |  n = 1099,t1
20060504060661,122,Cluster 1  |  n = 1644,t1
20060504060667,123,Cluster 1  |  n = 1644,t1
20060504060673,124,Cluster 4  |  n = 1099,t1
20060504060698,125,Cluster 1  |  n = 1644,t1
20060504060714,126,Cluster 3  |  n = 169,t1
20060504060717,127,Cluster 4  |  n = 1099,t1
20060504060728,128,Cluster 1  |  n = 1644,t1
20060504060730,129,Cluster 3  |  n = 169,t1
20060504060731,130,Cluster 1  |  n = 1644,t1
20060504060733,131,Cluster 1  |  n = 1644,t1
20060504060734,132,Cluster 4  |  n = 1099,t1
20060504060737,133,Cluster 1  |  n = 1644,t1
20060504060739,134,Cluster 1  |  n = 1644,t1
20060504060742,135,Cluster 1  |  n = 1644,t1
20060504060746,136,Cluster 1  |  n = 1644,t1
20060504060747,137,Cluster 2  |  n = 446,t1
20060504060754,138,Cluster 1  |  n = 1644,t1
20060504060755,139,Cluster 1  |  n = 1644,t1
20060504060756,140,Cluster 1  |  n = 1644,t1
20060504060759,141,Cluster 3  |  n = 169,t1
20060504060764,142,Cluster 2  |  n = 446,t1
20060504060768,143,Cluster 1  |  n = 1644,t1
20060504060802,144,Cluster 1  |  n = 1644,t1
20060504060805,145,Cluster 4  |  n = 1099,t1
20060504060809,146,Cluster 1  |  n = 1644,t1
20060504060810,147,Cluster 4  |  n = 1099,t1
20060504060812,148,Cluster 2  |  n = 446,t1
20060504060813,149,Cluster 4  |  n = 1099,t1
20060504060817,150,Cluster 2  |  n = 446,t1
20060504060824,151,Cluster 3  |  n = 169,t1
20060504060827,152,Cluster 2  |  n = 446,t1
20060504060845,153,Cluster 1  |  n = 1644,t1
20060504060848,154,Cluster 1  |  n = 1644,t1
20060504060865,155,Cluster 1  |  n = 1644,t1
20060504060868,156,Cluster 4  |  n = 1099,t1
20060504060869,157,Cluster 1  |  n = 1644,t1
20060504060875,158,Cluster 1  |  n = 1644,t1
20060504060882,159,Cluster 4  |  n = 1099,t1
20060504060885,160,Cluster 4  |  n = 1099,t1
20060504060886,161,Cluster 1  |  n = 1644,t1
20060504060889,162,Cluster 1  |  n = 1644,t1
20060504060893,163,Cluster 1  |  n = 1644,t1
20060504060896,164,Cluster 1  |  n = 1644,t1
20060504060900,165,Cluster 1  |  n = 1644,t1
20060504060907,166,Cluster 1  |  n = 1644,t1
20060504060910,167,Cluster 4  |  n = 1099,t1
20060504060911,168,Cluster 1  |  n = 1644,t1
20060504060912,169,Cluster 4  |  n = 1099,t1
20060504060959,170,Cluster 1  |  n = 1644,t1
20060504060969,171,Cluster 1  |  n = 1644,t1
20060504060970,172,Cluster 1  |  n = 1644,t1
20060504060973,173,Cluster 3  |  n = 169,t1
20060504060974,174,Cluster 4  |  n = 1099,t1
20060504060976,175,Cluster 2  |  n = 446,t1
20060504060979,176,Cluster 4  |  n = 1099,t1
20060504060981,177,Cluster 1  |  n = 1644,t1
20060504060982,178,Cluster 4  |  n = 1099,t1
20060504060988,179,Cluster 4  |  n = 1099,t1
20060504060989,180,Cluster 1  |  n = 1644,t1
20060504060999,181,Cluster 4  |  n = 1099,t1
20060504061002,182,Cluster 4  |  n = 1099,t1
20060504061025,183,Cluster 1  |  n = 1644,t1
20060504061031,184,Cluster 3  |  n = 169,t1
20060504061040,185,Cluster 1  |  n = 1644,t1
20060504061055,186,Cluster 1  |  n = 1644,t1
20060504061057,187,Cluster 1  |  n = 1644,t1
20060504061060,188,Cluster 3  |  n = 169,t1
20060504061064,189,Cluster 3  |  n = 169,t1
20060504061066,190,Cluster 1  |  n = 1644,t1
20060504061072,191,Cluster 1  |  n = 1644,t1
20060504061074,192,Cluster 1  |  n = 1644,t1
20060504061075,193,Cluster 1  |  n = 1644,t1
20060504061077,194,Cluster 1  |  n = 1644,t1
20060504061078,195,Cluster 1  |  n = 1644,t1
20060504061082,196,Cluster 1  |  n = 1644,t1
20060504061085,197,Cluster 1  |  n = 1644,t1
20060504061089,198,Cluster 4  |  n = 1099,t1
20060504061107,199,Cluster 1  |  n = 1644,t1
20060504061120,200,Cluster 1  |  n = 1644,t1
20060504061131,201,Cluster 4  |  n = 1099,t1
20060504061138,202,Cluster 4  |  n = 1099,t1
20060504061139,203,Cluster 4  |  n = 1099,t1
20060504061152,204,Cluster 4  |  n = 1099,t1
20060504061154,205,Cluster 4  |  n = 1099,t1
20060504061169,206,Cluster 2  |  n = 446,t1
20060504061171,207,Cluster 1  |  n = 1644,t1
20060504061186,208,Cluster 2  |  n = 446,t1
20060504061194,209,Cluster 4  |  n = 1099,t1
20060504061197,210,Cluster 4  |  n = 1099,t1
20060504061198,211,Cluster 4  |  n = 1099,t1
20060504061200,212,Cluster 2  |  n = 446,t1
20060504061204,213,Cluster 4  |  n = 1099,t1
20060504061208,214,Cluster 4  |  n = 1099,t1
20060504061209,215,Cluster 1  |  n = 1644,t1
20060504061210,216,Cluster 1  |  n = 1644,t1
20060504061211,217,Cluster 4  |  n = 1099,t1
20060504061219,218,Cluster 1  |  n = 1644,t1
20060504061220,219,Cluster 2  |  n = 446,t1
20060504061225,220,Cluster 1  |  n = 1644,t1
20060504061227,221,Cluster 4  |  n = 1099,t1
20060504061229,222,Cluster 1  |  n = 1644,t1
20060504061233,223,Cluster 1  |  n = 1644,t1
20060504061240,224,Cluster 1  |  n = 1644,t1
20060504061257,225,Cluster 4  |  n = 1099,t1
20060504061259,226,Cluster 4  |  n = 1099,t1
20060504061266,227,Cluster 1  |  n = 1644,t1
20060504061267,228,Cluster 1  |  n = 1644,t1
20060504061291,229,Cluster 1  |  n = 1644,t1
20060504061294,230,Cluster 1  |  n = 1644,t1
20060504061308,231,Cluster 1  |  n = 1644,t1
20060504061313,232,Cluster 2  |  n = 446,t1
20060504061322,233,Cluster 4  |  n = 1099,t1
20060504061324,234,Cluster 4  |  n = 1099,t1
20060504061335,235,Cluster 4  |  n = 1099,t1
20060504061337,236,Cluster 1  |  n = 1644,t1
20060504061346,237,Cluster 4  |  n = 1099,t1
20060504061353,238,Cluster 1  |  n = 1644,t1
20060504061361,239,Cluster 2  |  n = 446,t1
20060504061364,240,Cluster 2  |  n = 446,t1
20060504061374,241,Cluster 2  |  n = 446,t1
20060504061375,242,Cluster 2  |  n = 446,t1
20060504061380,243,Cluster 4  |  n = 1099,t1
20060504061383,244,Cluster 4  |  n = 1099,t1
20060504061385,245,Cluster 4  |  n = 1099,t1
20060504061396,246,Cluster 1  |  n = 1644,t1
20060504061398,247,Cluster 2  |  n = 446,t1
20060504061402,248,Cluster 4  |  n = 1099,t1
20060504061403,249,Cluster 4  |  n = 1099,t1
20060504061412,250,Cluster 4  |  n = 1099,t1
20060504061415,251,Cluster 1  |  n = 1644,t1
20060504061426,252,Cluster 4  |  n = 1099,t1
20060504061432,253,Cluster 4  |  n = 1099,t1
20060504061441,254,Cluster 2  |  n = 446,t1
20060504061456,256,Cluster 1  |  n = 1644,t1
20060504061458,257,Cluster 4  |  n = 1099,t1
20060504061475,258,Cluster 1  |  n = 1644,t1
20060504061487,259,Cluster 1  |  n = 1644,t1
20060504061492,260,Cluster 1  |  n = 1644,t1
20060504061495,261,Cluster 1  |  n = 1644,t1
20060504061504,262,Cluster 4  |  n = 1099,t1
20060504061510,263,Cluster 1  |  n = 1644,t1
20060504061513,264,Cluster 4  |  n = 1099,t1
20060504061516,265,Cluster 2  |  n = 446,t1
20060504061530,266,Cluster 4  |  n = 1099,t1
20060504061554,267,Cluster 1  |  n = 1644,t1
20060504061566,268,Cluster 2  |  n = 446,t1
20060504061575,269,Cluster 1  |  n = 1644,t1
20060504061576,270,Cluster 4  |  n = 1099,t1
20060504061577,271,Cluster 4  |  n = 1099,t1
20060504061589,272,Cluster 1  |  n = 1644,t1
20060504061605,273,Cluster 1  |  n = 1644,t1
20060504061608,274,Cluster 4  |  n = 1099,t1
20060504061611,275,Cluster 4  |  n = 1099,t1
20060504061613,276,Cluster 1  |  n = 1644,t1
20060504061618,277,Cluster 1  |  n = 1644,t1
20060504061632,278,Cluster 3  |  n = 169,t1
20060504061634,279,Cluster 1  |  n = 1644,t1
20060504061645,280,Cluster 1  |  n = 1644,t1
20060504061665,281,Cluster 1  |  n = 1644,t1
20060504061676,282,Cluster 1  |  n = 1644,t1
20060504061684,283,Cluster 1  |  n = 1644,t1
20060504061687,284,Cluster 1  |  n = 1644,t1
20060504061689,285,Cluster 1  |  n = 1644,t1
20060504061696,286,Cluster 1  |  n = 1644,t1
20060504061697,287,Cluster 2  |  n = 446,t1
20060504061702,288,Cluster 1  |  n = 1644,t1
20060504061711,289,Cluster 3  |  n = 169,t1
20060504061714,290,Cluster 4  |  n = 1099,t1
20060504061775,291,Cluster 4  |  n = 1099,t1
20060504061778,292,Cluster 4  |  n = 1099,t1
20060504061785,293,Cluster 4  |  n = 1099,t1
20060504061787,294,Cluster 1  |  n = 1644,t1
20060504061795,295,Cluster 1  |  n = 1644,t1
20060504061803,296,Cluster 4  |  n = 1099,t1
20060504061817,297,Cluster 4  |  n = 1099,t1
20060504061821,298,Cluster 2  |  n = 446,t1
20060504061827,299,Cluster 1  |  n = 1644,t1
20060504061831,300,Cluster 4  |  n = 1099,t1
20060504061833,301,Cluster 1  |  n = 1644,t1
20060504061834,302,Cluster 2  |  n = 446,t1
20060504061835,303,Cluster 1  |  n = 1644,t1
