ID,pair_id,cluster,time
20140101140011,1,Cluster 1  | n =  2630,t1
20140101140168,2,Cluster 4  | n =  1806,t1
20140101140639,3,Cluster 2  | n =  827,t1
20140101140702,4,Cluster 4  | n =  1806,t1
20140101140725,5,Cluster 1  | n =  2630,t1
20140101140759,6,Cluster 2  | n =  827,t1
20140101140792,7,Cluster 2  | n =  827,t1
20140101140804,8,Cluster 1  | n =  2630,t1
20140101140872,9,Cluster 1  | n =  2630,t1
20140101140875,10,Cluster 1  | n =  2630,t1
20140101140885,11,Cluster 4  | n =  1806,t1
20140101140911,12,Cluster 4  | n =  1806,t1
20140101140958,13,Cluster 1  | n =  2630,t1
20140101140967,14,Cluster 4  | n =  1806,t1
20140101141014,15,Cluster 4  | n =  1806,t1
20140101141056,16,Cluster 2  | n =  827,t1
20140101141134,17,Cluster 4  | n =  1806,t1
20140101141179,18,Cluster 2  | n =  827,t1
20140101141180,19,Cluster 1  | n =  2630,t1
20140101141214,20,Cluster 1  | n =  2630,t1
20140101141288,21,Cluster 1  | n =  2630,t1
20140101141331,22,Cluster 4  | n =  1806,t1
20140101141381,23,Cluster 2  | n =  827,t1
20140101141386,24,Cluster 1  | n =  2630,t1
20140101141418,25,Cluster 4  | n =  1806,t1
20140101141430,26,Cluster 4  | n =  1806,t1
20140101141502,27,Cluster 1  | n =  2630,t1
20140101141556,28,Cluster 2  | n =  827,t1
20140101141584,29,Cluster 4  | n =  1806,t1
20140101141589,30,Cluster 4  | n =  1806,t1
20140101141629,31,Cluster 1  | n =  2630,t1
20140101141661,32,Cluster 1  | n =  2630,t1
20140101141672,33,Cluster 2  | n =  827,t1
20140101141687,34,Cluster 1  | n =  2630,t1
20140101141777,35,Cluster 4  | n =  1806,t1
20140101141795,36,Cluster 1  | n =  2630,t1
20140101141863,37,Cluster 1  | n =  2630,t1
20140101141897,38,Cluster 4  | n =  1806,t1
20140101141928,39,Cluster 4  | n =  1806,t1
20140101142008,40,Cluster 4  | n =  1806,t1
20140101142020,41,Cluster 1  | n =  2630,t1
20140101142036,42,Cluster 3  | n =  205,t1
20140101142043,43,Cluster 1  | n =  2630,t1
20140101142048,44,Cluster 1  | n =  2630,t1
20140101142108,45,Cluster 2  | n =  827,t1
20140101142132,46,Cluster 1  | n =  2630,t1
20140101142146,47,Cluster 4  | n =  1806,t1
20140101142155,48,Cluster 4  | n =  1806,t1
20140101142168,49,Cluster 1  | n =  2630,t1
20140101142188,50,Cluster 4  | n =  1806,t1
20140101142193,51,Cluster 4  | n =  1806,t1
20140101142205,52,Cluster 4  | n =  1806,t1
20140101142230,53,Cluster 2  | n =  827,t1
20140101142236,54,Cluster 2  | n =  827,t1
20140101142253,55,Cluster 1  | n =  2630,t1
20140101142265,56,Cluster 2  | n =  827,t1
20140101142278,57,Cluster 2  | n =  827,t1
20140101142301,58,Cluster 1  | n =  2630,t1
20140101142319,59,Cluster 4  | n =  1806,t1
20140101142325,60,Cluster 4  | n =  1806,t1
20140101142357,61,Cluster 3  | n =  205,t1
20140101142378,62,Cluster 1  | n =  2630,t1
20140101142406,63,Cluster 1  | n =  2630,t1
20140101142416,64,Cluster 1  | n =  2630,t1
20140110131331,65,Cluster 4  | n =  1806,t1
20140110131395,66,Cluster 2  | n =  827,t1
20140110131421,67,Cluster 2  | n =  827,t1
20140110131656,68,Cluster 1  | n =  2630,t1
20140110131797,69,Cluster 4  | n =  1806,t1
20140110131940,70,Cluster 1  | n =  2630,t1
20140110131979,71,Cluster 1  | n =  2630,t1
20140111130136,72,Cluster 1  | n =  2630,t1
20140111130147,73,Cluster 1  | n =  2630,t1
20140111130153,74,Cluster 4  | n =  1806,t1
20140111130154,75,Cluster 2  | n =  827,t1
20140111130501,76,Cluster 1  | n =  2630,t1
20140111130502,77,Cluster 1  | n =  2630,t1
20140111130505,78,Cluster 1  | n =  2630,t1
20140111130508,79,Cluster 2  | n =  827,t1
20140111130541,80,Cluster 4  | n =  1806,t1
20140111130560,81,Cluster 1  | n =  2630,t1
20140111130585,82,Cluster 3  | n =  205,t1
20140111130588,83,Cluster 4  | n =  1806,t1
20140111130605,84,Cluster 4  | n =  1806,t1
20140111130618,85,Cluster 1  | n =  2630,t1
20140111130624,86,Cluster 1  | n =  2630,t1
20140111130659,87,Cluster 2  | n =  827,t1
20140111130669,88,Cluster 2  | n =  827,t1
20140111130720,89,Cluster 1  | n =  2630,t1
20140111130758,90,Cluster 1  | n =  2630,t1
20140111130793,91,Cluster 1  | n =  2630,t1
20140111130854,92,Cluster 1  | n =  2630,t1
20140111130862,93,Cluster 3  | n =  205,t1
20140111130902,94,Cluster 1  | n =  2630,t1
20140111130922,95,Cluster 1  | n =  2630,t1
20140111130927,96,Cluster 4  | n =  1806,t1
20140111130952,97,Cluster 4  | n =  1806,t1
20140111130991,98,Cluster 1  | n =  2630,t1
