t1,t2,n
Cluster 1,Cluster 1,1714
Cluster 2,Cluster 1,248
Cluster 3,Cluster 1,52
Cluster 4,Cluster 1,673
Cluster 1,Cluster 2,190
Cluster 2,Cluster 2,209
Cluster 3,Cluster 2,26
Cluster 4,Cluster 2,324
Cluster 1,Cluster 4,726
Cluster 2,Cluster 4,370
Cluster 3,Cluster 4,127
Cluster 4,Cluster 4,809
