t1,t2,n
Cluster 1,Cluster 1,1985
Cluster 2,Cluster 1,189
Cluster 3,Cluster 1,38
Cluster 4,Cluster 1,342
Cluster 1,Cluster 2,163
Cluster 2,Cluster 2,282
Cluster 3,Cluster 2,18
Cluster 4,Cluster 2,86
Cluster 1,Cluster 4,451
Cluster 2,Cluster 4,161
Cluster 3,Cluster 4,198
Cluster 4,Cluster 4,1377
