ID,pair_id,cluster,time
20050502050639,NA,Cluster 1  |  n = 1759,t1
20050502050888,NA,Cluster 1  |  n = 1759,t1
20050502051249,NA,Cluster 1  |  n = 1759,t1
20050502051378,NA,Cluster 4  |  n = 1174,t1
20050502052477,NA,Cluster 2  |  n = 452,t1
20050503050008,NA,Cluster 4  |  n = 1174,t1
20050503050120,NA,Cluster 1  |  n = 1759,t1
20050503050500,NA,Cluster 1  |  n = 1759,t1
20050503050521,NA,Cluster 1  |  n = 1759,t1
20050503050587,NA,Cluster 1  |  n = 1759,t1
20050503050612,NA,Cluster 1  |  n = 1759,t1
20050503050658,NA,Cluster 3  |  n = 129,t1
20050503050671,NA,Cluster 4  |  n = 1174,t1
20050503050678,NA,Cluster 1  |  n = 1759,t1
20050503050698,NA,Cluster 1  |  n = 1759,t1
20050503050720,NA,Cluster 4  |  n = 1174,t1
20050503050767,NA,Cluster 2  |  n = 452,t1
20050503050792,NA,Cluster 1  |  n = 1759,t1
20050503050812,NA,Cluster 1  |  n = 1759,t1
20050503050849,NA,Cluster 4  |  n = 1174,t1
20050503050897,NA,Cluster 1  |  n = 1759,t1
20050503050915,NA,Cluster 4  |  n = 1174,t1
20050503050946,NA,Cluster 1  |  n = 1759,t1
20050503051038,NA,Cluster 4  |  n = 1174,t1
20050503051056,NA,Cluster 1  |  n = 1759,t1
20050503051074,NA,Cluster 1  |  n = 1759,t1
20050503051113,NA,Cluster 2  |  n = 452,t1
20050503051116,NA,Cluster 4  |  n = 1174,t1
20050503051134,NA,Cluster 1  |  n = 1759,t1
20050503051142,NA,Cluster 1  |  n = 1759,t1
20050503051150,NA,Cluster 1  |  n = 1759,t1
20050503051174,NA,Cluster 1  |  n = 1759,t1
20050503051189,NA,Cluster 4  |  n = 1174,t1
20050503051199,NA,Cluster 1  |  n = 1759,t1
20050503051202,NA,Cluster 1  |  n = 1759,t1
20050503051239,NA,Cluster 3  |  n = 129,t1
20050503051245,NA,Cluster 3  |  n = 129,t1
20050503051312,NA,Cluster 1  |  n = 1759,t1
20050503051321,NA,Cluster 4  |  n = 1174,t1
20050503051454,NA,Cluster 1  |  n = 1759,t1
20050503051456,NA,Cluster 1  |  n = 1759,t1
20050503051459,NA,Cluster 1  |  n = 1759,t1
20050503051519,NA,Cluster 2  |  n = 452,t1
20050503051521,NA,Cluster 1  |  n = 1759,t1
20050503051538,NA,Cluster 4  |  n = 1174,t1
20050503051541,NA,Cluster 4  |  n = 1174,t1
20050503051574,NA,Cluster 4  |  n = 1174,t1
20050503051622,NA,Cluster 1  |  n = 1759,t1
20050503051643,NA,Cluster 4  |  n = 1174,t1
20050503051672,NA,Cluster 4  |  n = 1174,t1
20050503051712,NA,Cluster 4  |  n = 1174,t1
20050503051776,NA,Cluster 1  |  n = 1759,t1
20050503051780,NA,Cluster 4  |  n = 1174,t1
20050503051832,NA,Cluster 2  |  n = 452,t1
20050503051835,NA,Cluster 4  |  n = 1174,t1
20050503051858,NA,Cluster 3  |  n = 129,t1
20050503051864,NA,Cluster 1  |  n = 1759,t1
20050503051865,NA,Cluster 3  |  n = 129,t1
20050503051875,NA,Cluster 4  |  n = 1174,t1
20050503051884,NA,Cluster 1  |  n = 1759,t1
20050503051915,NA,Cluster 1  |  n = 1759,t1
20050503051918,NA,Cluster 4  |  n = 1174,t1
20050503051951,NA,Cluster 4  |  n = 1174,t1
20050503051965,NA,Cluster 1  |  n = 1759,t1
20050503052030,NA,Cluster 1  |  n = 1759,t1
20050503052033,NA,Cluster 1  |  n = 1759,t1
20050503052049,NA,Cluster 1  |  n = 1759,t1
20050503052059,NA,Cluster 4  |  n = 1174,t1
20050503052076,NA,Cluster 1  |  n = 1759,t1
20050503052161,NA,Cluster 1  |  n = 1759,t1
20050503052213,NA,Cluster 1  |  n = 1759,t1
20050503052218,NA,Cluster 1  |  n = 1759,t1
20050503052316,NA,Cluster 1  |  n = 1759,t1
20050503052327,NA,Cluster 4  |  n = 1174,t1
20050503052471,NA,Cluster 1  |  n = 1759,t1
20050503052485,NA,Cluster 3  |  n = 129,t1
20050503052486,NA,Cluster 1  |  n = 1759,t1
20050503052505,NA,Cluster 4  |  n = 1174,t1
20050503052508,NA,Cluster 1  |  n = 1759,t1
20050504050004,NA,Cluster 4  |  n = 1174,t1
20050504050011,NA,Cluster 4  |  n = 1174,t1
20050504050027,NA,Cluster 1  |  n = 1759,t1
20050504050030,NA,Cluster 1  |  n = 1759,t1
20050504050031,NA,Cluster 1  |  n = 1759,t1
20050504050076,NA,Cluster 2  |  n = 452,t1
20050504050086,NA,Cluster 2  |  n = 452,t1
20050504050090,NA,Cluster 1  |  n = 1759,t1
20050504050109,NA,Cluster 1  |  n = 1759,t1
20050504050115,NA,Cluster 4  |  n = 1174,t1
20050504050502,NA,Cluster 1  |  n = 1759,t1
20050504050510,NA,Cluster 1  |  n = 1759,t1
20050504050513,NA,Cluster 4  |  n = 1174,t1
20050504050522,NA,Cluster 1  |  n = 1759,t1
20050504050524,NA,Cluster 2  |  n = 452,t1
20050504050525,NA,Cluster 4  |  n = 1174,t1
20050504050531,NA,Cluster 1  |  n = 1759,t1
20050504050535,NA,Cluster 4  |  n = 1174,t1
20050504050543,NA,Cluster 2  |  n = 452,t1
20050504050558,NA,Cluster 1  |  n = 1759,t1
20050504050560,NA,Cluster 1  |  n = 1759,t1
20050504050564,NA,Cluster 1  |  n = 1759,t1
20050504050571,NA,Cluster 3  |  n = 129,t1
20050504050578,NA,Cluster 4  |  n = 1174,t1
20050504050595,NA,Cluster 4  |  n = 1174,t1
20050504050607,NA,Cluster 4  |  n = 1174,t1
20050504050611,NA,Cluster 3  |  n = 129,t1
20050504050612,NA,Cluster 1  |  n = 1759,t1
20050504050617,NA,Cluster 2  |  n = 452,t1
20050504050624,NA,Cluster 2  |  n = 452,t1
20050504050626,NA,Cluster 1  |  n = 1759,t1
20050504050630,NA,Cluster 1  |  n = 1759,t1
20050504050640,NA,Cluster 1  |  n = 1759,t1
20050504050641,NA,Cluster 1  |  n = 1759,t1
20050504050648,NA,Cluster 1  |  n = 1759,t1
20050504050649,NA,Cluster 2  |  n = 452,t1
20050504050652,NA,Cluster 1  |  n = 1759,t1
20050504050673,NA,Cluster 4  |  n = 1174,t1
20050504050685,NA,Cluster 2  |  n = 452,t1
20050504050695,NA,Cluster 1  |  n = 1759,t1
20050504050704,NA,Cluster 1  |  n = 1759,t1
20050504050709,NA,Cluster 1  |  n = 1759,t1
20050504050716,NA,Cluster 1  |  n = 1759,t1
20050504050719,NA,Cluster 1  |  n = 1759,t1
20050504050729,NA,Cluster 1  |  n = 1759,t1
20050504050730,NA,Cluster 2  |  n = 452,t1
20050504050745,NA,Cluster 1  |  n = 1759,t1
20050504050753,NA,Cluster 4  |  n = 1174,t1
20050504050755,NA,Cluster 4  |  n = 1174,t1
20050504050765,NA,Cluster 1  |  n = 1759,t1
20050504050767,NA,Cluster 1  |  n = 1759,t1
20050504050768,NA,Cluster 4  |  n = 1174,t1
20050504050794,NA,Cluster 1  |  n = 1759,t1
20050504050795,NA,Cluster 2  |  n = 452,t1
20050504050811,NA,Cluster 1  |  n = 1759,t1
20050504050814,NA,Cluster 1  |  n = 1759,t1
20050504050818,NA,Cluster 4  |  n = 1174,t1
20050504050825,NA,Cluster 4  |  n = 1174,t1
20050504050832,NA,Cluster 1  |  n = 1759,t1
20050504050834,NA,Cluster 2  |  n = 452,t1
20050504050843,NA,Cluster 1  |  n = 1759,t1
20050504050848,NA,Cluster 1  |  n = 1759,t1
20050504050861,NA,Cluster 1  |  n = 1759,t1
20050504050865,NA,Cluster 1  |  n = 1759,t1
20050504050867,NA,Cluster 1  |  n = 1759,t1
20050504050882,NA,Cluster 1  |  n = 1759,t1
20050504050884,NA,Cluster 1  |  n = 1759,t1
20050504050893,NA,Cluster 1  |  n = 1759,t1
20050504050897,NA,Cluster 2  |  n = 452,t1
20050504050907,NA,Cluster 1  |  n = 1759,t1
20050504050916,NA,Cluster 2  |  n = 452,t1
20050504050927,NA,Cluster 1  |  n = 1759,t1
20050504050930,NA,Cluster 4  |  n = 1174,t1
20050504050931,NA,Cluster 1  |  n = 1759,t1
20050504050944,NA,Cluster 4  |  n = 1174,t1
20050504050951,NA,Cluster 2  |  n = 452,t1
20050504050957,NA,Cluster 1  |  n = 1759,t1
20050504050959,NA,Cluster 3  |  n = 129,t1
20050504050969,NA,Cluster 4  |  n = 1174,t1
20050504050974,NA,Cluster 4  |  n = 1174,t1
20050504050990,NA,Cluster 1  |  n = 1759,t1
20050504050993,NA,Cluster 1  |  n = 1759,t1
20050504051003,NA,Cluster 1  |  n = 1759,t1
20050504051008,NA,Cluster 1  |  n = 1759,t1
20050504051050,NA,Cluster 4  |  n = 1174,t1
20050504051051,NA,Cluster 4  |  n = 1174,t1
