t1,t2,n
Cluster 1,Cluster 1,1212
Cluster 2,Cluster 1,90
Cluster 3,Cluster 1,212
Cluster 1,Cluster 2,96
Cluster 2,Cluster 2,137
Cluster 3,Cluster 2,72
Cluster 1,Cluster 3,217
Cluster 2,Cluster 3,58
Cluster 3,Cluster 3,982
Cluster 1,Cluster unmatched 1,10
Cluster 2,Cluster unmatched 1,13
Cluster 3,Cluster unmatched 1,84
