t1,t2,n
Cluster 1,Cluster 1,1669
Cluster 2,Cluster 1,671
Cluster 3,Cluster 1,348
Cluster 1,Cluster 2,579
Cluster 2,Cluster 2,884
Cluster 3,Cluster 2,324
Cluster 1,Cluster 3,319
Cluster 2,Cluster 3,301
Cluster 3,Cluster 3,183
Cluster 1,Cluster unmatched 1,55
Cluster 2,Cluster unmatched 1,62
Cluster 3,Cluster unmatched 1,82
