ID,pair_id,cluster,time
20160101160045,1,Cluster 3  | n =  770,t1
20160101160116,2,Cluster 6  | n =  482,t1
20160101160550,3,Cluster 2  | n =  2211,t1
20160101160569,4,Cluster 5  | n =  1171,t1
20160101160648,5,Cluster 6  | n =  482,t1
20160101160658,6,Cluster 2  | n =  2211,t1
20160101160674,7,Cluster 3  | n =  770,t1
20160101160758,8,Cluster 2  | n =  2211,t1
20160101160813,9,Cluster 2  | n =  2211,t1
20160101160828,10,Cluster 2  | n =  2211,t1
20160101160835,11,Cluster 2  | n =  2211,t1
20160101160837,12,Cluster 5  | n =  1171,t1
20160101160846,13,Cluster 6  | n =  482,t1
20160101160862,14,Cluster 6  | n =  482,t1
20160101160869,15,Cluster 2  | n =  2211,t1
20160101160969,16,Cluster 3  | n =  770,t1
20160101161013,17,Cluster 2  | n =  2211,t1
20160101161086,18,Cluster 6  | n =  482,t1
20160101161107,19,Cluster 2  | n =  2211,t1
20160101161136,20,Cluster 2  | n =  2211,t1
20160101161157,21,Cluster 3  | n =  770,t1
20160101161158,22,Cluster 5  | n =  1171,t1
20160101161187,23,Cluster 6  | n =  482,t1
20160101161189,24,Cluster 2  | n =  2211,t1
20160101161190,25,Cluster 1  | n =  200,t1
20160101161200,26,Cluster 5  | n =  1171,t1
20160101161245,27,Cluster 5  | n =  1171,t1
20160101161290,28,Cluster 2  | n =  2211,t1
20160101161311,29,Cluster 2  | n =  2211,t1
20160101161324,30,Cluster 6  | n =  482,t1
20160101161367,31,Cluster 5  | n =  1171,t1
20160101161372,32,Cluster 2  | n =  2211,t1
20160101161449,33,Cluster 2  | n =  2211,t1
20160101161462,34,Cluster 1  | n =  200,t1
20160101161574,35,Cluster 6  | n =  482,t1
20160101161687,36,Cluster 2  | n =  2211,t1
20160101161762,37,Cluster 2  | n =  2211,t1
20160101161850,38,Cluster 2  | n =  2211,t1
20160101161870,39,Cluster 5  | n =  1171,t1
20160101161883,40,Cluster 6  | n =  482,t1
20160101161903,41,Cluster 2  | n =  2211,t1
20160101161965,42,Cluster 5  | n =  1171,t1
20160101161971,43,Cluster 2  | n =  2211,t1
20160101162013,44,Cluster 2  | n =  2211,t1
20160101162031,45,Cluster 6  | n =  482,t1
20160101162041,46,Cluster 2  | n =  2211,t1
20160101162067,47,Cluster 5  | n =  1171,t1
20160101162086,48,Cluster 6  | n =  482,t1
20160101162123,49,Cluster 4  | n =  193,t1
20160101162133,50,Cluster 2  | n =  2211,t1
20160101162164,51,Cluster 3  | n =  770,t1
20160101162217,52,Cluster 2  | n =  2211,t1
20160101162274,53,Cluster 4  | n =  193,t1
20160101162275,54,Cluster 3  | n =  770,t1
