ID,pair_id,cluster,time
20160101160045,NA,Cluster 4  | n =  1911,t1
20160101160116,NA,Cluster 3  | n =  530,t1
20160101160550,NA,Cluster 1  | n =  2395,t1
20160101160569,NA,Cluster 4  | n =  1911,t1
20160101160648,NA,Cluster 3  | n =  530,t1
20160101160658,NA,Cluster 1  | n =  2395,t1
20160101160674,NA,Cluster 4  | n =  1911,t1
20160101160758,NA,Cluster 1  | n =  2395,t1
20160101160813,NA,Cluster 1  | n =  2395,t1
20160101160828,NA,Cluster 1  | n =  2395,t1
20160101160835,NA,Cluster 1  | n =  2395,t1
20160101160837,NA,Cluster 4  | n =  1911,t1
20160101160846,NA,Cluster 3  | n =  530,t1
20160101160862,NA,Cluster 3  | n =  530,t1
20160101160869,NA,Cluster 1  | n =  2395,t1
20160101160969,NA,Cluster 4  | n =  1911,t1
20160101161013,NA,Cluster 1  | n =  2395,t1
20160101161086,NA,Cluster 4  | n =  1911,t1
20160101161107,NA,Cluster 1  | n =  2395,t1
20160101161136,NA,Cluster 1  | n =  2395,t1
20160101161157,NA,Cluster 4  | n =  1911,t1
20160101161158,NA,Cluster 4  | n =  1911,t1
20160101161187,NA,Cluster 3  | n =  530,t1
20160101161189,NA,Cluster 1  | n =  2395,t1
20160101161190,NA,Cluster 1  | n =  2395,t1
20160101161200,NA,Cluster 4  | n =  1911,t1
20160101161245,NA,Cluster 4  | n =  1911,t1
20160101161290,NA,Cluster 1  | n =  2395,t1
20160101161311,NA,Cluster 1  | n =  2395,t1
20160101161324,NA,Cluster 3  | n =  530,t1
20160101161367,NA,Cluster 4  | n =  1911,t1
20160101161372,NA,Cluster 1  | n =  2395,t1
20160101161449,NA,Cluster 1  | n =  2395,t1
20160101161462,NA,Cluster 1  | n =  2395,t1
20160101161574,NA,Cluster 4  | n =  1911,t1
20160101161687,NA,Cluster 1  | n =  2395,t1
20160101161762,NA,Cluster 1  | n =  2395,t1
20160101161850,NA,Cluster 1  | n =  2395,t1
20160101161870,NA,Cluster 4  | n =  1911,t1
20160101161883,NA,Cluster 3  | n =  530,t1
20160101161903,NA,Cluster 1  | n =  2395,t1
20160101161965,NA,Cluster 4  | n =  1911,t1
20160101161971,NA,Cluster 1  | n =  2395,t1
20160101162013,NA,Cluster 1  | n =  2395,t1
20160101162031,NA,Cluster 3  | n =  530,t1
20160101162041,NA,Cluster 1  | n =  2395,t1
20160101162067,NA,Cluster 4  | n =  1911,t1
20160101162086,NA,Cluster 3  | n =  530,t1
20160101162123,NA,Cluster 2  | n =  191,t1
20160101162133,NA,Cluster 1  | n =  2395,t1
20160101162164,NA,Cluster 4  | n =  1911,t1
20160101162217,NA,Cluster 1  | n =  2395,t1
20160101162274,NA,Cluster 2  | n =  191,t1
20160101162275,NA,Cluster 4  | n =  1911,t1
20160101162288,NA,Cluster 4  | n =  1911,t1
20160101162350,NA,Cluster 4  | n =  1911,t1
20160101162469,NA,Cluster 1  | n =  2395,t1
20160101162528,NA,Cluster 4  | n =  1911,t1
20160110151953,NA,Cluster 4  | n =  1911,t1
20160111150030,NA,Cluster 3  | n =  530,t1
20160111150034,NA,Cluster 4  | n =  1911,t1
20160111150076,NA,Cluster 1  | n =  2395,t1
20160111150131,NA,Cluster 3  | n =  530,t1
20160111150503,NA,Cluster 1  | n =  2395,t1
20160111150511,NA,Cluster 1  | n =  2395,t1
20160111150530,NA,Cluster 1  | n =  2395,t1
20160111150625,NA,Cluster 4  | n =  1911,t1
20160111150651,NA,Cluster 1  | n =  2395,t1
20160111150662,NA,Cluster 4  | n =  1911,t1
20160111150766,NA,Cluster 1  | n =  2395,t1
20160111150769,NA,Cluster 3  | n =  530,t1
20160111150770,NA,Cluster 4  | n =  1911,t1
20160111150844,NA,Cluster 1  | n =  2395,t1
20160111150887,NA,Cluster 4  | n =  1911,t1
20160111150909,NA,Cluster 1  | n =  2395,t1
20160111150980,NA,Cluster 3  | n =  530,t1
20160111150987,NA,Cluster 1  | n =  2395,t1
20160111151072,NA,Cluster 1  | n =  2395,t1
20160111151153,NA,Cluster 3  | n =  530,t1
20160111151158,NA,Cluster 4  | n =  1911,t1
20160111151181,NA,Cluster 2  | n =  191,t1
20160111151184,NA,Cluster 1  | n =  2395,t1
20160111151213,NA,Cluster 1  | n =  2395,t1
20160111151260,NA,Cluster 1  | n =  2395,t1
20160111151356,NA,Cluster 4  | n =  1911,t1
20160111151369,NA,Cluster 1  | n =  2395,t1
20160111151375,NA,Cluster 1  | n =  2395,t1
20160111151409,NA,Cluster 1  | n =  2395,t1
20160111151431,NA,Cluster 4  | n =  1911,t1
20160111151451,NA,Cluster 4  | n =  1911,t1
20160111151495,NA,Cluster 4  | n =  1911,t1
20160111151520,NA,Cluster 1  | n =  2395,t1
20160111151567,NA,Cluster 2  | n =  191,t1
20160111151601,NA,Cluster 4  | n =  1911,t1
20160111151608,NA,Cluster 2  | n =  191,t1
20160111151632,NA,Cluster 1  | n =  2395,t1
20160111151676,NA,Cluster 1  | n =  2395,t1
20160111151690,NA,Cluster 1  | n =  2395,t1
20160111151739,NA,Cluster 1  | n =  2395,t1
20160111151783,NA,Cluster 1  | n =  2395,t1
20160111151790,NA,Cluster 1  | n =  2395,t1
20160111151797,NA,Cluster 4  | n =  1911,t1
20160111151813,NA,Cluster 4  | n =  1911,t1
20160111151814,NA,Cluster 1  | n =  2395,t1
20160111151855,NA,Cluster 4  | n =  1911,t1
20160111151887,NA,Cluster 4  | n =  1911,t1
20160111151898,NA,Cluster 1  | n =  2395,t1
20160111151899,NA,Cluster 1  | n =  2395,t1
20160111151911,NA,Cluster 3  | n =  530,t1
20160111151914,NA,Cluster 1  | n =  2395,t1
