t1,t2,n
Cluster 1,Cluster 1,2301
Cluster 2,Cluster 1,37
Cluster 3,Cluster 1,496
Cluster 1,Cluster 2,46
Cluster 2,Cluster 2,141
Cluster 3,Cluster 2,119
Cluster 1,Cluster 3,522
Cluster 2,Cluster 3,114
Cluster 3,Cluster 3,2105
