t1,t2,n
Cluster 1,Cluster 1,1292
Cluster 2,Cluster 1,116
Cluster 3,Cluster 1,18
Cluster 4,Cluster 1,213
Cluster 1,Cluster 2,102
Cluster 2,Cluster 2,193
Cluster 3,Cluster 2,9
Cluster 4,Cluster 2,63
Cluster 1,Cluster 3,31
Cluster 2,Cluster 3,17
Cluster 3,Cluster 3,51
Cluster 4,Cluster 3,44
Cluster 1,Cluster 4,174
Cluster 2,Cluster 4,61
Cluster 3,Cluster 4,43
Cluster 4,Cluster 4,742
