ID,pair_id,cluster,time
20090502090678,NA,Cluster 4  |  n = 1239,t1
20090502090798,NA,Cluster 1  |  n = 1650,t1
20090502091348,NA,Cluster 1  |  n = 1650,t1
20090502091712,NA,Cluster 2  |  n = 408,t1
20090503090019,NA,Cluster 1  |  n = 1650,t1
20090503090063,NA,Cluster 1  |  n = 1650,t1
20090503090119,NA,Cluster 3  |  n = 149,t1
20090503090135,NA,Cluster 4  |  n = 1239,t1
20090503090501,NA,Cluster 1  |  n = 1650,t1
20090503090508,NA,Cluster 3  |  n = 149,t1
20090503090551,NA,Cluster 2  |  n = 408,t1
20090503090555,NA,Cluster 4  |  n = 1239,t1
20090503090572,NA,Cluster 3  |  n = 149,t1
20090503090686,NA,Cluster 1  |  n = 1650,t1
20090503090700,NA,Cluster 1  |  n = 1650,t1
20090503090848,NA,Cluster 4  |  n = 1239,t1
20090503090925,NA,Cluster 1  |  n = 1650,t1
20090503090943,NA,Cluster 3  |  n = 149,t1
20090503090997,NA,Cluster 3  |  n = 149,t1
20090503091058,NA,Cluster 1  |  n = 1650,t1
20090503091075,NA,Cluster 4  |  n = 1239,t1
20090503091173,NA,Cluster 2  |  n = 408,t1
20090503091267,NA,Cluster 1  |  n = 1650,t1
20090503091298,NA,Cluster 1  |  n = 1650,t1
20090503091314,NA,Cluster 2  |  n = 408,t1
20090503091331,NA,Cluster 2  |  n = 408,t1
20090503091536,NA,Cluster 4  |  n = 1239,t1
20090503091592,NA,Cluster 1  |  n = 1650,t1
20090503091611,NA,Cluster 1  |  n = 1650,t1
20090503091685,NA,Cluster 1  |  n = 1650,t1
20090503091696,NA,Cluster 1  |  n = 1650,t1
20090503091697,NA,Cluster 3  |  n = 149,t1
20090503091708,NA,Cluster 1  |  n = 1650,t1
20090503091728,NA,Cluster 1  |  n = 1650,t1
20090503091861,NA,Cluster 4  |  n = 1239,t1
20090503091908,NA,Cluster 1  |  n = 1650,t1
20090503091979,NA,Cluster 1  |  n = 1650,t1
20090503091991,NA,Cluster 3  |  n = 149,t1
20090503092207,NA,Cluster 4  |  n = 1239,t1
20090503092371,NA,Cluster 1  |  n = 1650,t1
20090503092381,NA,Cluster 2  |  n = 408,t1
20090503092411,NA,Cluster 1  |  n = 1650,t1
20090503092458,NA,Cluster 1  |  n = 1650,t1
20090504090001,NA,Cluster 2  |  n = 408,t1
20090504090053,NA,Cluster 1  |  n = 1650,t1
20090504090083,NA,Cluster 4  |  n = 1239,t1
20090504090107,NA,Cluster 1  |  n = 1650,t1
20090504090132,NA,Cluster 4  |  n = 1239,t1
20090504090138,NA,Cluster 4  |  n = 1239,t1
20090504090156,NA,Cluster 4  |  n = 1239,t1
20090504090162,NA,Cluster 4  |  n = 1239,t1
20090504090163,NA,Cluster 4  |  n = 1239,t1
20090504090176,NA,Cluster 2  |  n = 408,t1
20090504090178,NA,Cluster 1  |  n = 1650,t1
20090504090500,NA,Cluster 4  |  n = 1239,t1
20090504090511,NA,Cluster 4  |  n = 1239,t1
20090504090514,NA,Cluster 1  |  n = 1650,t1
20090504090515,NA,Cluster 1  |  n = 1650,t1
20090504090520,NA,Cluster 4  |  n = 1239,t1
20090504090524,NA,Cluster 4  |  n = 1239,t1
20090504090525,NA,Cluster 4  |  n = 1239,t1
20090504090526,NA,Cluster 1  |  n = 1650,t1
20090504090527,NA,Cluster 1  |  n = 1650,t1
20090504090531,NA,Cluster 1  |  n = 1650,t1
20090504090534,NA,Cluster 3  |  n = 149,t1
20090504090546,NA,Cluster 4  |  n = 1239,t1
20090504090552,NA,Cluster 4  |  n = 1239,t1
20090504090555,NA,Cluster 3  |  n = 149,t1
20090504090558,NA,Cluster 4  |  n = 1239,t1
20090504090563,NA,Cluster 4  |  n = 1239,t1
20090504090571,NA,Cluster 1  |  n = 1650,t1
20090504090573,NA,Cluster 1  |  n = 1650,t1
20090504090575,NA,Cluster 4  |  n = 1239,t1
20090504090586,NA,Cluster 1  |  n = 1650,t1
20090504090587,NA,Cluster 1  |  n = 1650,t1
20090504090592,NA,Cluster 4  |  n = 1239,t1
20090504090595,NA,Cluster 4  |  n = 1239,t1
20090504090604,NA,Cluster 4  |  n = 1239,t1
20090504090605,NA,Cluster 1  |  n = 1650,t1
20090504090609,NA,Cluster 2  |  n = 408,t1
20090504090620,NA,Cluster 1  |  n = 1650,t1
20090504090625,NA,Cluster 4  |  n = 1239,t1
20090504090627,NA,Cluster 2  |  n = 408,t1
20090504090634,NA,Cluster 1  |  n = 1650,t1
20090504090649,NA,Cluster 1  |  n = 1650,t1
20090504090658,NA,Cluster 1  |  n = 1650,t1
20090504090662,NA,Cluster 1  |  n = 1650,t1
20090504090669,NA,Cluster 2  |  n = 408,t1
20090504090681,NA,Cluster 2  |  n = 408,t1
20090504090683,NA,Cluster 4  |  n = 1239,t1
20090504090690,NA,Cluster 1  |  n = 1650,t1
20090504090692,NA,Cluster 1  |  n = 1650,t1
20090504090699,NA,Cluster 4  |  n = 1239,t1
20090504090709,NA,Cluster 1  |  n = 1650,t1
20090504090731,NA,Cluster 4  |  n = 1239,t1
20090504090736,NA,Cluster 4  |  n = 1239,t1
20090504090737,NA,Cluster 4  |  n = 1239,t1
20090504090748,NA,Cluster 4  |  n = 1239,t1
20090504090765,NA,Cluster 1  |  n = 1650,t1
20090504090767,NA,Cluster 1  |  n = 1650,t1
20090504090770,NA,Cluster 1  |  n = 1650,t1
20090504090793,NA,Cluster 4  |  n = 1239,t1
20090504090797,NA,Cluster 4  |  n = 1239,t1
20090504090801,NA,Cluster 3  |  n = 149,t1
20090504090802,NA,Cluster 1  |  n = 1650,t1
20090504090809,NA,Cluster 4  |  n = 1239,t1
20090504090816,NA,Cluster 4  |  n = 1239,t1
20090504090822,NA,Cluster 1  |  n = 1650,t1
20090504090824,NA,Cluster 1  |  n = 1650,t1
20090504090825,NA,Cluster 2  |  n = 408,t1
20090504090828,NA,Cluster 3  |  n = 149,t1
20090504090836,NA,Cluster 2  |  n = 408,t1
20090504090848,NA,Cluster 1  |  n = 1650,t1
20090504090849,NA,Cluster 4  |  n = 1239,t1
20090504090853,NA,Cluster 1  |  n = 1650,t1
20090504090857,NA,Cluster 1  |  n = 1650,t1
20090504090864,NA,Cluster 4  |  n = 1239,t1
20090504090866,NA,Cluster 1  |  n = 1650,t1
20090504090867,NA,Cluster 2  |  n = 408,t1
20090504090880,NA,Cluster 1  |  n = 1650,t1
20090504090884,NA,Cluster 1  |  n = 1650,t1
20090504090892,NA,Cluster 2  |  n = 408,t1
20090504090893,NA,Cluster 1  |  n = 1650,t1
20090504090897,NA,Cluster 2  |  n = 408,t1
20090504090902,NA,Cluster 3  |  n = 149,t1
20090504090906,NA,Cluster 1  |  n = 1650,t1
20090504090913,NA,Cluster 4  |  n = 1239,t1
20090504090920,NA,Cluster 4  |  n = 1239,t1
20090504090922,NA,Cluster 1  |  n = 1650,t1
20090504090923,NA,Cluster 1  |  n = 1650,t1
20090504090934,NA,Cluster 1  |  n = 1650,t1
20090504090939,NA,Cluster 4  |  n = 1239,t1
20090504090948,NA,Cluster 1  |  n = 1650,t1
20090504090950,NA,Cluster 1  |  n = 1650,t1
20090504090953,NA,Cluster 1  |  n = 1650,t1
20090504090966,NA,Cluster 1  |  n = 1650,t1
20090504090968,NA,Cluster 1  |  n = 1650,t1
20090504090969,NA,Cluster 1  |  n = 1650,t1
20090504090975,NA,Cluster 4  |  n = 1239,t1
20090504090976,NA,Cluster 4  |  n = 1239,t1
20090504090985,NA,Cluster 3  |  n = 149,t1
20090504090997,NA,Cluster 4  |  n = 1239,t1
20090504091013,NA,Cluster 1  |  n = 1650,t1
20090504091029,NA,Cluster 1  |  n = 1650,t1
20090504091030,NA,Cluster 1  |  n = 1650,t1
20090504091037,NA,Cluster 4  |  n = 1239,t1
20090504091038,NA,Cluster 4  |  n = 1239,t1
20090504091042,NA,Cluster 1  |  n = 1650,t1
20090504091044,NA,Cluster 4  |  n = 1239,t1
20090504091046,NA,Cluster 4  |  n = 1239,t1
20090504091048,NA,Cluster 4  |  n = 1239,t1
20090504091064,NA,Cluster 4  |  n = 1239,t1
20090504091076,NA,Cluster 1  |  n = 1650,t1
20090504091083,NA,Cluster 1  |  n = 1650,t1
20090504091092,NA,Cluster 2  |  n = 408,t1
20090504091095,NA,Cluster 1  |  n = 1650,t1
20090504091096,NA,Cluster 2  |  n = 408,t1
20090504091097,NA,Cluster 1  |  n = 1650,t1
20090504091103,NA,Cluster 1  |  n = 1650,t1
20090504091105,NA,Cluster 1  |  n = 1650,t1
20090504091132,NA,Cluster 1  |  n = 1650,t1
20090504091138,NA,Cluster 4  |  n = 1239,t1
20090504091159,NA,Cluster 1  |  n = 1650,t1
20090504091178,NA,Cluster 1  |  n = 1650,t1
20090504091180,NA,Cluster 1  |  n = 1650,t1
20090504091186,NA,Cluster 1  |  n = 1650,t1
20090504091192,NA,Cluster 1  |  n = 1650,t1
20090504091196,NA,Cluster 2  |  n = 408,t1
20090504091208,NA,Cluster 1  |  n = 1650,t1
20090504091216,NA,Cluster 2  |  n = 408,t1
20090504091228,NA,Cluster 1  |  n = 1650,t1
20090504091250,NA,Cluster 1  |  n = 1650,t1
20090504091253,NA,Cluster 2  |  n = 408,t1
20090504091269,NA,Cluster 1  |  n = 1650,t1
20090504091270,NA,Cluster 2  |  n = 408,t1
20090504091281,NA,Cluster 1  |  n = 1650,t1
20090504091285,NA,Cluster 4  |  n = 1239,t1
20090504091286,NA,Cluster 4  |  n = 1239,t1
20090504091300,NA,Cluster 2  |  n = 408,t1
20090504091303,NA,Cluster 2  |  n = 408,t1
20090504091306,NA,Cluster 1  |  n = 1650,t1
20090504091308,NA,Cluster 4  |  n = 1239,t1
20090504091311,NA,Cluster 1  |  n = 1650,t1
20090504091317,NA,Cluster 2  |  n = 408,t1
20090504091318,NA,Cluster 1  |  n = 1650,t1
20090504091325,NA,Cluster 4  |  n = 1239,t1
20090504091341,NA,Cluster 4  |  n = 1239,t1
20090504091349,NA,Cluster 1  |  n = 1650,t1
20090504091350,NA,Cluster 4  |  n = 1239,t1
20090504091352,NA,Cluster 1  |  n = 1650,t1
20090504091359,NA,Cluster 1  |  n = 1650,t1
20090504091371,NA,Cluster 4  |  n = 1239,t1
20090504091380,NA,Cluster 4  |  n = 1239,t1
20090504091382,NA,Cluster 2  |  n = 408,t1
20090504091385,NA,Cluster 1  |  n = 1650,t1
20090504091395,NA,Cluster 4  |  n = 1239,t1
20090504091398,NA,Cluster 1  |  n = 1650,t1
20090504091401,NA,Cluster 2  |  n = 408,t1
20090504091405,NA,Cluster 1  |  n = 1650,t1
20090504091406,NA,Cluster 1  |  n = 1650,t1
20090504091411,NA,Cluster 4  |  n = 1239,t1
20090504091417,NA,Cluster 4  |  n = 1239,t1
20090504091422,NA,Cluster 1  |  n = 1650,t1
20090504091426,NA,Cluster 1  |  n = 1650,t1
20090504091442,NA,Cluster 3  |  n = 149,t1
20090504091456,NA,Cluster 1  |  n = 1650,t1
20090504091464,NA,Cluster 1  |  n = 1650,t1
20090504091469,NA,Cluster 2  |  n = 408,t1
20090504091472,NA,Cluster 1  |  n = 1650,t1
20090504091474,NA,Cluster 1  |  n = 1650,t1
20090504091502,NA,Cluster 4  |  n = 1239,t1
20090504091503,NA,Cluster 4  |  n = 1239,t1
20090504091516,NA,Cluster 1  |  n = 1650,t1
20090504091518,NA,Cluster 4  |  n = 1239,t1
20090504091529,NA,Cluster 1  |  n = 1650,t1
20090504091536,NA,Cluster 2  |  n = 408,t1
20090504091539,NA,Cluster 1  |  n = 1650,t1
20090504091572,NA,Cluster 3  |  n = 149,t1
20090504091586,NA,Cluster 1  |  n = 1650,t1
20090504091587,NA,Cluster 1  |  n = 1650,t1
20090504091592,NA,Cluster 1  |  n = 1650,t1
20090504091597,NA,Cluster 1  |  n = 1650,t1
20090504091605,NA,Cluster 2  |  n = 408,t1
20090504091606,NA,Cluster 1  |  n = 1650,t1
20090504091613,NA,Cluster 2  |  n = 408,t1
20090504091614,NA,Cluster 4  |  n = 1239,t1
20090504091621,NA,Cluster 2  |  n = 408,t1
20090504091622,NA,Cluster 1  |  n = 1650,t1
20090504091630,NA,Cluster 1  |  n = 1650,t1
20090504091634,NA,Cluster 1  |  n = 1650,t1
20090504091639,NA,Cluster 1  |  n = 1650,t1
20090504091642,NA,Cluster 1  |  n = 1650,t1
20090504091645,NA,Cluster 4  |  n = 1239,t1
20090504091659,NA,Cluster 1  |  n = 1650,t1
20090504091665,NA,Cluster 4  |  n = 1239,t1
20090504091685,NA,Cluster 1  |  n = 1650,t1
20090504091691,NA,Cluster 4  |  n = 1239,t1
20090504091694,NA,Cluster 1  |  n = 1650,t1
20090504091699,NA,Cluster 2  |  n = 408,t1
20090504091716,NA,Cluster 1  |  n = 1650,t1
20090504091733,NA,Cluster 1  |  n = 1650,t1
20090504091738,NA,Cluster 4  |  n = 1239,t1
20090504091740,NA,Cluster 1  |  n = 1650,t1
20090504091744,NA,Cluster 4  |  n = 1239,t1
20090504091747,NA,Cluster 1  |  n = 1650,t1
20090504091748,NA,Cluster 1  |  n = 1650,t1
20090504091751,NA,Cluster 2  |  n = 408,t1
20090504091756,NA,Cluster 1  |  n = 1650,t1
20090504091765,NA,Cluster 1  |  n = 1650,t1
20090504091766,NA,Cluster 1  |  n = 1650,t1
20090504091770,NA,Cluster 2  |  n = 408,t1
20090504091785,NA,Cluster 4  |  n = 1239,t1
20090504091789,NA,Cluster 4  |  n = 1239,t1
20090504091802,NA,Cluster 4  |  n = 1239,t1
20090504091803,NA,Cluster 3  |  n = 149,t1
20090504091814,NA,Cluster 2  |  n = 408,t1
20090504091815,NA,Cluster 1  |  n = 1650,t1
20090504091823,NA,Cluster 1  |  n = 1650,t1
20090504091836,NA,Cluster 1  |  n = 1650,t1
20090504091843,NA,Cluster 1  |  n = 1650,t1
20090504091856,NA,Cluster 4  |  n = 1239,t1
20090504091881,NA,Cluster 1  |  n = 1650,t1
20090504091887,NA,Cluster 4  |  n = 1239,t1
