t1,t2,n
Cluster 1,Cluster 1,2164
Cluster 2,Cluster 1,185
Cluster 3,Cluster 1,40
Cluster 4,Cluster 1,300
Cluster 1,Cluster 2,209
Cluster 2,Cluster 2,384
Cluster 3,Cluster 2,26
Cluster 4,Cluster 2,122
Cluster 1,Cluster 3,35
Cluster 2,Cluster 3,13
Cluster 3,Cluster 3,120
Cluster 4,Cluster 3,95
Cluster 1,Cluster 4,303
Cluster 2,Cluster 4,93
Cluster 3,Cluster 4,70
Cluster 4,Cluster 4,1179
