ID,pair_id,cluster,time
20110101110074,NA,Cluster 4  | n =  2174,t1
20110101110081,NA,Cluster 4  | n =  2174,t1
20110101110101,NA,Cluster 4  | n =  2174,t1
20110101110142,NA,Cluster 1  | n =  2897,t1
20110101110522,NA,Cluster 4  | n =  2174,t1
20110101110525,NA,Cluster 1  | n =  2897,t1
20110101110542,NA,Cluster 4  | n =  2174,t1
20110101110557,NA,Cluster 1  | n =  2897,t1
20110101110576,NA,Cluster 1  | n =  2897,t1
20110101110611,NA,Cluster 4  | n =  2174,t1
20110101110639,NA,Cluster 1  | n =  2897,t1
20110101110652,NA,Cluster 3  | n =  603,t1
20110101110679,NA,Cluster 4  | n =  2174,t1
20110101110733,NA,Cluster 4  | n =  2174,t1
20110101110763,NA,Cluster 4  | n =  2174,t1
20110101110796,NA,Cluster 3  | n =  603,t1
20110101110814,NA,Cluster 1  | n =  2897,t1
20110101110825,NA,Cluster 4  | n =  2174,t1
20110101110831,NA,Cluster 4  | n =  2174,t1
20110101110862,NA,Cluster 4  | n =  2174,t1
20110101110865,NA,Cluster 1  | n =  2897,t1
20110101110872,NA,Cluster 1  | n =  2897,t1
20110101110879,NA,Cluster 4  | n =  2174,t1
20110101110882,NA,Cluster 1  | n =  2897,t1
20110101110888,NA,Cluster 4  | n =  2174,t1
20110101110912,NA,Cluster 1  | n =  2897,t1
20110101110961,NA,Cluster 4  | n =  2174,t1
20110101111025,NA,Cluster 1  | n =  2897,t1
20110101111032,NA,Cluster 4  | n =  2174,t1
20110101111041,NA,Cluster 1  | n =  2897,t1
20110101111049,NA,Cluster 4  | n =  2174,t1
20110101111056,NA,Cluster 1  | n =  2897,t1
20110101111062,NA,Cluster 4  | n =  2174,t1
20110101111090,NA,Cluster 4  | n =  2174,t1
20110101111103,NA,Cluster 2  | n =  305,t1
20110101111110,NA,Cluster 1  | n =  2897,t1
20110101111128,NA,Cluster 4  | n =  2174,t1
20110101111130,NA,Cluster 1  | n =  2897,t1
20110101111133,NA,Cluster 1  | n =  2897,t1
20110101111152,NA,Cluster 4  | n =  2174,t1
20110101111153,NA,Cluster 4  | n =  2174,t1
20110101111191,NA,Cluster 2  | n =  305,t1
20110101111202,NA,Cluster 1  | n =  2897,t1
20110101111217,NA,Cluster 4  | n =  2174,t1
20110101111218,NA,Cluster 1  | n =  2897,t1
20110101111280,NA,Cluster 3  | n =  603,t1
20110101111298,NA,Cluster 1  | n =  2897,t1
20110101111328,NA,Cluster 4  | n =  2174,t1
20110101111334,NA,Cluster 1  | n =  2897,t1
20110101111375,NA,Cluster 3  | n =  603,t1
20110101111453,NA,Cluster 4  | n =  2174,t1
20110101111471,NA,Cluster 4  | n =  2174,t1
20110101111499,NA,Cluster 4  | n =  2174,t1
20110101111587,NA,Cluster 4  | n =  2174,t1
20110101111596,NA,Cluster 1  | n =  2897,t1
20110101111597,NA,Cluster 1  | n =  2897,t1
20110101111676,NA,Cluster 4  | n =  2174,t1
20110101111696,NA,Cluster 1  | n =  2897,t1
20110101111750,NA,Cluster 1  | n =  2897,t1
20110101111784,NA,Cluster 1  | n =  2897,t1
20110101111800,NA,Cluster 1  | n =  2897,t1
20110101111835,NA,Cluster 1  | n =  2897,t1
20110101111870,NA,Cluster 1  | n =  2897,t1
20110101111874,NA,Cluster 1  | n =  2897,t1
20110101111878,NA,Cluster 4  | n =  2174,t1
20110101111929,NA,Cluster 1  | n =  2897,t1
20110101111949,NA,Cluster 2  | n =  305,t1
20110101111960,NA,Cluster 4  | n =  2174,t1
20110101111971,NA,Cluster 1  | n =  2897,t1
20110101112005,NA,Cluster 2  | n =  305,t1
20110101112026,NA,Cluster 1  | n =  2897,t1
20110101112035,NA,Cluster 1  | n =  2897,t1
20110101112059,NA,Cluster 4  | n =  2174,t1
20110101112070,NA,Cluster 3  | n =  603,t1
20110101112114,NA,Cluster 1  | n =  2897,t1
20110101112172,NA,Cluster 3  | n =  603,t1
20110101112180,NA,Cluster 4  | n =  2174,t1
20110101112185,NA,Cluster 1  | n =  2897,t1
20110101112187,NA,Cluster 1  | n =  2897,t1
20110101112219,NA,Cluster 1  | n =  2897,t1
20110101112231,NA,Cluster 4  | n =  2174,t1
20110101112234,NA,Cluster 3  | n =  603,t1
20110101112249,NA,Cluster 4  | n =  2174,t1
20110101112262,NA,Cluster 1  | n =  2897,t1
20110101112298,NA,Cluster 2  | n =  305,t1
20110101112339,NA,Cluster 4  | n =  2174,t1
20110101112356,NA,Cluster 2  | n =  305,t1
20110101112369,NA,Cluster 1  | n =  2897,t1
20110101112389,NA,Cluster 4  | n =  2174,t1
20110101112422,NA,Cluster 1  | n =  2897,t1
20110101112427,NA,Cluster 4  | n =  2174,t1
20110101112462,NA,Cluster 4  | n =  2174,t1
20110101112475,NA,Cluster 3  | n =  603,t1
