t1,t2,n
Cluster 1,Cluster 1,752
Cluster 2,Cluster 1,28
Cluster 3,Cluster 1,354
Cluster 1,Cluster 2,23
Cluster 2,Cluster 2,44
Cluster 3,Cluster 2,30
Cluster 1,Cluster 3,118
Cluster 2,Cluster 3,4
Cluster 3,Cluster 3,201
Cluster 1,Cluster unmatched 1,106
Cluster 2,Cluster unmatched 1,23
Cluster 3,Cluster unmatched 1,200
Cluster 1,Cluster unmatched 2,153
Cluster 2,Cluster unmatched 2,22
Cluster 3,Cluster unmatched 2,235
