t1,t2,n
Cluster 1,Cluster 1,2082
Cluster 2,Cluster 1,176
Cluster 3,Cluster 1,38
Cluster 4,Cluster 1,283
Cluster 1,Cluster 2,186
Cluster 2,Cluster 2,302
Cluster 3,Cluster 2,16
Cluster 4,Cluster 2,93
Cluster 1,Cluster 3,57
Cluster 2,Cluster 3,30
Cluster 3,Cluster 3,114
Cluster 4,Cluster 3,68
Cluster 1,Cluster 4,232
Cluster 2,Cluster 4,102
Cluster 3,Cluster 4,71
Cluster 4,Cluster 4,1071
