t1,t2,n
Cluster 1,Cluster 1,1264
Cluster 2,Cluster 1,118
Cluster 3,Cluster 1,18
Cluster 4,Cluster 1,183
Cluster 1,Cluster 2,109
Cluster 2,Cluster 2,201
Cluster 3,Cluster 2,12
Cluster 4,Cluster 2,57
Cluster 1,Cluster 4,261
Cluster 2,Cluster 4,111
Cluster 3,Cluster 4,106
Cluster 4,Cluster 4,810
