t1,t2,n
Cluster 1,Cluster 1,2118
Cluster 2,Cluster 1,34
Cluster 3,Cluster 1,446
Cluster 1,Cluster 2,26
Cluster 2,Cluster 2,64
Cluster 3,Cluster 2,87
Cluster 1,Cluster 3,225
Cluster 2,Cluster 3,49
Cluster 3,Cluster 3,780
Cluster 1,Cluster unmatched 1,135
Cluster 2,Cluster unmatched 1,15
Cluster 3,Cluster unmatched 1,533
Cluster 1,Cluster unmatched 2,105
Cluster 2,Cluster unmatched 2,33
Cluster 3,Cluster unmatched 2,745
