t1,t2,n
Cluster 1,Cluster 1,1321
Cluster 2,Cluster 1,111
Cluster 3,Cluster 1,210
Cluster 1,Cluster 2,99
Cluster 2,Cluster 2,175
Cluster 3,Cluster 2,68
Cluster 1,Cluster 3,254
Cluster 2,Cluster 3,66
Cluster 3,Cluster 3,1176
