ID,cluster,time
20180502180059,Cluster 1  |  n = 1280,t1
20180502180067,Cluster 2  |  n = 1309,t1
20180502181410,Cluster 2  |  n = 1309,t1
20180502181662,Cluster 1  |  n = 1280,t1
20180502182052,Cluster 2  |  n = 1309,t1
20180502182138,Cluster 1  |  n = 1280,t1
20180502182197,Cluster 2  |  n = 1309,t1
20180502182371,Cluster 2  |  n = 1309,t1
20180503180117,Cluster 1  |  n = 1280,t1
20180503180527,Cluster 2  |  n = 1309,t1
20180503180528,Cluster 1  |  n = 1280,t1
20180503180544,Cluster 1  |  n = 1280,t1
20180503180567,Cluster 1  |  n = 1280,t1
20180503180584,Cluster 1  |  n = 1280,t1
20180503180597,Cluster 2  |  n = 1309,t1
20180503180608,Cluster 1  |  n = 1280,t1
20180503180702,Cluster 2  |  n = 1309,t1
20180503180745,Cluster 2  |  n = 1309,t1
20180503180766,Cluster 2  |  n = 1309,t1
20180503180775,Cluster 2  |  n = 1309,t1
20180503180846,Cluster 1  |  n = 1280,t1
20180503180870,Cluster 1  |  n = 1280,t1
20180503180873,Cluster 2  |  n = 1309,t1
20180503180890,Cluster 1  |  n = 1280,t1
20180503180964,Cluster 2  |  n = 1309,t1
20180503181002,Cluster 2  |  n = 1309,t1
20180503181016,Cluster 2  |  n = 1309,t1
20180503181041,Cluster 2  |  n = 1309,t1
20180503181074,Cluster 2  |  n = 1309,t1
20180503181106,Cluster 1  |  n = 1280,t1
20180503181126,Cluster 2  |  n = 1309,t1
20180503181183,Cluster 1  |  n = 1280,t1
20180503181205,Cluster 2  |  n = 1309,t1
20180503181211,Cluster 1  |  n = 1280,t1
20180503181271,Cluster 2  |  n = 1309,t1
20180503181292,Cluster 2  |  n = 1309,t1
20180503181301,Cluster 1  |  n = 1280,t1
20180503181374,Cluster 2  |  n = 1309,t1
20180503181401,Cluster 1  |  n = 1280,t1
20180503181423,Cluster 2  |  n = 1309,t1
20180503181612,Cluster 3  |  n = 284,t1
20180503181621,Cluster 2  |  n = 1309,t1
20180503181688,Cluster 2  |  n = 1309,t1
20180503181725,Cluster 2  |  n = 1309,t1
20180503181732,Cluster 2  |  n = 1309,t1
20180503181754,Cluster 2  |  n = 1309,t1
20180503181770,Cluster 2  |  n = 1309,t1
20180503181783,Cluster 3  |  n = 284,t1
20180503181793,Cluster 3  |  n = 284,t1
20180503181807,Cluster 2  |  n = 1309,t1
20180503181816,Cluster 2  |  n = 1309,t1
20180503181840,Cluster 2  |  n = 1309,t1
20180503181868,Cluster 2  |  n = 1309,t1
