t1,t2,n
Cluster 1,Cluster 1,2325
Cluster 2,Cluster 1,39
Cluster 3,Cluster 1,540
Cluster 1,Cluster 2,43
Cluster 2,Cluster 2,134
Cluster 3,Cluster 2,117
Cluster 1,Cluster 3,353
Cluster 2,Cluster 3,53
Cluster 3,Cluster 3,1287
Cluster 1,Cluster unmatched 1,171
Cluster 2,Cluster unmatched 1,66
Cluster 3,Cluster unmatched 1,793
