t1,t2,n
Cluster 1,Cluster 1,2150
Cluster 2,Cluster 1,68
Cluster 3,Cluster 1,425
Cluster 1,Cluster 2,19
Cluster 2,Cluster 2,117
Cluster 3,Cluster 2,81
Cluster 1,Cluster 3,482
Cluster 2,Cluster 3,117
Cluster 3,Cluster 3,1694
