t1,t2,n
Cluster 1,Cluster 1,1869
Cluster 2,Cluster 1,61
Cluster 3,Cluster 1,900
Cluster 1,Cluster 2,60
Cluster 2,Cluster 2,129
Cluster 3,Cluster 2,97
Cluster 1,Cluster 3,854
Cluster 2,Cluster 3,85
Cluster 3,Cluster 3,1327
