pair_id,distance
1,8.575958678472311
2,4.509528267061606
3,1.3150362113396095
4,1.6160963263334314
5,0.648794632430658
6,2.7111525397574447
7,4.250141185626378
8,2.729454753914531
9,0.7549357210629069
10,0.8825672894266182
11,2.6477018682798543
12,2.5933401567403678
13,2.8300719608790788
14,0.0802668880531876
15,4.264652888085247
16,2.9712960647230466
17,4.174737818126272
18,2.118161494623884
19,0.11831351076103956
20,2.75130646910107
21,2.7028533209142047
22,2.7949271668680473
23,0.6814651525290161
24,0.8179611841555811
25,0.19510932196585196
26,3.334222566513902
27,3.006515057955464
28,6.578257959450807
29,1.8418999033160721
30,0.9934635395761372
31,3.2320979735628668
32,0.5342772318681148
33,2.7362175177306454
34,2.1183570072105073
35,1.8451966863805618
36,8.683647616696458
37,3.6071291104503476
38,6.174866929246183
39,2.753794671166353
40,2.2932263206948833
41,2.0336251469688427
42,1.765634197937149
43,2.7083296488830535
44,2.580749422598026
45,1.9076578936555906
46,4.29994183849879
47,3.7978004063861395
48,0.0802668880531876
49,3.115284202352841
50,1.768282100977418
51,0
52,2.845391789463395
53,2.856696173492902
54,3.8535423707998273
55,3.1206415664156553
56,0.1605337761063752
57,3.4718115704095722
58,2.610450217433741
59,3.3506721062657503
60,4.947445727518904
61,3.4928159914375274
62,1.8418999033160721
63,2.6450055213157064
64,0.4369300352364744
65,0.4465720450236892
66,3.1571932247264165
67,2.5628397219697114
68,3.0768650916678353
69,1.6216016765895953
70,0.44721845326999976
71,3.449915738178819
72,3.4750345033774077
73,0.1605337761063752
74,1.412107663082589
75,2.6782059697026366
76,0.17651345788532363
77,0.30736090341340633
78,2.136938337847386
79,4.521200540721474
80,2.720416543981409
81,0.7060538315412945
82,1.5350647047096306
83,0.7479299293546192
84,1.5416702929235515
85,0.314582800014025
86,3.6157686036580814
87,0.0802668880531876
88,0.5963843961256425
89,2.5617756430443213
90,0.529540373655971
91,3.299660035105477
92,2.7811544949978635
93,2.8692851624616926
94,0.0802668880531876
95,3.7032278389224538
96,2.684077675256792
97,2.6507458672928568
98,5.726333110399378
99,1.768282100977418
100,2.8627376125261605
101,0.36074233159567426
102,1.6059984594970056
103,2.7059263163553715
104,2.8815315750238315
105,0.35302691577064726
106,1.412107663082589
107,0.6613237057424758
108,2.4641155310366165
109,1.3944341571651226
110,2.639371387464601
111,4.232489999625937
112,1.7651345788532364
113,0.2647701868279855
114,8.6454653447876
115,0.34073257626450804
116,2.3392541252086674
117,2.565903805038106
118,2.5986321458225636
119,0.8848889347006228
120,1.3621918466210918
121,2.6258551516739743
122,2.79640981149391
123,1.0685544637362296
124,1.7447577223150563
125,3.019489205494035
126,2.6968186023558407
127,2.520937460473304
128,1.649558170020138
129,0.17651345788532363
130,0.23662702152207912
131,3.1677839732883633
132,3.0229786943775054
133,3.3935822521326005
134,1.271771929103727
135,1.9123329478018654
136,2.7955866925081327
137,1.4185672952799881
138,3.1210642939329385
139,2.8873221741668043
140,2.963293244860859
141,0.17651345788532363
142,2.6872442827998526
143,2.969000626169957
144,2.8952637386425213
145,2.6295320600691725
146,5.094780960063092
147,3.3418476558041674
148,0.9024986680086996
149,2.578329062796614
150,1.7643049959093648
151,4.15358133233876
152,2.592759864570479
153,2.631323228793547
154,0.9888161258545352
155,0.38539279052301567
156,0.36332701984228183
157,0.7119173265866452
158,0.1605337761063752
159,2.0259734734701524
160,0.19269639526150784
161,0.19510932196585196
162,0.9024986680086996
163,3.6488313558914482
164,0.9233193329620684
165,2.7543403758842984
166,3.0908238470400105
167,3.1427590217923744
168,4.566576546606962
169,3.0509600344253927
170,0.9436778621063372
171,0.36074233159567426
172,3.8070931932317222
173,3.2200773354699863
174,2.6949293514878323
175,2.643168144356111
176,3.7788446830660756
177,1.2397251551208748
178,2.662792555502697
179,1.1744974531838142
180,0.23662702152207912
181,3.0629978976025747
182,2.5923523914826423
183,2.839802611262119
184,0.35302691577064726
185,0.9775224844186087
186,0.7214846631913485
187,0.36074233159567426
188,2.7065340019086626
189,0.0802668880531876
190,0.38539279052301567
191,3.0090430808949913
192,3.082057319892544
193,1.6543185082871663
194,2.7496924029658807
195,0.44982631300669706
196,2.6475932194781002
197,2.762017681492045
198,2.4397021556736544
199,0.517640406457986
200,3.315484602966457
201,2.81583545771595
202,0.544778700349055
203,0.6460692323584141
204,1.412107663082589
205,2.662990153785354
206,0.0802668880531876
207,3.970422795931944
208,4.005604072870764
209,3.1336876637635283
210,2.5839646533184
211,2.6030159930337575
212,2.656724560472302
213,1.1408800220998536
214,0.36332701984228183
215,1.412107663082589
216,0.9024986680086996
217,0.23662702152207912
218,2.6349792269834507
219,1.1744974531838142
220,1.3083273041482877
221,0.4903698008527911
222,0
223,2.5968016813301507
224,4.409097009707812
225,0.36074233159567426
226,3.0418369671726486
227,0.8848889347006228
228,2.588415633217488
229,2.729454753914531
230,0.8825672894266182
231,2.2634722909041836
232,2.2774323986446907
233,2.610450217433741
234,0.5558698956736754
235,2.5915332477719613
236,0.5558698956736754
237,2.9039293288081525
238,0.314582800014025
239,2.5506928934003583
240,0.5342772318681148
241,0.8825672894266182
242,1.768282100977418
243,0.529540373655971
244,3.7752990870081917
245,2.6459599473321993
246,2.5556820885447276
247,5.076529888527742
248,2.417731746239462
249,4.360903738802117
250,0.8825672894266182
251,3.132943756872973
252,2.7163404238868467
253,1.6443870468894484
254,2.7571544299388178
255,2.9655674932282037
256,4.093165618743819
257,0.35302691577064726
258,2.565581401460899
259,2.910741472303803
260,0
261,3.1179552028556237
262,1.8963110103739822
263,0.9652894607151459
264,0.0802668880531876
265,2.6266290850438563
266,2.120306033879689
267,0.19510932196585196
268,0
269,0.1202745202202039
270,0.17651345788532363
271,2.6525095304337922
272,2.981826325430022
273,2.728546741649776
274,0.9494803488543831
275,2.9810433061067356
276,0.6358859645518635
277,1.5897149113796587
278,2.8047882879900756
279,0.529540373655971
280,2.643168144356111
281,3.8524688909105924
282,0.1605337761063752
283,2.665407533380358
284,2.709531844175121
285,0.5558698956736754
286,2.810800945574508
287,1.5964053538278484
288,1.728215174143304
289,2.8532227408123507
290,0.3902186439317039
291,0.36074233159567426
292,3.006515057955464
293,2.6456642648419884
294,2.6249637294460966
295,4.429851966344512
296,2.977312052839811
297,1.7651345788532364
298,3.67837852123953
299,0.529540373655971
300,0.7266540396845637
301,3.11831229549837
302,2.5366339555582362
303,0.529540373655971
304,1.6101939774290983
305,0
306,4.20071038294366
307,4.205594033405179
308,4.060202142958859
309,3.141497599215388
310,2.38587035191867
311,0.0802668880531876
312,0.23662702152207912
313,2.878987406672207
314,4.401360442987258
315,3.97544589842608
316,0.7214846631913485
317,2.63327465357386
318,0
319,3.167503576406622
320,1.8049787385585483
321,0.1605337761063752
322,3.650152526631009
323,0.62916560002805
324,3.183185312138734
325,3.0177424711523355
326,2.6065313466646773
327,3.0104895133707257
328,4.025039268091384
329,2.7303942588717263
330,2.9332675990755415
331,2.7376090649766143
332,3.9417433467283316
333,0.9097270785280064
334,1.059080747311942
335,0.19510932196585196
336,3.0078853860613197
337,1.9822157103503852
338,0.7479299293546192
339,1.2548424327677354
340,0.7747271418910786
341,0.17651345788532363
342,0.1605337761063752
343,6.756339485878377
344,1.4157096498007968
345,2.8854110938380426
346,2.8122073172209334
347,0
348,0.1605337761063752
349,0.8944369065399995
350,1.5820706278545271
351,0
352,2.6477018682798543
353,2.9449336957666854
354,2.5531464086472724
355,1.8101017670960133
356,4.293672813378496
357,4.199845478119611
