t1,t2,n
Cluster 1,Cluster 1,2148
Cluster 2,Cluster 1,39
Cluster 3,Cluster 1,440
Cluster 1,Cluster 2,57
Cluster 2,Cluster 2,114
Cluster 3,Cluster 2,101
Cluster 1,Cluster 3,395
Cluster 2,Cluster 3,84
Cluster 3,Cluster 3,1543
